MaizeGDB: Details of Map Genetic 7
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
Zm00001d020058	47.76		GRMZM2G328877	Chr7	86498094	86498739	Zm00001d020058	Chr7	89292487	89294138	Zm00001eb309670	chr7	90731226	90731514																	
GRMZM2G149277	47.77		GRMZM2G149277	Chr7	86899325	86902276	Zm00001d020068	Chr7	89722134	89725088	Zm00001eb309760	chr7	91159724	91163148																	
ccd9	47.78		GRMZM2G164967	Chr7	87218077	87221425	Zm00001d020069	Chr7	90083031	90086477	Zm00001eb309770	chr7	91520782	91524058																	
stp18	47.79		GRMZM2G160614	Chr7	87537163	87541102	Zm00001d020071	Chr7	90397384	90401326	Zm00001eb309780	chr7	91834469	91838838																	
nudix1	47.80		GRMZM2G031461	Chr7	88132355	88151112	Zm00001d020087	Chr7	91033435	91038130	Zm00001eb309830	chr7	92443930	92471904																	
thx58	47.80						Zm00001d020078	Chr7	90661688	90661993	Zm00001eb309810	chr7	92095574	92099400																	
prh6	47.90		GRMZM2G308615	Chr7	89059718	89061311	Zm00001d020100	Chr7	92004425	92005501	Zm00001eb309920	chr7	93421327	93422962																	
ras11C2	48.00		GRMZM2G124732	Chr7	89182569	89185082	Zm00001d020102	Chr7	92117151	92120164	Zm00001eb309950	chr7	93534778	93537304																	
csu996	48.01		GRMZM2G047592	Chr7	89458327	89461715	Zm00001d020108	Chr7	92396011	92399421	Zm00001eb309980	chr7	93811608	93815075																	
cl41366_1	48.01		GRMZM5G825192	Chr7	90816756	90817949	Zm00001d020118	Chr7	93717508	93724231	Zm00001eb310060	chr7	95120301	95157771																	
IDP8015	48.01		GRMZM2G054048	Chr7	90566851	90572748	Zm00001d020113	Chr7	93454297	93459551	Zm00001eb310040	chr7	94888558	94891187																	
Zm00001d020107	48.01						Zm00001d020107	Chr7	92388576	92389395	Zm00001eb309970	chr7	93804051	93810827																	
mads83	48.01		GRMZM2G072997	Chr7	90705650	90707261	Zm00001d020114	Chr7	93596088	93598541	Zm00001eb310030	chr7	94708039	94708663																	
nbs52	48.01		GRMZM2G163860	Chr7	89912626	89957628	Zm00001d020112	Chr7	92832319	92837297	Zm00001eb310010	chr7	94232908	94252757																	
IDP639	48.02		GRMZM2G060118	Chr4	131739591	131741082																									
burp7	48.02		GRMZM2G146665	Chr7	91390413	91392643	Zm00001d020122	Chr7	94287204	94289243	Zm00001eb310130	chr7	95720252	95722613																	
knl2	48.02		GRMZM2G100107	Chr7	91709080	91712535	Zm00001d020129	Chr7	94627588	94631681	Zm00001eb310180	chr7	96054049	96057425																	
traf48	48.02		GRMZM2G061243	Chr7	91216092	91219200	Zm00001d020120	Chr7	94100018	94103427	Zm00001eb310110	chr7	95533487	95536572																	
IDP7896	48.03		GRMZM2G479906	Chr7	92104636	92114777	Zm00001d020134	Chr7	94949585	94962130	Zm00001eb310230	chr7	96457413	96468149																	
wrky37	48.03		GRMZM2G139815	Chr7	92417479	92419510	Zm00001d020136	Chr7	95252065	95254096	Zm00001eb310260	chr7	96759949	96761998																	
wrky79	48.03		GRMZM2G025895	Chr7	93189728	93191396	Zm00001d020137	Chr7	95348911	95350784	Zm00001eb310270	chr7	96856787	96858658																	
pco084690	48.04		GRMZM2G322314	Chr7	93109372	93111284	Zm00001d020139	Chr7	95438690	95440045	Zm00001eb310290	chr7	96941611	96948140																	
fad12	48.05		GRMZM2G129453	Chr7	92966320	92968603	Zm00001d020147	Chr7	95576646	95578034	Zm00001eb310330	chr7	97084275	97092500																	
umc1549a	48.06						Zm00001d020152	Chr7	96117887	96121522	Zm00001eb310390	chr7	97625899	97629704																	
ubp36	48.06		GRMZM2G154621	Chr7	93253289	93264382	Zm00001d020157	Chr7	96199020	96211216	Zm00001eb310400	chr7	97707174	97719424																	
perk7	48.06		GRMZM2G056875	Chr7	92751684	92754063	Zm00001d020148	Chr7	95798411	95800410	Zm00001eb310370	chr7	97305676	97308444																	
LOC103632601	48.06		GRMZM2G030197	Chr7	92674966	92676455	Zm00001d020150	Chr7	95877901	95879463	Zm00001eb310380	chr7	97385805	97387499																	
cyc52	48.07		GRMZM2G115670	Chr7	93403615	93412635	Zm00001d020158	Chr7	96369649	96377935	Zm00001eb310410	chr7	97877125	97894697																	
si945031b12	48.10		GRMZM2G069085	Chr7	93575409	93581863	Zm00001d020160	Chr7	96515023	96521470	Zm00001eb310430	chr7	98023165	98045336																	
LOC103632609	48.12		GRMZM2G086231	Chr7	93712368	93713754	Zm00001d020163	Chr7	96649994	96651375	Zm00001eb310440	chr7	98158094	98159551																	
pco140653a	48.20		GRMZM2G083058	Chr7	94050603	94054974	Zm00001d020170	Chr7	97038326	97042873	Zm00001eb310450	chr7	98546514	98551066																	
Zm00001d020172	48.23		GRMZM2G011526	Chr7	94229773	94266511	Zm00001d020172	Chr7	97251945	97256687	Zm00001eb310470	chr7	98752583	98764877																	
Zm00001d020175	48.24		GRMZM2G053781	Chr7	94538520	94543327	Zm00001d020175	Chr7	97541885	97546680	Zm00001eb310480	chr7	99050117	99054888																	
cyp89	48.25		GRMZM2G027041	Chr7	94672495	94674312	Zm00001d020177	Chr7	97680746	97682402	Zm00001eb310500	chr7	99188825	99190820																	
magi73349	48.30		GRMZM5G843174	Chr7	94875001	94884736	Zm00001d020180	Chr7	97816902	97826622	Zm00001eb310530	chr7	99324984	99334912																	
hat1	48.40		GRMZM5G851405	Chr7	95111087	95115489	Zm00001d020182	Chr7	98081497	98087107	Zm00001eb310550	chr7	99573754	99578300																	
cl62793_1b	48.42		GRMZM5G898887	Chr7	95123831	95147199	Zm00001d020183	Chr7	98089157	98098799	Zm00001eb310560	chr7	99586193	99591095																	
LOC100217265	48.44		GRMZM2G354621	Chr7	95456099	95459741	Zm00001d020185	Chr7	98428631	98451742	Zm00001eb310570	chr7	99920885	99940445																	
prmt8	48.80		GRMZM2G003038	Chr7	95566312	95570188	Zm00001d020188	Chr7	98545533	98549395	Zm00001eb310620	chr7	100037805	100041698																	
ofp30	48.82		GRMZM2G037043	Chr7	95805103	95806257	Zm00001d020198	Chr7	98791002	98791772	Zm00001eb310670	chr7	100283154	100284269																	
npf22	48.83		GRMZM2G533860	Chr7	95853104	95856784	Zm00001d020199	Chr7	98838962	98842246	Zm00001eb310680	chr7	100331250	100334585																	
pco131134	48.84		GRMZM2G172342	Chr7	95931073	95934163	Zm00001d020201	Chr7	98881911	98884286	Zm00001eb310700	chr7	100374626	100376423																	
AY109809	49.00		GRMZM2G366020	Chr7	96051270	96054267	Zm00001d020204	Chr7	98995155	99031643	Zm00001eb310710	chr7	100487137	100518912																	
IDP3994	49.04		GRMZM2G085630	Chr7	96195462	96202971	Zm00001d020205	Chr7	99148958	99156546	Zm00001eb310730	chr7	100641326	100649743																	
kcs37	49.10		GRMZM2G032095	Chr7	96738377	96740300	Zm00001d020206	Chr7	99712846	99714204	Zm00001eb310760	chr7	101204376	101206137																	
Zm00001d020208	49.12		GRMZM2G355523	Chr7	97189045	97195367	Zm00001d020208	Chr7	100204794	100211183	Zm00001eb310770	chr7	101684050	101690499																	
c3h67	49.18		GRMZM2G430575	Chr7	97354141	97361669	Zm00001d020211	Chr7	100353278	100354591	Zm00001eb310800	chr7	101828374	101835902																	
vdac1b	50.00		GRMZM2G146670	Chr7	97642539	97646675	Zm00001d020219	Chr7	100656060	100660194	Zm00001eb310830	chr7	102142581	102146683																	
ics1	50.10		GRMZM2G022837	Chr7	97650174	97654101	Zm00001d020220	Chr7	100663432	100666790	Zm00001eb310840	chr7	102149986	102153342																	
Zm00001eb310910	50.90		GRMZM2G066609	Chr7	98100536	98102753					Zm00001eb310910	chr7	102625682	102630017																	
Zm00001d020229	50.98		GRMZM2G019393	Chr7	98148315	98149150	Zm00001d020229	Chr7	101183127	101183962	Zm00001eb310950	chr7	102669818	102670665																	
cfm4	51.00		GRMZM2G142740	Chr7	98272614	98278027	Zm00001d020230	Chr7	101295370	101299977	Zm00001eb310960	chr7	102782306	102786888																	
LOC103643056	51.02		GRMZM6G312787	scaffold_434	1	1969	Zm00001d020233	Chr7	101487360	101490008	Zm00001eb310970	chr7	102961446	102970884																	
Zm00001eb310980	51.04		GRMZM2G004475	Chr7	98434798	98446186	Zm00001d020234	Chr7	101492829	101504550	Zm00001eb310980	chr7	102973592	102985387																	
umc1932	51.20																														
hth2	51.98		GRMZM2G081841	Chr7	98591214	98596936	Zm00001d020238	Chr7	101652755	101657949	Zm00001eb311010	chr7	103133653	103138913																	
c3h61	52.00		GRMZM2G306935	Chr7	98838373	98844956	Zm00001d020242	Chr7	101925496	101931975	Zm00001eb311020	chr7	103406551	103413101																	
lbd55	52.02						Zm00001d020243	Chr7	101933697	101935610	Zm00001eb311030	chr7	103414795	103415395																	
drg15	53.50		GRMZM2G085604	Chr7	99324692	99328320	Zm00001d020256	Chr7	102404060	102407655	Zm00001eb311090	chr7	103885197	103888872																	
hipp52	53.52		GRMZM2G086066	Chr7	99412241	99413490	Zm00001d020257	Chr7	102493334	102494600	Zm00001eb311100	chr7	103974556	103975822																	
skus15	53.70		GRMZM2G064106	Chr7	99563273	99566704	Zm00001d020260	Chr7	102651781	102655080	Zm00001eb311110	chr7	104132836	104136417																	
skus17	53.72		GRMZM2G163535	Chr7	99659271	99672152	Zm00001d020261	Chr7	102761902	102774813	Zm00001eb311120	chr7	104243127	104256135																	
T7-9(4363)(7)	54.00																														
flz31	54.50		GRMZM2G166692	Chr7	99876087	99877627	Zm00001d020264	Chr7	102995536	102997073	Zm00001eb311150	chr7	104476966	104477658																	
ereb109	54.60		GRMZM2G141679	Chr7	100267099	100269276	Zm00001d020267	Chr7	103377384	103378274	Zm00001eb311180	chr7	104857927	104860142																	
trpp8	55.00		GRMZM2G174396	Chr7	100351591	100353678	Zm00001d020272	Chr7	103496049	103498536	Zm00001eb311230	chr7	104977316	104979743																	
vq40	55.20		GRMZM2G126413	Chr7	100550757	100552414	Zm00001d020275	Chr7	103696117	103697367	Zm00001eb311250	chr7	105177058	105178858																	
LOC100285582	55.22		GRMZM2G176780	Chr7	100823692	100826854	Zm00001d020277	Chr7	103969402	103972795	Zm00001eb311260	chr7	105450522	105453926																	
Zm00001d020279	55.24		GRMZM2G176759	Chr7	100829394	100831320	Zm00001d020279	Chr7	103975245	103976922	Zm00001eb311270	chr7	105456403	105458144																	
Zm00001d020280	55.26		GRMZM2G176721	Chr7	100831613	100836249	Zm00001d020280	Chr7	103977437	103982053	Zm00001eb311280	chr7	105458653	105463388																	
Zm00001d020281	55.28		GRMZM2G134496	Chr7	100909612	100911459	Zm00001d020281	Chr7	104034071	104036137	Zm00001eb311300	chr7	105515389	105517420																	
Zm00001d020282	55.30		GRMZM2G434388	Chr7	100913919	100916720	Zm00001d020282	Chr7	104038418	104040455	Zm00001eb311310	chr7	105519584	105521956																	
pum14	55.50		GRMZM2G155806	Chr7	101148477	101151614	Zm00001d020285	Chr7	104298461	104301353	Zm00001eb311340	chr7	105762137	105765376																	
Zm00001d020287	55.52		GRMZM2G457407	Chr7	101156555	101159498	Zm00001d020287	Chr7	104306381	104309324																					
ring432	55.58		GRMZM2G108546	Chr7	101287600	101294529	Zm00001d020292	Chr7	104441556	104448455	Zm00001eb311380	chr7	105905412	105912502																	
tlc13	55.60		GRMZM2G016551	Chr7	101603178	101605006	Zm00001d020296	Chr7	104757541	104760661	Zm00001eb311390	chr7	106209569	106213157																	
pco100533b	55.62		GRMZM2G016660	Chr7	101604053	101613994	Zm00001d020297	Chr7	104760610	104770103	Zm00001eb311400	chr7	106212662	106222172																	
sdg8	55.63		GRMZM2G351363	Chr7	101633576	101665927	Zm00001d020300	Chr7	104792129	104793838	Zm00001eb311410	chr7	106240935	106245260																	
stsl8	55.65		GRMZM2G143494	Chr7	101868274	101871240	Zm00001d020306	Chr7	105042700	105045690	Zm00001eb311430	chr7	106494786	106498342																	
stsl9	55.66		GRMZM2G461279	Chr7	101930468	101931462	Zm00001d020308	Chr7	105094775	105095355	Zm00001eb311440	chr7	106530654	106547512																	
Zm00001d020311	55.69		GRMZM2G030341	Chr7	102424175	102426273	Zm00001d020311	Chr7	105593371	105595624	Zm00001eb311470	chr7	107045521	107047562																	
GRMZM2G030528	55.70		GRMZM2G030528	Chr7	102427564	102432735	Zm00001d020312	Chr7	105596742	105613490	Zm00001eb311480	chr7	107048865	107065666																	
hak23	55.80		GRMZM2G036916	Chr7	103534378	103539283	Zm00001d020325	Chr7	106755372	106760086	Zm00001eb311560	chr7	108172810	108177663																	
ccp43	55.82		GRMZM2G177858	Chr7	103585186	103593893	Zm00001d020327	Chr7	106812558	106813992	Zm00001eb311570	chr7	108229999	108235821																	
arm11	55.90		GRMZM2G315431	Chr7	103904514	103907063	Zm00001d020332	Chr7	107145738	107147834	Zm00001eb311590	chr7	108555570	108558055																	
GRMZM2G175910	55.92		GRMZM2G175910	Chr7	103973890	103975639	Zm00001d020337	Chr7	107214969	107216447	Zm00001eb311610	chr7	108624799	108626621																	
cyp65	55.94		GRMZM2G057208	Chr7	104288444	104291013	Zm00001d020340	Chr7	107529891	107532414	Zm00001eb311630	chr7	108939968	108942491																	
Zm00001eb311640	55.95		AC234166.1_FG001	Chr7	104424577	104428527	Zm00001d020342	Chr7	107669735	107670934	Zm00001eb311640	chr7	109079857	109081056																	
ccl25	55.96		GRMZM2G472376	Chr7	104643978	104648480	Zm00001d020343	Chr7	107890191	107895098	Zm00001eb311650	chr7	109300316	109305225																	
IDP7182	55.98		GRMZM2G010389	Chr7	104781038	104784701	Zm00001d020344	Chr7	108007849	108011439	Zm00001eb311660	chr7	109417811	109421947																	
nbcs18	56.00		GRMZM2G414813	Chr7	104912102	104917076	Zm00001d020345	Chr7	108133164	108138123	Zm00001eb311680	chr7	109543221	109548304																	
umc2704	57.00		GRMZM2G055809	Chr7	105090177	105091407	Zm00001d020348	Chr7	108322505	108323760	Zm00001eb311700	chr7	109732590	109734641																	
LOC103634086	57.26		GRMZM2G081502	Chr7	105238451	105239849	Zm00001d020350	Chr7	108450013	108451003	Zm00001eb311720	chr7	109860273	109861230																	
amya5	57.28		GRMZM2G074781	Chr7	105247639	105249737	Zm00001d020351	Chr7	108484538	108486653	Zm00001eb311730	chr7	109894729	109897035																	
cyc20	57.30		GRMZM2G476685	Chr7	105392733	105397550	Zm00001d020353	Chr7	108629808	108634542	Zm00001eb311740	chr7	110040058	110044794																	
pco108767	57.32		GRMZM2G122780	Chr7	105406204	105412188	Zm00001d020354	Chr7	108647139	108649095	Zm00001eb311750	chr7	110053702	110059250																	
T1-7a(7)	58.00																														
T6-7(4337)(7)	58.00																														
T2-7b(7)	59.00																														
rs4	60.00																														
arm53	60.89		GRMZM2G100090	Chr7	105655307	105657845	Zm00001d020358	Chr7	108893865	108895550	Zm00001eb311800	chr7	110303578	110306240																	
phd30	61.93		GRMZM2G091265	Chr7	105935513	105940065	Zm00001d020361	Chr7	109153947	109156282	Zm00001eb311820	chr7	110564022	110568125																	
GRMZM2G025646	61.96		GRMZM2G025646	Chr7	106257740	106259917	Zm00001d020364	Chr7	109507759	109509454	Zm00001eb311850	chr7	110918490	110919415																	
LOC100274556	61.98		GRMZM2G031824	Chr7	106353644	106364521	Zm00001d020365	Chr7	109594395	109604672	Zm00001eb311860	chr7	111004683	111014979																	
TB-7Lb(7)	62.00																														
jmj5	62.00		GRMZM2G070885	Chr7	106518289	106522429	Zm00001d020367	Chr7	109762337	109767776	Zm00001eb311870	chr7	111149688	111178076																	
e2f23	62.02		AC205113.3_FG001	Chr7	106611707	106613283	Zm00001d020368	Chr7	109859711	109863582	Zm00001eb311880	chr7	111269959	111273887																	
cel29	62.08		GRMZM2G451965	Chr7	106669436	106682995	Zm00001d020371	Chr7	109922014	109929866	Zm00001eb311900	chr7	111331044	111340281																	
AY109968	62.10		GRMZM2G450488	Chr7	106775843	106782666	Zm00001d020374	Chr7	110023225	110030221	Zm00001eb311910	chr7	111433301	111440641																	
LOC103632710	62.12		GRMZM2G151921	Chr7	106812202	106814426	Zm00001d020378	Chr7	110059148	110061879	Zm00001eb311920	chr7	111469453	111472272																	
cl8569_2b	62.16		GRMZM2G477743	Chr7	106982793	106986516	Zm00001d020380	Chr7	110164018	110167826	Zm00001eb311940	chr7	111574202	111578208																	
anx9	62.18		GRMZM2G067752	Chr7	107022574	107026945	Zm00001d020381	Chr7	110245421	110249654	Zm00001eb311950	chr7	111655641	111659905																	
mwp1	62.20		GRMZM2G082264	Chr7	107261176	107267803	Zm00001d020384	Chr7	110525083	110531709	Zm00001eb311960	chr7	111911577	111919078																	
GRMZM2G085934	62.24		GRMZM2G085934	Chr7	107630591	107631239	Zm00001d020390	Chr7	110937105	110937825	Zm00001eb311990	chr7	112323621	112324197																	
xth15	62.26		GRMZM2G319798	Chr7	107808137	107810770	Zm00001d020392	Chr7	111021187	111023397	Zm00001eb312000	chr7	112407710	112409919																	
LOC103632716	62.27		GRMZM2G074672	Chr7	107883948	107886373	Zm00001d020395	Chr7	111178019	111180173	Zm00001eb312010	chr7	112564599	112566756																	
umc1929	62.28																														
trps13	62.30		GRMZM2G019183	Chr7	107954189	107958866	Zm00001d020396	Chr7	111240634	111244556	Zm00001eb312020	chr7	112627167	112631686																	
tbl41	62.49		GRMZM2G043240	Chr7	108036057	108039849	Zm00001d020399	Chr7	111336735	111340518	Zm00001eb312040	chr7	112723433	112727203																	
cad5	62.53		AC234163.1_FG002	Chr7	108281275	108282959	Zm00001d020400	Chr7	111430553	111432512	Zm00001eb312060	chr7	112817140	112819097																	
cad6	62.55						Zm00001d020401	Chr7	111461902	111463362	Zm00001eb312070	chr7	112848205	112849898																	
cad7	62.60		GRMZM2G700188	Chr7	108309686	108416833	Zm00001d020402	Chr7	111548597	111550540	Zm00001eb312080	chr7	112935192	112937309													Zm00004b035912	chr7	109840711	109843525	
myb66	62.70		GRMZM2G169356	Chr7	108726504	108727871	Zm00001d020405	Chr7	111820330	111821428	Zm00001eb312120	chr7	113206300	113207743																	
umc1983	62.75		GRMZM2G045638	Chr7	108562826	108563609					Zm00001eb312110	chr7	113048399	113048668																	
myb159	62.80		GRMZM2G126566	Chr7	108815110	108818213	Zm00001d020408	Chr7	111958019	111961171	Zm00001eb312160	chr7	113344773	113347282																	
zpb36	63.00																														
zim1	63.00		GRMZM2G126507	Chr7	108871320	108874327	Zm00001d020409	Chr7	112014245	112017209	Zm00001eb312170	chr7	113400399	113403414																	
Zm00001d020414	63.02		GRMZM2G066876	Chr7	109177586	109186447	Zm00001d020414	Chr7	112328680	112337673	Zm00001eb312210	chr7	113714970	113723963																	
pub33	63.03		GRMZM2G092550	Chr7	109337060	109353378	Zm00001d020416	Chr7	112539627	112557804	Zm00001eb312220	chr7	113925909	113944330																	
Zm.020418	63.04		GRMZM2G022904	Chr7	109561938	109564500	Zm00001d020418	Chr7	112714260	112717015	Zm00001eb312250	chr7	114100578	114103333																	
pco104380	63.05		GRMZM2G061620	Chr7	109749098	109756329	Zm00001d020419	Chr7	112902369	112909594	Zm00001eb312260	chr7	114288471	114296035																	
mus3	63.08		GRMZM2G421541	Chr7	110073686	110083762	Zm00001d020424	Chr7	113218224	113228485	Zm00001eb312280	chr7	114604531	114614885																	
umc1787	63.10		GRMZM2G121189	Chr7	110084547	110085488	Zm00001d020425	Chr7	113229367	113230312	Zm00001eb312290	chr7	114615521	114616591																	
cchh139	63.11		AC198081.2_FG005	Chr7	110132983	110133348	Zm00001d020427	Chr7	113262694	113263059	Zm00001eb312310	chr7	114648852	114649397																	
aco9	63.12		GRMZM2G325666	Chr7	110188800	110189730	Zm00001d020428	Chr7	113324754	113327914	Zm00001eb312320	chr7	114710750	114714279																	
cl54397_1c	63.13		GRMZM2G334165	Chr7	110325592	110330132	Zm00001d020429	Chr7	113489952	113494456	Zm00001eb312330	chr7	114876299	114880799																	
ra1	63.15		GRMZM2G003927	Chr7	110359182	110359930	Zm00001d020430	Chr7	113572410	113572937	Zm00001eb312340	chr7	114958643	114959398																	
tcptf18	63.16		GRMZM2G064628	Chr7	110809038	110810529	Zm00001d020433	Chr7	114008489	114009250	Zm00001eb312380	chr7	115394379	115395866																	
sdg25	63.16		GRMZM2G418752	Chr7	110942240	110947021	Zm00001d020437	Chr7	114149831	114152030	Zm00001eb312420	chr7	115535712	115538539																	
ndhl1	63.16		GRMZM5G851051	Chr7	110934323	110935954	Zm00001d020434	Chr7	114139355	114140955	Zm00001eb312390	chr7	115525705	115527354																	
miR169p	63.16		zma-MIR169p	Chr7	111158273	111158337	zma-MIR169p	Chr7	114375728	114375792																					
cl36156_1	63.17		GRMZM2G159221	Chr7	111685372	111688624	Zm00001d020444	Chr7	114903600	114908537	Zm00001eb312480	chr7	116275925	116279530																	
