MaizeGDB: Details of Map Genetic 4
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-CML322-REFERENCE-NAM-1.0_gene_model	Zm-CML322-REFERENCE-NAM-1.0_chr	Zm-CML322-REFERENCE-NAM-1.0_start	Zm-CML322-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-CML52-REFERENCE-NAM-1.0_gene_model	Zm-CML52-REFERENCE-NAM-1.0_chr	Zm-CML52-REFERENCE-NAM-1.0_start	Zm-CML52-REFERENCE-NAM-1.0_end	Zm-Il14H-REFERENCE-NAM-1.0_gene_model	Zm-Il14H-REFERENCE-NAM-1.0_chr	Zm-Il14H-REFERENCE-NAM-1.0_start	Zm-Il14H-REFERENCE-NAM-1.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-M162W-REFERENCE-NAM-1.0_gene_model	Zm-M162W-REFERENCE-NAM-1.0_chr	Zm-M162W-REFERENCE-NAM-1.0_start	Zm-M162W-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Mo18W-REFERENCE-NAM-1.0_gene_model	Zm-Mo18W-REFERENCE-NAM-1.0_chr	Zm-Mo18W-REFERENCE-NAM-1.0_start	Zm-Mo18W-REFERENCE-NAM-1.0_end	Zm-Ms71-REFERENCE-NAM-1.0_gene_model	Zm-Ms71-REFERENCE-NAM-1.0_chr	Zm-Ms71-REFERENCE-NAM-1.0_start	Zm-Ms71-REFERENCE-NAM-1.0_end	Zm-NC350-REFERENCE-NAM-1.0_gene_model	Zm-NC350-REFERENCE-NAM-1.0_chr	Zm-NC350-REFERENCE-NAM-1.0_start	Zm-NC350-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-P39-REFERENCE-NAM-1.0_gene_model	Zm-P39-REFERENCE-NAM-1.0_chr	Zm-P39-REFERENCE-NAM-1.0_start	Zm-P39-REFERENCE-NAM-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Sequence
Zm00001d049942	69.71		GRMZM2G135068	Chr4	52352417	52358005					Zm00001d049942	Chr4	54473409	54478898	Zm00001eb176060	chr4	54759600	54763473																																																																									
GRMZM2G425545	69.72		GRMZM2G425545	Chr4	52486606	52487343																																																																																					
Zm00001d049945	69.72		GRMZM2G181194	Chr4	52421835	52425639					Zm00001d049945	Chr4	54603429	54607210	Zm00001eb176070	chr4	54866400	54870172																																																																									
nrh4	69.73		GRMZM2G085960	Chr4	52592564	52596150					Zm00001d049948	Chr4	54772592	54776331	Zm00001eb176090	chr4	55035555	55039223																																																																									
msh1	69.74		GRMZM2G036217	Chr4	52923800	52927833					Zm00001d049950	Chr4	55129672	55133478	Zm00001eb176110	chr4	55392450	55396483																																																																									
hp3	69.75		GRMZM2G451604	Chr4	52969280	52972871					Zm00001d049952	Chr4	55175484	55178540	Zm00001eb176120	chr4	55438504	55441519																																																																									
dar2	69.78		GRMZM2G134708	Chr4	53106013	53110676					Zm00001d049954	Chr4	55307251	55311651	Zm00001eb176160	chr4	55570189	55574624																																																																									
dapB2	69.79		GRMZM2G090241	Chr4	53212982	53221413					Zm00001d049956	Chr4	55420635	55429063	Zm00001eb176170	chr4	55683522	55693323																																																																									
ks6	69.80		GRMZM2G391312	Chr4	53284808	53288327					Zm00001d049957	Chr4	55492468	55496164	Zm00001eb176190	chr4	55755497	55756759																																																																									
pza00726	69.82		GRMZM2G049525	Chr4	53468183	53474421					Zm00001d049958	Chr4	55678978	55684958	Zm00001eb176200	chr4	55941668	55947922																																																																									
LOC100384742	69.83		GRMZM2G032367	Chr4	53700603	53704302					Zm00001d049959	Chr4	55908322	55912864	Zm00001eb176210	chr4	56172126	56175729																																																																									
cl14171_1a	69.84		GRMZM2G446749	Chr4	53932179	53935689					Zm00001d049964	Chr4	56143059	56144558	Zm00001eb176250	chr4	56406224	56407886																																																																									
pimt1	69.84		GRMZM2G423027	Chr4	53982266	53989842					Zm00001d049966	Chr4	56196768	56197028	Zm00001eb176270	chr4	56459489	56464781																																																																									
Zm00001eb176310	69.85		GRMZM2G070422	Chr4	54150048	54155006					Zm00001d049975	Chr4	56363149	56368089	Zm00001eb176310	chr4	56625970	56631076																																																																									
Zm00001d049974	69.85		GRMZM2G070305	Chr4	54123121	54132562					Zm00001d049974	Chr4	56336090	56343886	Zm00001eb176300	chr4	56598823	56606934																																																																									
GRMZM2G121776	69.86		GRMZM2G121776	Chr4	54570210	54581178					Zm00001d049980	Chr4	56787786	56805442	Zm00001eb176340	chr4	57028741	57077003																																																																									
ppr230	69.87		GRMZM2G123959	Chr4	54869718	54872144					Zm00001d049986	Chr4	57081535	57084071	Zm00001eb176370	chr4	57344474	57369237																																																																									
hak4	69.88		GRMZM2G425999	Chr4	55109836	55113173					Zm00001d049987	Chr4	57416173	57418827	Zm00001eb176380	chr4	57670277	57681769																																																																									
gbptf20	69.90		GRMZM2G423292	Chr4	55782767	55784875					Zm00001d049991	Chr4	58070649	58072019	Zm00001eb176440	chr4	58333495	58335423																																																																									
IDP4330	69.96		GRMZM5G864377	Chr4	55885309	55888074									Zm00001eb176460	chr4	58436225	58443770																																																																									
tcptf28	69.96		GRMZM2G062711	Chr4	55947182	55947871																																																																																					
GRMZM2G045531	69.97		GRMZM2G045531	Chr4	56056970	56057484					Zm00001d049993	Chr4	58347594	58348108																																																																													
nnr1	69.98		GRMZM2G568636	Chr4	56335735	56340792					Zm00001d049995	Chr4	58642687	58647338	Zm00001eb176470	chr4	58905738	58910763																																																																									
mads103	69.98		GRMZM2G357984	Chr4	56520313	56520501									Zm00001eb176500	chr4	59089075	59089557																																																																									
bhlh113	69.99		GRMZM2G471635	Chr4	57373825	57374550					Zm00001d050016	Chr4	59679062	59679787	Zm00001eb176650	chr4	59942030	59943250																																																																									
GRMZM2G087259	69.99		GRMZM2G087259	Chr4	56994836	56996995					Zm00001d050011	Chr4	59298545	59300505	Zm00001eb176620	chr4	59561559	59563699																																																																									
v23	70.00																																																																																										
T4-5d(4)	70.00																																																																																										
bzip68	70.00		GRMZM2G157722	Chr4	57698284	57703555					Zm00001d050018	Chr4	60011623	60016737	Zm00001eb176680	chr4	60274800	60280063																																																																									
fuct1	70.10		GRMZM2G103939	Chr4	57827191	57835971					Zm00001d050020	Chr4	60146877	60161157	Zm00001eb176710	chr4	60409994	60418903																																																																									
abh3	70.20		GRMZM2G105954	Chr4	57970815	57976241					Zm00001d050021	Chr4	60281640	60287213	Zm00001eb176720	chr4	60544768	60550403																																																																									
Zm00001d050022	70.23		GRMZM5G838196	Chr4	58374604	58378154					Zm00001d050022	Chr4	60692710	60696653	Zm00001eb176730	chr4	60955748	60960457																																																																									
wrky122	70.24		GRMZM2G549512	Chr4	58356325	58374672					Zm00001d050023	Chr4	60696494	60714980	Zm00001eb176740	chr4	60959395	60978218																																																																									
pap3	70.30		GRMZM2G014193	Chr4	58633916	58637022					Zm00001d050026	Chr4	60974368	60977492	Zm00001eb176760	chr4	61237530	61240708																																																																									
bt2	70.33		GRMZM2G068506	Chr4	58979526	58985686					Zm00001d050032	Chr4	61315575	61321350	Zm00001eb176800	chr4	61578268	61585232																																																																									
nactf92	70.40		GRMZM2G048826	Chr4	59362407	59363516					Zm00001d050039	Chr4	61707240	61708265	Zm00001eb176840	chr4	61965093	61966297																																																																									
LOC732827	70.42		GRMZM2G006468	Chr4	59674528	59678827					Zm00001d050043	Chr4	62014684	62018896	Zm00001eb176850	chr4	62272636	62277107																																																																									
IDP7407	70.60		GRMZM2G177654	Chr4	60265670	60286309					Zm00001d050054	Chr4	62652401	62672981	Zm00001eb176930	chr4	62910349	62930591																																																																									
IDP5061	70.64		GRMZM2G121928	Chr4	60384134	60384965					Zm00001d050055	Chr4	62771016	62771591	Zm00001eb176940	chr4	63028906	63029704																																																																									
Zm00001d050056	70.65		GRMZM2G121942	Chr4	60386939	60393456					Zm00001d050056	Chr4	62778364	62779875	Zm00001eb176950	chr4	63035890	63037736																																																																									
chr112a	70.68		GRMZM2G030768	Chr4	60830589	60836982					Zm00001d050061	Chr4	63223873	63230486	Zm00001eb176980	chr4	63481682	63488478																																																																									
ring230	70.70		GRMZM6G174411	Chr4	56948351	56950315					Zm00001d050063	Chr4	63443250	63444701	Zm00001eb177000	chr4	63700913	63703098																																																																									
zpl3a	71.00																																																																																										
bhlh174	71.00		GRMZM2G016039	Chr4	63778666	63781023																																																																																					
trps8	71.00		GRMZM2G007736	Chr4	61432557	61437544					Zm00001d050069	Chr4	63832557	63836587	Zm00001eb177020	chr4	64090665	64094595																																																																									
pepr1	71.10		GRMZM2G011806	Chr4	61742558	61747904					Zm00001d050074	Chr4	64147004	64157156	Zm00001eb177060	chr4	64405015	64410690																																																																									
umc1031	71.20																																																																																										
Zm00001d050079	71.26		GRMZM2G153176	Chr4	62266895	62267848					Zm00001d050079	Chr4	64642353	64642925	Zm00001eb177090	chr4	64982469	64983466																																																																									
pme15	71.30		GRMZM2G175499	Chr4	62359341	62364922					Zm00001d050082	Chr4	64847021	64848362	Zm00001eb177120	chr4	65096646	65102276																																																																									
cl30840_1a	71.36		GRMZM2G153722	Chr4	62590194	62601980					Zm00001d050089	Chr4	65078952	65090738	Zm00001eb177150	chr4	65328639	65340436																																																																									
ring232	71.37		GRMZM2G427409	Chr4	62720732	62722285					Zm00001d050090	Chr4	65210501	65211421	Zm00001eb177170	chr4	65460060	65461914																																																																									
si687007f01b	71.38		GRMZM2G053511	Chr4	62812921	62815951					Zm00001d050091	Chr4	65307872	65310883	Zm00001eb177180	chr4	65557564	65560593																																																																									
sbt8	71.39		GRMZM2G354373	Chr4	62819347	62822289					Zm00001d050092	Chr4	65314401	65316809	Zm00001eb177190	chr4	65563708	65566821																																																																									
saur38	71.40		GRMZM2G076345	Chr4	62888700	62889422					Zm00001d050093	Chr4	65383709	65384116	Zm00001eb177200	chr4	65633326	65634049																																																																									
Zm00001d050095	71.44		GRMZM2G076389	Chr4	62892658	62895181					Zm00001d050095	Chr4	65387724	65389604	Zm00001eb177230	chr4	65637141	65641014																																																																									
LOC103653333	71.46		GRMZM5G884985	Chr4	63028831	63030597					Zm00001d050097	Chr4	65535251	65536825	Zm00001eb177240	chr4	65784851	65786835																																																																									
B4FRK7	71.49		GRMZM5G813661	Chr4	63072297	63073080					Zm00001d050099	Chr4	65577972	65578400	Zm00001eb177260	chr4	65827523	65827885																																																																									
his2b2	71.51		GRMZM2G119071	Chr4	63118802	63120057					Zm00001d050100	Chr4	65618139	65618591	Zm00001eb177270	chr4	65867542	65868388																																																																									
cl51673_1	71.51		GRMZM2G075775	Chr4	63445861	63455530					Zm00001d050106	Chr4	65967344	65976964	Zm00001eb177310	chr4	66217055	66226743																																																																									
opr8	71.51		GRMZM2G082087	Chr4	63562327	63567747					Zm00001d050107	Chr4	66086547	66090296	Zm00001eb177330	chr4	66336116	66340041																																																																									
Zm00001d050104	71.51		GRMZM2G108418	Chr4	63301772	63310096					Zm00001d050104	Chr4	65810672	65819113	Zm00001eb177300	chr4	66060391	66068950																																																																									
cl36355_1	71.52		GRMZM2G037941	Chr4	63847413	63853650					Zm00001d050109	Chr4	66244370	66250581	Zm00001eb177340	chr4	66493985	66500418																																																																									
umc42a	71.53		GRMZM2G038046	Chr4	63937339	63938743					Zm00001d050110	Chr4	66333703	66335464	Zm00001eb177360	chr4	66584019	66585398																																																																									
cl43997_1	71.60		GRMZM5G838910	Chr4	64520331	64544078					Zm00001d050116	Chr4	66968368	66992497	Zm00001eb177390	chr4	67218104	67242273																																																																									
sps3	71.74		GRMZM2G055331	Chr4	65287653	65306249					Zm00001d050125	Chr4	67726988	67745706	Zm00001eb177450	chr4	67976598	67995236																																																																									
csu1026	71.80		GRMZM2G169207	Chr4	65608379	65624305					Zm00001d050130	Chr4	68040872	68057079	Zm00001eb177480	chr4	68296665	68313332																																																																									
pco145520	71.81		GRMZM2G010834	Chr4	65702880	65723298					Zm00001d050131	Chr4	68132589	68156074	Zm00001eb177490	chr4	68388070	68412385																																																																									
brl3	71.82		GRMZM2G438007	Chr4	65769675	65773352					Zm00001d050132	Chr4	68202250	68205876	Zm00001eb177520	chr4	68455780	68462402																																																																									
akh1	71.83		GRMZM2G437977	Chr4	65776673	65788512					Zm00001d050134	Chr4	68237414	68255070	Zm00001eb177530	chr4	68465004	68510883																																																																									
ereb140	71.90		GRMZM2G348307	Chr4	65968744	65972918					Zm00001d050137	Chr4	68398270	68400314	Zm00001eb177550	chr4	68652220	68655847																																																																									
T4-8b(4)	72.00																																																																																										
hda108	72.00		GRMZM2G136067	Chr4	65983218	65988818					Zm00001d050139	Chr4	68410505	68416118	Zm00001eb177560	chr4	68666225	68671929																																																																									
isu61d	72.83																																																																																										
IDP8273	72.90										Zm00001d050145	Chr4	69072298	69075609	Zm00001eb177620	chr4	69309891	69314211																																																																									
cl3925_1b	72.92		GRMZM2G115775	Chr4	66641305	66645271					Zm00001d050146	Chr4	69100276	69104100	Zm00001eb177630	chr4	69338812	69342747																																																																									
T4-6c(4)	73.00																																																																																										
