MaizeGDB: Details of Map Genetic 6
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Sequence
ebf1	41.80		GRMZM2G137582	Chr6	102392990	102395999	Zm00001d036880	Chr6	105523233	105526361	Zm00001eb276590	chr6	112528729	112531980													
mybr23	41.83		GRMZM2G075064	Chr6	102481776	102484118	Zm00001d036883	Chr6	105560166	105566394	Zm00001eb276640	chr6	112569436	112571715													
si687053d12b	41.88		GRMZM2G406331	Chr6	102555413	102561665	Zm00001d036887	Chr6	105642607	105644009	Zm00001eb276670	chr6	112648214	112648633													
AY104775	41.90		GRMZM2G106427	Chr6	102563038	102576139	Zm00001d036888	Chr6	105645382	105658474	Zm00001eb276680	chr6	112650470	112664640													
ereb145	41.92		GRMZM2G106591	Chr6	102578638	102580044	Zm00001d036889	Chr6	105660981	105662401	Zm00001eb276700	chr6	112666510	112667669													
TIDP3103	41.94		GRMZM2G406413	Chr6	102623844	102625422	Zm00001d036892	Chr6	105706275	105707048	Zm00001eb276730	chr6	112711618	112712816													
vq35	41.94		GRMZM2G099691	Chr6	102711598	102712382	Zm00001d036893	Chr6	105794357	105795004	Zm00001eb276740	chr6	112799862	112800509													
ho2	41.95		GRMZM2G043277	Chr6	102756604	102759557	Zm00001d036894	Chr6	105839573	105842396	Zm00001eb276750	chr6	112845133	112847928													
gtf28	41.95		GRMZM2G043310	Chr6	102760769	102765401	Zm00001d036895	Chr6	105843761	105848177	Zm00001eb276760	chr6	112849137	112853862													
IDP7016	41.96		GRMZM2G091652	Chr6	102788777	102795088	Zm00001d036897	Chr6	105871023	105877198	Zm00001eb276780	chr6	112876516	112882738													
umc1887	41.97		GRMZM2G343570	Chr6	102885312	102886428	Zm00001d036901	Chr6	105967882	105968998	Zm00001eb276800	chr6	112966315	112967964													
LOC103631294	41.97		GRMZM2G042926	Chr6	102896543	102897280					Zm00001eb276810	chr6	112978369	112978877													
Zm00001d036900	41.97		GRMZM2G349834	Chr6	102842181	102845471	Zm00001d036900	Chr6	105938843	105942171	Zm00001eb276790	chr6	112937090	112940915													
cl39119_1	41.98		GRMZM2G042806	Chr6	102909463	102919737	Zm00001d036903	Chr6	105991903	106002178	Zm00001eb276850	chr6	112990687	113001384													
T6-9b(6)	42.00																										
T2-6c(6)	42.00																										
elfa10	42.00		GRMZM2G343543	Chr6	102923481	102926877	Zm00001d036904	Chr6	106006145	106009433	Zm00001eb276860	chr6	113004423	113008279													
IDP1474	42.00																										
LOC109940354	42.04		AC216530.1_FG003	Chr6	103063056	103064943	Zm00001d036906	Chr6	106141920	106142708	Zm00001eb276880	chr6	113141147	113141447													
Zm00001d036911	42.88		GRMZM2G423378	Chr6	103115831	103119338	Zm00001d036911	Chr6	106201899	106205504	Zm00001eb276920	chr6	113201351	113205604													
LOC103629793	42.96		GRMZM2G470245	Chr6	103242774	103246335	Zm00001d036913	Chr6	106312472	106315497	Zm00001eb276960	chr6	113311449	113318105													
T6-7(013-8)(6)	43.00																										
T2-6d(6)	43.00																										
T5-6(5906)(6)	43.00																										
ago10b	43.00		GRMZM2G079080	Chr6	103286236	103293200	Zm00001d036917	Chr6	106360618	106367670	Zm00001eb276980	chr6	113359376	113367412													
iaa26	43.40		GRMZM2G079200	Chr6	103303641	103305338	Zm00001d036918	Chr6	106378038	106379735	Zm00001eb276990	chr6	113376861	113378597													
IDP2138	43.42		GRMZM2G079308	Chr6	103312477	103322558	Zm00001d036919	Chr6	106386865	106396953	Zm00001eb277000	chr6	113385628	113391676													
LOC103629798	43.52		GRMZM2G325650	Chr6	103523306	103525146	Zm00001d036925	Chr6	106604412	106605563	Zm00001eb277050	chr6	113602702	113604574													
lbd52	43.54		GRMZM2G310144	Chr6	103569678	103577655	Zm00001d036927	Chr6	106652202	106660237	Zm00001eb277060	chr6	113650944	113659108													
cl35188_1b	43.60		GRMZM2G114741	Chr6	103670004	103672413	Zm00001d036932	Chr6	106773361	106776647	Zm00001eb277090	chr6	113772126	113773749													
aldh18	43.65		GRMZM2G122172	Chr6	103673939	103677110	Zm00001d036933	Chr6	106777268	106780457	Zm00001eb277100	chr6	113776057	113779440													
cl17797_1a	43.70		GRMZM2G120200	Chr6	103717738	103719087	Zm00001d036936	Chr6	106823723	106846250	Zm00001eb277110	chr6	113822769	113844705													
pg11	44.00																										
npf6	44.00		GRMZM2G137421	Chr6	103766057	103773502	Zm00001d036942	Chr6	106916705	106923072	Zm00001eb277160	chr6	113864229	113893982													
T6-8a(6)	45.00																										
gst19	45.00		GRMZM2G335618	Chr6	104021616	104022697	Zm00001d036951	Chr6	107194843	107195520	Zm00001eb277280	chr6	114165583	114166893													
umc65a	45.48																										
acco1	46.00		GRMZM2G164883	Chr6	104114291	104115533	Zm00001d036955	Chr6	107285582	107286760	Zm00001eb277290	chr6	114257376	114257995													
LOC100192995	46.02		GRMZM2G162295	Chr6	104150660	104153017	Zm00001d036956	Chr6	107321960	107324231	Zm00001eb277300	chr6	114293042	114295303													
elfg1	46.10		GRMZM2G122871	Chr6	104230611	104235309	Zm00001d036959	Chr6	107398589	107403318	Zm00001eb277320	chr6	114369863	114374635													
IDP6943	46.12		GRMZM2G181151	Chr6	104274311	104281719	Zm00001d036961	Chr6	107436798	107445278	Zm00001eb277330	chr6	114408964	114416291													
T3-6a(6)	47.00																										
zip5	47.38		GRMZM2G064382	Chr6	104434053	104437222	Zm00001d036965	Chr6	107624423	107627557	Zm00001eb277370	chr6	114595550	114598755													
GRMZM2G101707	47.42		GRMZM2G101707	Chr6	104623190	104625165	Zm00001d036970	Chr6	107806389	107808370	Zm00001eb277400	chr6	114777620	114779693													
Zm00001d036971	47.44		GRMZM2G159744	Chr6	104662989	104676933	Zm00001d036971	Chr6	107848587	107862507	Zm00001eb277410	chr6	114819919	114833803													
umc1918	47.48																										
cl27262_1	47.49		GRMZM2G109009	Chr6	104883752	104890034	Zm00001d036977	Chr6	108070822	108076516	Zm00001eb277450	chr6	115041300	115047733													
kea1	47.49		GRMZM2G169114	Chr6	105017386	105027075	Zm00001d036981	Chr6	108202268	108211871	Zm00001eb277480	chr6	115173284	115183205													
B4F7Y5	47.49		GRMZM2G103526	Chr6	104924155	104929073	Zm00001d036978	Chr6	108109102	108113917	Zm00001eb277460	chr6	115080297	115085212													
Zm00001d036972	47.49		GRMZM2G449817	Chr6	104839663	104842894	Zm00001d036972	Chr6	108025774	108029527	Zm00001eb277420	chr6	114996310	115000732													
ln1	47.50		GRMZM2G169089	Chr6	105027581	105034465	Zm00001d036982	Chr6	108212462	108219350	Zm00001eb277490	chr6	115183677	115190578													
aaap46	47.50		GRMZM2G331283	Chr6	105131768	105133835	Zm00001d036984	Chr6	108314918	108317096	Zm00001eb277520	chr6	115286249	115288315													
krp5	47.51		GRMZM2G575566	Chr6	105248263	105253332	Zm00001d036987	Chr6	108388200	108395354	Zm00001eb277550	chr6	115354782	115366566													
LOC103629823	47.51		GRMZM2G029506	Chr6	105144503	105154911	Zm00001d036986	Chr6	108327528	108338061	Zm00001eb277540	chr6	115298835	115309309													
cl10325_2	47.60		GRMZM2G179638	Chr6	105262399	105267285	Zm00001d036989	Chr6	108445740	108450130	Zm00001eb277560	chr6	115416227	115421364													
GRMZM2G404453	47.65		GRMZM2G404453	Chr6	105395462	105395992	Zm00001d036996	Chr6	108578038	108578493	Zm00001eb277630	chr6	115549128	115550477													
wakl35	47.68		GRMZM2G384897	Chr6	105471401	105476711	Zm00001d036999	Chr6	108654470	108658738	Zm00001eb277650	chr6	115623726	115631335													
cl98_-1	47.70		GRMZM2G141325	Chr6	105509799	105511254	Zm00001d037000	Chr6	108693909	108695080	Zm00001eb277660	chr6	115665133	115666316													
Zm00001eb277710	47.82		GRMZM2G403076	Chr6	105602587	105605237	Zm00001d037005	Chr6	108815418	108816992	Zm00001eb277710	chr6	115786544	115788379													
rz476d	47.83																										
LOC103629837	47.88		GRMZM2G403029	Chr6	105605545	105611208	Zm00001d037006	Chr6	108817945	108828900	Zm00001eb277740	chr6	115796342	115799425													
Zm00001eb277780	47.98		GRMZM2G348846	Chr6	105706443	105708647	Zm00001d037009	Chr6	108903771	108928531	Zm00001eb277780	chr6	115874914	115876775													
bak3	48.00		GRMZM2G043350	Chr6	105759930	105767247	Zm00001d037010	Chr6	108958027	108965515	Zm00001eb277790	chr6	115929355	115936928													
npi223a	49.08																										
pgl39	49.48		GRMZM2G386171	Chr6	105805413	105806555	Zm00001d037013	Chr6	109004652	109005645	Zm00001eb277810	chr6	115975887	115976973													
glk33	49.50		AC219020.4_FG002	Chr6	105920220	105922516	Zm00001d037015	Chr6	109124594	109127083	Zm00001eb277820	chr6	116096016	116098899													
caat7	49.52		GRMZM2G404888	Chr6	106052643	106054936	Zm00001d037017	Chr6	109255100	109256890	Zm00001eb277830	chr6	116225707	116228509													
umc1105	49.75		GRMZM2G041258	Chr6	106122731	106123620	Zm00001d037018	Chr6	109291682	109292167	Zm00001eb277840	chr6	116262959	116264480													
LOC100193666	49.78		GRMZM2G148460	Chr6	106235418	106238190	Zm00001d037024	Chr6	109437574	109438536	Zm00001eb277860	chr6	116407366	116414113													
pco062823a	49.80		GRMZM2G070378	Chr6	106263835	106325390	Zm00001d037026	Chr6	109469447	109475875	Zm00001eb277870	chr6	116439818	116447216													
IDP7780	49.82		GRMZM2G071638	Chr6	106344609	106349816	Zm00001d037028	Chr6	109547895	109553139	Zm00001eb277880	chr6	116519349	116524755													
nactf116	50.00		GRMZM2G041746	Chr6	106419729	106421601	Zm00001d037029	Chr6	109567045	109568953	Zm00001eb277900	chr6	116537200	116540562													
tbl34	50.02		GRMZM2G404081	Chr6	106593725	106595619	Zm00001d037032	Chr6	109729598	109731212	Zm00001eb277910	chr6	116700869	116702963													
cngc2	50.28		GRMZM2G169788	Chr6	106711519	106714288	Zm00001d037035	Chr6	109824433	109840047	Zm00001eb277950	chr6	116795838	116811556													
ppr346	50.30		GRMZM2G129783	Chr6	106637763	106640842	Zm00001d037036	Chr6	109841574	109844183	Zm00001eb277960	chr6	116812972	116815887													
traf11	50.80		GRMZM2G038691	Chr6	110462651	110467645	Zm00001d037051	Chr6	110497827	110502466	Zm00001eb278060	chr6	117469333	117474046													
IDP7248	50.82		GRMZM2G156517	Chr6	110559559	110562813	Zm00001d037052	Chr6	110619969	110628366	Zm00001eb278070	chr6	117591468	117594643													
wrky13	51.00		GRMZM2G156529	Chr6	110609946	110610865	Zm00001d037054	Chr6	110670329	110671228	Zm00001eb278090	chr6	117642126	117642964													
cl3641_1a	51.04		GRMZM6G792203	Chr6	106633711	106634458	Zm00001d037056	Chr6	110796590	110798766	Zm00001eb278110	chr6	117767310	117770385													
aaap47	51.06		GRMZM2G134888	Chr6	110751130	110757381	Zm00001d037057	Chr6	110845121	110851267	Zm00001eb278120	chr6	117816636	117822978													
cdk6	51.08		GRMZM2G009703	Chr6	110781195	110785751	Zm00001d037058	Chr6	110874145	110878663	Zm00001eb278130	chr6	117845737	117850307													
AY109804	51.10		GRMZM2G412611	Chr6	110869873	110881843	Zm00001d037059	Chr6	110970400	110982871	Zm00001eb278140	chr6	117942028	117954485													
dnaj150	51.12		GRMZM2G125072	Chr6	110882163	110883753	Zm00001d037060	Chr6	110983102	110984867	Zm00001eb278150	chr6	117954786	117956372													
prx36	51.14		GRMZM2G012263	Chr6	110957379	110959063	Zm00001d037061	Chr6	111052880	111054567	Zm00001eb278160	chr6	118024492	118026184													
LOC100303801	51.18		GRMZM2G161244	Chr6	110994146	110995780					Zm00001eb278180	chr6	118067446	118074041													
perk17	51.24		GRMZM2G442215	Chr6	111192851	111196091	Zm00001d037066	Chr6	111296289	111300781	Zm00001eb278210	chr6	118267915	118272422													
ppr347	51.27		GRMZM2G442244	Chr6	111228373	111232404	Zm00001d037069	Chr6	111332789	111336253	Zm00001eb278240	chr6	118301735	118307908													
hct3	51.30		GRMZM2G127251	Chr6	107006046	107007725	Zm00001d037073	Chr6	111482487	111483803	Zm00001eb278280	chr6	118453897	118455522													
glpx1	51.40		GRMZM2G012479	Chr6	107130613	107135639	Zm00001d037079	Chr6	111618610	111623602	Zm00001eb278300	chr6	118569030	118574060													
zim25	51.50		GRMZM2G314145	Chr6	107168442	107169441	Zm00001d037082	Chr6	111656645	111659015	Zm00001eb278320	chr6	118607101	118607874													
Zm00001d037084	51.54		GRMZM2G154892	Chr6	107207576	107220817	Zm00001d037084	Chr6	111695535	111708346	Zm00001eb278340	chr6	118645895	118659442													
phd16	51.70		GRMZM2G168249	Chr6	107265910	107274437	Zm00001d037086	Chr6	111753580	111762127	Zm00001eb278360	chr6	118703807	118713062													
Zm00001d037087	51.72		GRMZM2G168274	Chr6	107274806	107276289	Zm00001d037087	Chr6	111762433	111763755	Zm00001eb278370	chr6	118712386	118714507													
LOC100217090	51.98		GRMZM2G126055	Chr6	107348906	107350860	Zm00001d037091	Chr6	111833522	111835548	Zm00001eb278390	chr6	118784002	118786002													
tps26	52.00		GRMZM2G030583	Chr6	107478552	107483274	Zm00001d037092	Chr6	111878360	111883069	Zm00001eb278400	chr6	118828823	118837713													
IDP7601	52.06		GRMZM2G116919	Chr6	107533906	107539474	Zm00001d037096	Chr6	112019369	112024849	Zm00001eb278450	chr6	118969757	118975372													
bhlh5	52.10		GRMZM2G116785	Chr6	107553355	107556923	Zm00001d037098	Chr6	112038762	112044232	Zm00001eb278470	chr6	118988943	118994839													
cl36665_1a	52.12		GRMZM2G085530	Chr6	107637238	107647467	Zm00001d037099	Chr6	112114923	112125143	Zm00001eb278480	chr6	119065781	119076045													
impb22	52.18		GRMZM5G869993	Chr6	107810623	107816808	Zm00001d037100	Chr6	112267718	112290870	Zm00001eb278500	chr6	119227861	119251825													
prdx6	52.20		GRMZM2G012276	Chr6	107906324	107907897	Zm00001d037103	Chr6	112380521	112382016	Zm00001eb278510	chr6	119340638	119342232													
NP_001296807.1	52.24		GRMZM5G856338	Chr6	107908153	107911251	Zm00001d037104	Chr6	112382299	112385515	Zm00001eb278530	chr6	119342486	119345689													
cl2801_1a	52.58		GRMZM2G135498	Chr6	107993578	107997950	Zm00001d037108	Chr6	112471489	112475753	Zm00001eb278580	chr6	119431714	119436010													
LOC100281580	52.60		GRMZM2G392700	Chr6	108054334	108059074	Zm00001d037109	Chr6	112504977	112510057	Zm00001eb278590	chr6	119464685	119470350													
LOC100280504	52.62		GRMZM2G120371	Chr6	108228649	108233937	Zm00001d037110	Chr6	112655073	112660532	Zm00001eb278600	chr6	119615212	119620925													
Zm00001d037111	52.64		GRMZM2G073150	Chr6	108241675	108242722	Zm00001d037111	Chr6	112668246	112668674	Zm00001eb278610	chr6	119628270	119629346													
Zm00001d037112	52.66		GRMZM2G373435	Chr6	108246772	108249074	Zm00001d037112	Chr6	112673294	112675545	Zm00001eb278620	chr6	119633589	119635650													
er2	52.70		GRMZM5G809695	Chr6	108369697	108377055	Zm00001d037114	Chr6	112856874	112864407	Zm00001eb278640	chr6	119817633	119825053													
cl15989_1	52.72		GRMZM2G701058	Chr6	108424969	108438288	Zm00001d037115	Chr6	112916637	112925689	Zm00001eb278650	chr6	119877269	119886680													
grftf11	52.86		GRMZM5G850129	Chr6	108478031	108479906	Zm00001d037117	Chr6	112965440	112967072	Zm00001eb278670	chr6	119925801	119927832													
pl1	52.88		GRMZM2G701063	Chr6	108491299	108492380	Zm00001d037118	Chr6	112978409	112979673	Zm00001eb278680	chr6	119938912	119940552													
Zm00001d037119	52.89		AY530952.1_FG002	Chr6	108496294	108500515	Zm00001d037119	Chr6	112983456	112988589	Zm00001eb278690	chr6	119944624	119946511													
msl6	52.90		AY530952.1_FG001	Chr6	108515235	108519104	Zm00001d037120	Chr6	113001513	113006425	Zm00001eb278700	chr6	119962144	119967238													
Zm00001d037125	52.98		GRMZM2G118309	Chr6	108842116	108850165	Zm00001d037125	Chr6	113332015	113340752	Zm00001eb278770	chr6	120293526	120301428													
T5-6a(6)	53.00																										
mads50	53.00		GRMZM2G038878	Chr6	108882764	108883558	Zm00001d037126	Chr6	113374115	113374909	Zm00001eb278780	chr6	120334944	120335738													
ebe2	53.01		GRMZM2G167733	Chr6	109030239	109033033	Zm00001d037133	Chr6	113546755	113548492	Zm00001eb278810	chr6	120507366	120510240													
GRMZM2G004276	53.46		GRMZM2G004276	Chr6	109226494	109233367	Zm00001d037139	Chr6	113727429	113734809	Zm00001eb278860	chr6	120691708	120695059													
hb10	53.50		GRMZM2G004334	Chr6	109244071	109247202	Zm00001d037140	Chr6	113744465	113748815	Zm00001eb278870	chr6	120705332	120709683													
gta105	53.54		GRMZM2G171488	Chr6	109264696	109274470	Zm00001d037142	Chr6	113765593	113776411	Zm00001eb278890	chr6	120726441	120737326													
TIDP2772	53.80		GRMZM2G134389	Chr6	109455098	109459707	Zm00001d037150	Chr6	113956790	113961796	Zm00001eb278930	chr6	120917710	120922241													
l11	54.00																										
pco076488	54.16		GRMZM2G330024	Chr6	109565310	109578940	Zm00001d037156	Chr6	114067691	114081566	Zm00001eb278990	chr6	121028625	121042322													
gbptf10	54.20		GRMZM2G008558	Chr6	109773723	109788339	Zm00001d037158	Chr6	114233341	114234231	Zm00001eb279010	chr6	121194504	121209217													
Zm00001d037159	54.22		GRMZM2G008456	Chr6	109765782	109768223	Zm00001d037159	Chr6	114253255	114255827	Zm00001eb279020	chr6	121214483	121217543													
IDP8090	54.24		GRMZM2G108537	Chr6	109709746	109712076	Zm00001d037160	Chr6	114309734	114312011	Zm00001eb279030	chr6	121271078	121273371													
acy1	54.28		GRMZM2G135970	Chr6	110053043	110055225	Zm00001d037164	Chr6	114576817	114579035	Zm00001eb279070	chr6	121523595	121525770													
ereb27	54.30		GRMZM2G084264	Chr6	110073119	110074320	Zm00001d037165	Chr6	114596733	114597452	Zm00001eb279090	chr6	121543238	121544567													
bzip125	54.40		GRMZM2G008166	Chr6	111882466	111885951	Zm00001d037170	Chr6	114741698	114745764	Zm00001eb279120	chr6	121688317	121692770													
LOC100283864	54.88		GRMZM2G111421	Chr6	111744654	111746082	Zm00001d037180	Chr6	114877169	114878146	Zm00001eb279190	chr6	121823724	121825064													
Zm00001d037181	54.90		GRMZM2G111394	Chr6	111732064	111733707	Zm00001d037181	Chr6	114889409	114890914																	
opr3	55.00		GRMZM2G156712	Chr6	111640645	111642331	Zm00001d037182	Chr6	114979500	114981186	Zm00001eb279210	chr6	121926296	121927981													
ring387	55.07		GRMZM2G329195	Chr6	111412333	111413666	Zm00001d037192	Chr6	115204635	115205900	Zm00001eb279270	chr6	122150815	122152832													
csu95d	55.14						Zm00001d037200	Chr6	115545790	115550738	Zm00001eb279340	chr6	122492565	122497595													
emp601	55.16		GRMZM2G000674	Chr6	111944543	111947182	Zm00001d037203	Chr6	115605845	115608609	Zm00001eb279350	chr6	122552784	122555422													
Zm00001d037204	55.18		GRMZM2G008196	Chr6	112078107	112079388	Zm00001d037204	Chr6	115742129	115743112	Zm00001eb279360	chr6	122688552	122690192													
IDP8170	55.20		GRMZM2G008353	Chr6	112098026	112099381	Zm00001d037205	Chr6	115761948	115762958	Zm00001eb279370	chr6	122708564	122709923													
LOC103629923	55.22		GRMZM2G118657	Chr6	112149598	112151510	Zm00001d037207	Chr6	115815843	115817364	Zm00001eb279380	chr6	122762448	122764350													
Zm00001d037209	55.48		GRMZM2G073700	Chr6	112182097	112186481	Zm00001d037209	Chr6	115848018	115852402	Zm00001eb279420	chr6	122794410	122799581													
anx1	55.50		GRMZM2G064993	Chr6	112316067	112319639	Zm00001d037211	Chr6	115981077	115984636	Zm00001eb279430	chr6	122927802	122931411													
mads38	55.70		GRMZM2G334225	Chr6	112393075	112399500	Zm00001d037212	Chr6	116059964	116066361	Zm00001eb279440	chr6	123006512	123013224													
arm33	55.72		GRMZM2G553687	Chr6	112447250	112459445	Zm00001d037214	Chr6	116113744	116127172	Zm00001eb279480	chr6	123063209	123070086													
Zm00001eb279490	55.73		GRMZM2G067373	Chr6	112528005	112538912	Zm00001d037215	Chr6	116217062	116229724	Zm00001eb279490	chr6	123163329	123176005													
LOC100382065	55.74		GRMZM2G067361	Chr6	112545401	112546980	Zm00001d037216	Chr6	116234553	116236043	Zm00001eb279510	chr6	123180906	123182259													
mmp238	55.76		GRMZM2G383680	Chr6	112612915	112614511	Zm00001d037218	Chr6	116315237	116316523	Zm00001eb279550	chr6	123248042	123249923													
gpm555	55.78		GRMZM2G047860	Chr6	112690850	112696071	Zm00001d037220	Chr6	116364586	116369760	Zm00001eb279570	chr6	123297646	123302844													
