MaizeGDB: Details of Map Genetic 3
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
px19	58.97		GRMZM2G107228	Chr3	59327338	59329683	Zm00001d040705	Chr3	59360005	59362184	Zm00001eb131000	chr3	59884545	59886710									
acr11	58.99		GRMZM2G314697	Chr3	59475699	59476995	Zm00001d040706	Chr3	59442086	59443660													
rz244b(dia)	59.14		GRMZM2G462140	Chr3	59845170	59852663	Zm00001d040721	Chr3	59860481	59869531	Zm00001eb131070	chr3	60384979	60394165									
Zm00001d040724	59.16		GRMZM2G160958	Chr3	60014704	60028575	Zm00001d040724	Chr3	60048141	60062020	Zm00001eb131080	chr3	60572633	60586540									
pgl11	59.25		GRMZM2G467435	Chr3	60253834	60256583	Zm00001d040725	Chr3	60285344	60288098	Zm00001eb131090	chr3	60809615	60812630									
LOC100194020	59.27		GRMZM2G165746	Chr3	60256749	60262127	Zm00001d040726	Chr3	60288264	60293502	Zm00001eb131100	chr3	60812683	60818190									
GRMZM2G165788	59.30		GRMZM2G165788	Chr3	60307017	60311067	Zm00001d040728	Chr3	60340516	60341581	Zm00001eb131110	chr3	60864244	60870049									
IDP8416	59.32		GRMZM2G117030	Chr3	60531549	60535214	Zm00001d040730	Chr3	60566359	60577844	Zm00001eb131130	chr3	61090413	61094853									
IDP7212	59.34		GRMZM2G074517	Chr3	60573054	60576650	Zm00001d040731	Chr3	60610220	60613780	Zm00001eb131140	chr3	61134848	61138119									
IDP7208	59.35		GRMZM2G174975	Chr3	60644881	60648384	Zm00001d040733	Chr3	60679832	60682468	Zm00001eb131150	chr3	61204456	61207094									
IDP7433	59.36		GRMZM5G800558	Chr3	60695754	60696775	Zm00001d040734	Chr3	60728812	60733163	Zm00001eb131160	chr3	61253423	61257839									
mmp29	59.37																						
invan10	59.38		GRMZM2G084694	Chr3	60780097	60783964	Zm00001d040735	Chr3	60817984	60822374	Zm00001eb131170	chr3	61343156	61347003									
ga2ox5	59.42		GRMZM2G176963	Chr3	60943471	60951573	Zm00001d040737	Chr3	60952847	60960982	Zm00001eb131180	chr3	61477253	61485623									
si687044h06	59.90		GRMZM2G123815	Chr3	61241672	61244969	Zm00001d040741	Chr3	61277845	61281064	Zm00001eb131190	chr3	61802375	61805791									
nbs16	59.92		GRMZM2G091088	Chr3	61341905	61344669	Zm00001d040743	Chr3	61373603	61380589	Zm00001eb131200	chr3	61902414	61905310									
T3-9(8447)(3)	60.00																						
TB-3Sb(3)	60.00																						
sar1	60.07		GRMZM2G038356	Chr3	63530359	63532921	Zm00001d040752	Chr3	63579469	63581973	Zm00001eb131280	chr3	64104363	64106765									
IDP5054a	60.10		GRMZM2G437490	Chr3	63695677	63698880	Zm00001d040755	Chr3	63750504	63753717	Zm00001eb131290	chr3	64275717	64278595									
LOC100282526	60.14		GRMZM2G081012	Chr3	63781292	63784373	Zm00001d040757	Chr3	63809562	63812638	Zm00001eb131310	chr3	64334648	64337539									
IDP8387	60.30		GRMZM5G864903	Chr3	64281601	64283542	Zm00001d040764	Chr3	64374083	64376249	Zm00001eb131350	chr3	64877326	64879540									
pdi6	60.32		GRMZM2G128171	Chr3	64460450	64464396	Zm00001d040766	Chr3	64552842	64556161	Zm00001eb131360	chr3	65056094	65059412									
LOC100382622	60.33						Zm00001d040768	Chr3	64615279	64626483	Zm00001eb131370	chr3	65118571	65129753									
aco7	60.34		GRMZM2G036131	Chr3	64520906	64526204	Zm00001d040769	Chr3	64639554	64644932	Zm00001eb131380	chr3	65146070	65146953									
pza02699	60.36		GRMZM2G137037	Chr3	64617231	64618409	Zm00001d040771	Chr3	64735775	64736904	Zm00001eb131390	chr3	65238970	65240246									
csu212b	60.38		GRMZM2G017809	Chr3	64705578	64706318	Zm00001d040773	Chr3	64817879	64818616	Zm00001eb131400	chr3	65321125	65321841									
gata27	60.41		GRMZM2G052616	Chr3	64821137	64823713	Zm00001d040775	Chr3	64946021	64948546	Zm00001eb131420	chr3	65437301	65439479									
GRMZM2G037209	60.45		GRMZM2G037209	Chr3	65286773	65289071	Zm00001d040780	Chr3	65423933	65426147	Zm00001eb131440	chr3	65905977	65908091									
aasr8	60.64		GRMZM2G314075	Chr3	65665421	65666059	Zm00001d040785	Chr3	65868063	65868371	Zm00001eb131480	chr3	66350371	66350679									
aasr9	60.65		GRMZM2G383699	Chr3	65739867	65740452	Zm00001d040787	Chr3	65889207	65889515	Zm00001eb131500	chr3	66371398	66372066									
aasr7	60.65		GRMZM2G014797	Chr3	65662114	65662673	Zm00001d040786	Chr3	65871460	65871780	Zm00001eb131490	chr3	66353651	66354384									
Zm00001d040788	60.67		GRMZM5G885285	Chr3	65831941	65835375	Zm00001d040788	Chr3	65988895	65991327	Zm00001eb131510	chr3	66466193	66473867									
rfri3	60.68		GRMZM6G738201	Chr3	76403107	76406921	Zm00001d040789	Chr3	66020807	66026623	Zm00001eb131520	chr3	66503033	66509015									
dnaJ35	60.70		GRMZM2G088727	Chr3	66110935	66119036	Zm00001d040795	Chr3	66300601	66309143	Zm00001eb131530	chr3	66779762	66787897									
esdl1	60.78		GRMZM2G088653	Chr3	66185670	66189796	Zm00001d040796	Chr3	66375799	66379752	Zm00001eb131540	chr3	66854506	66858602									
XLOC_029790	60.79		GRMZM2G528319	Chr3	66240870	66241150	Zm00001d000545	Chr3	66442876	66445660													
tdpk1	60.80		GRMZM2G055458	Chr3	66270831	66282839	Zm00001d040798	Chr3	66473780	66485780	Zm00001eb131550	chr3	66952614	66964635									
pex4	60.84						Zm00001d040802	Chr3	66808174	66809532	Zm00001eb131570	chr3	67286831	67288562									
ralf16	60.89		GRMZM2G095039	Chr3	66708276	66709353	Zm00001d040803	Chr3	66922907	66923248	Zm00001eb131590	chr3	67401774	67402115									
Zm00001d040804	60.91		GRMZM2G383154	Chr3	66731490	66735176	Zm00001d040804	Chr3	66959532	66964277	Zm00001eb131600	chr3	67437748	67443136									
rboh10	60.95		GRMZM2G034896	Chr3	66861925	66866397	Zm00001d040805	Chr3	67066176	67071878	Zm00001eb131620	chr3	67545006	67550838									
caspl13	60.97		GRMZM2G104639	Chr3	66947062	66952975	Zm00001d040807	Chr3	67151874	67157763	Zm00001eb131630	chr3	67630722	67636721									
ipt7	61.03		GRMZM2G436770	Chr3	67172553	67173644	Zm00001d040810	Chr3	67403313	67404371	Zm00001eb131660	chr3	67863267	67864159									
AY110297	61.18		GRMZM2G031568	Chr3	67694182	67699591	Zm00001d040818	Chr3	67922595	67928066	Zm00001eb131690	chr3	68382365	68388007									
LOC118476668	61.21		GRMZM2G164542	Chr3	67891308	67892254	Zm00001d040826	Chr3	68119804	68120244													
AY106948	61.27		GRMZM2G156251	Chr3	68051300	68060406	Zm00001d040829	Chr3	68286049	68295110	Zm00001eb131770	chr3	68746016	68755105									
IDP8142	61.28		GRMZM2G156333	Chr3	68061318	68065936	Zm00001d040830	Chr3	68299131	68300672	Zm00001eb131780	chr3	68757721	68760714									
chr126b	61.30		GRMZM2G015277	Chr3	68361130	68362391	Zm00001d040831	Chr3	68533978	68545245	Zm00001eb131790	chr3	68994376	69005332									
LOC100193082	61.64		GRMZM2G132222	Chr3	68602879	68605262	Zm00001d040834	Chr3	68850848	68852784	Zm00001eb131820	chr3	69311063	69312089									
grx6	61.66		GRMZM2G110286	Chr3	68754991	68755502	Zm00001d040836	Chr3	69002490	69002801	Zm00001eb131830	chr3	69462588	69462899									
grx7	61.68		GRMZM2G052796	Chr3	69207654	69208356	Zm00001d040837	Chr3	69485812	69486249	Zm00001eb131840	chr3	69923241	69923932									
cdlb4	61.70		GRMZM2G160113	Chr3	69379611	69380680	Zm00001d040838	Chr3	69660612	69661469	Zm00001eb131850	chr3	70097908	70099177									
opr6	62.00		GRMZM2G068947	Chr3	69859514	69861831	Zm00001d040842	Chr3	70151471	70153788	Zm00001eb131870	chr3	70588889	70591236									
dnaj124	62.02						Zm00001d040846	Chr3	70935430	70938240	Zm00001eb131880	chr3	71361300	71364659									
cl40355_1	62.04		GRMZM2G314652	Chr3	71264150	71324656	Zm00001d040850	Chr3	71571869	71601459	Zm00001eb131900	chr3	71997543	72027575									
TIDP2773	62.06		GRMZM2G587231	Chr3	71647112	71650348																	
pzo1	62.14		GRMZM2G329952	Chr3	72943166	72946167	Zm00001d040864	Chr3	73203868	73290655	Zm00001eb131990	chr3	73603207	73690100									
cl38706_1	62.20		GRMZM2G701566	Chr3	73969849	73990226	Zm00001d040873	Chr3	74197008	74217788	Zm00001eb132020	chr3	74596487	74617363									
YP588408	62.26		GRMZM5G845063	Chr3	74666191	74667303	Zm00001d040880	Chr3	74906493	74908019													
prh73	62.30		GRMZM2G173734	Chr3	75140856	75143511	Zm00001d040883	Chr3	75383382	75399957	Zm00001eb132080	chr3	75762675	75779291									
nrg6	62.33		GRMZM2G178319	Chr3	77019435	77049486	Zm00001d040901	Chr3	77281572	77301205	Zm00001eb132150	chr3	77652770	77683216									
LOC118476799	62.34		GRMZM2G111407	Chr3	78272813	78275411	Zm00001d040911	Chr3	78500328	78502637	Zm00001eb132220	chr3	78883280	78884786									
LOC103652020	62.35		GRMZM2G125800	Chr3	78372978	78375582	Zm00001d040912	Chr3	78587316	78588344	Zm00001eb132230	chr3	78984752	78986314									
Zm00001d040920	62.37		GRMZM2G168959	Chr3	78972286	79001529	Zm00001d040920	Chr3	79222601	79256661	Zm00001eb132260	chr3	79602029	79636289									
pco071010	62.40		GRMZM2G027311	Chr3	80122344	80167497	Zm00001d040933	Chr3	80405320	80410199	Zm00001eb132300	chr3	80772660	80820269									
LOC100278891	62.41		GRMZM2G100321	Chr3	80527507	80530763	Zm00001d040937	Chr3	80851037	80855987	Zm00001eb132310	chr3	81179463	81223510									
dnaj125	62.42		GRMZM2G156033	Chr3	81049579	81088218	Zm00001d040941	Chr3	81369102	81382294	Zm00001eb132320	chr3	81735998	81748676									
tom5	62.43		GRMZM2G170302	Chr3	81424969	81428364	Zm00001d040947	Chr3	81710564	81722446	Zm00001eb132340	chr3	82078451	82079880									
cl16458_1	62.44		GRMZM2G154532	Chr3	82066121	82119699	Zm00001d040954	Chr3	82416424	82429112	Zm00001eb132380	chr3	82742420	82796248									
Zm00001d040958	62.45		GRMZM2G133039	Chr3	82741409	82743973	Zm00001d040958	Chr3	83071425	83074361	Zm00001eb132400	chr3	83427097	83429230									
GRMZM2G081380	62.46		GRMZM2G081380	Chr3	83055458	83082321	Zm00001d040960	Chr3	83471507	83498515	Zm00001eb132450	chr3	83813928	83840797									
LOC103650242	62.46		GRMZM2G108527	Chr3	83703300	83704486																	
pgl110	62.47		GRMZM2G112579	Chr3	84917331	84919242	Zm00001d040965	Chr3	85292411	85294313	Zm00001eb132550	chr3	85664683	85666682									
rboh6	62.48		GRMZM2G401179	Chr3	101051680	101055533	Zm00001d040974	Chr3	87047940	87052486	Zm00001eb132620	chr3	88409735	88414391									
gb1	62.49		GRMZM2G062531	Chr3	101750341	101752385	Zm00001d040979	Chr3	87676828	87677700	Zm00001eb132640	chr3	89037333	89039674									
rdr6	62.50		GRMZM2G145201	Chr3	102532883	102536036	Zm00001d040988	Chr3	88431308	88434145	Zm00001eb132680	chr3	89762557	89796331									
cdpk45	62.58		GRMZM2G353957	Chr3	103186921	103189726	Zm00001d040996	Chr3	89082044	89084928	Zm00001eb132720	chr3	90444151	90447025									
umc1968	62.60																						
aaap15	62.70		GRMZM2G125832	Chr3	103813359	103816991	Zm00001d041004	Chr3	89704604	89708058	Zm00001eb132750	chr3	91031177	91034784									
sdg10	62.76		GRMZM2G416913	Chr3	103829944	103832043	Zm00001d041005	Chr3	89725408	89727507	Zm00001eb132780	chr3	91052071	91054170									
miR166l	62.80		zma-MIR166l	Chr3	105560341	105560477	zma-MIR166l	Chr3	91435335	91435471													
LOC103652102	62.82		GRMZM2G005516	Chr3	106115549	106117042	Zm00001d041031	Chr3	92008125	92008459	Zm00001eb132870	chr3	93332587	93333329									
ubp15	62.82		GRMZM2G014805	Chr3	106351200	106368030	Zm00001d041035	Chr3	92247530	92264499	Zm00001eb132880	chr3	93572280	93589183									
zim42	62.83						Zm00001d041045	Chr3	92630179	92630799	Zm00001eb132920	chr3	93955096	93955716									
zim52	62.83		GRMZM2G306006	Chr3	106681698	106687220	Zm00001d041044	Chr3	92625905	92626142	Zm00001eb132910	chr3	93950715	93954948									
arftf8	63.00		GRMZM2G352159	Chr3	107585492	107591866	Zm00001d041056	Chr3	93516867	93523481	Zm00001eb133000	chr3	94801561	94808087									
IDP6623	63.01		GRMZM2G149330	Chr3	108441573	108466548	Zm00001d041065	Chr3	94352255	94352482	Zm00001eb133070	chr3	95582181	95611083									
sweet13c	63.02		GRMZM2G179349	Chr3	108721006	108722375	Zm00001d041067	Chr3	94632377	94634331	Zm00001eb133100	chr3	95886707	95888621									
LOC100283572	63.04		GRMZM2G319465	Chr3	108851824	108889903	Zm00001d041069	Chr3	94744009	94744639	Zm00001eb133110	chr3	95998349	96065324									
GRMZM2G009464	63.07		GRMZM2G009464	Chr3	109188954	109192744	Zm00001d041072	Chr3	95099503	95103250	Zm00001eb133140	chr3	96353827	96357619									
ks4	63.10		AC214360.3_FG001	Chr3	110200299	110204076	Zm00001d041082	Chr3	96077271	96081198	Zm00001eb133200	chr3	97317769	97321767									
figl1	63.11		GRMZM5G874082	Chr3	110233760	110265556	Zm00001d041083	Chr3	96133441	96171332	Zm00001eb133210	chr3	97373742	97406071									
LOC109944826	63.12		GRMZM2G343974	Chr3	110270681	110272255	Zm00001d041084	Chr3	96170700	96171930	Zm00001eb133240	chr3	97412284	97412656									
Zm00001eb133230	63.12		GRMZM2G044499	Chr3	110271544	110272891	Zm00001d041083	Chr3	96133441	96171332	Zm00001eb133230	chr3	97411348	97411749									
LOC103652111	63.13		GRMZM2G120943	Chr3	110476258	110479869	Zm00001d041086	Chr3	96374135	96377733	Zm00001eb133260	chr3	97614865	97618463									
LOC103652113	63.14		GRMZM2G421029	Chr3	110530298	110532741	Zm00001d041087	Chr3	96428158	96432932	Zm00001eb133270	chr3	97668889	97672133									
wpra2	63.15		AC225185.3_FG004	Chr3	110685039	110688543	Zm00001d041088	Chr3	96602269	96606539	Zm00001eb133280	chr3	97842987	97847277									
mkk3	63.20		GRMZM2G004468	Chr3	111072317	111097476	Zm00001d041092	Chr3	96989702	97015813	Zm00001eb133330	chr3	98230587	98256671									
pub14	63.22		GRMZM2G033521	Chr3	111358900	111362933	Zm00001d041098	Chr3	97280292	97285444	Zm00001eb133350	chr3	98521165	98526317									
upl3	63.26		GRMZM2G411536	Chr3	111568547	111585899	Zm00001d041105	Chr3	97492098	97509622	Zm00001eb133420	chr3	98733038	98750352									
Zm00001d041107	63.28						Zm00001d041107	Chr3	97598594	97599321													
IDP319	63.30		GRMZM2G135322	Chr3	111858445	111882525	Zm00001d041108	Chr3	97773979	97798160	Zm00001eb133430	chr3	99015105	99039167									
ys3	63.40		GRMZM2G063306	Chr3	112059631	112065432	Zm00001d041111	Chr3	97974955	97982185	Zm00001eb133440	chr3	99216253	99223276									
Zm00001d041112	63.42		GRMZM2G086882	Chr3	112215981	112224895	Zm00001d041112	Chr3	98130861	98139735	Zm00001eb133450	chr3	99372009	99380889									
LOC103650436	63.45		GRMZM2G453617	Chr3	112774169	112775192	Zm00001d041119	Chr3	98749658	98758321	Zm00001eb133480	chr3	99949226	99957992									
Zm00001d041124	63.47		GRMZM2G369203	Chr3	113083985	113094685	Zm00001d041124	Chr3	99054552	99065304	Zm00001eb133500	chr3	100254133	100264951									
cent3	63.50																						
csu434	63.50		GRMZM6G577626	Chr3	99515651	99534974	Zm00001d041135	Chr3	99559401	99559856	Zm00001eb133570	chr3	100731065	100759564									
bzip3	63.50		GRMZM2G074373	Chr3	98816200	98821699	Zm00001d041142	Chr3	100232730	100240533	Zm00001eb133640	chr3	101432316	101440325									
Zm00001d041138	63.50		GRMZM5G823484	Chr3	99237949	99253761	Zm00001d041138	Chr3	99796959	99830105	Zm00001eb133590	chr3	100996314	101038978									
IDP6945	63.52		GRMZM2G140874	Chr3	98719548	98721927	Zm00001d041148	Chr3	100335184	100337063	Zm00001eb133680	chr3	101536091	101536747									
IDP876	63.53		GRMZM2G067223	Chr3	98526574	98527541	Zm00001d041154	Chr3	100564945	100565897	Zm00001eb133700	chr3	101764613	101765764									
voz3	63.55		GRMZM2G094081	Chr3	98456978	98457972	Zm00001d041158	Chr3	100617229	100618272	Zm00001eb133730	chr3	101816910	101818079									
nlp16	63.60		GRMZM2G004663	Chr3	98208303	98218330	Zm00001d041160	Chr3	100860278	100861343	Zm00001eb133740	chr3	102059813	102070069									
npf31	63.60		GRMZM2G055545	Chr3	98023171	98025858	Zm00001d041163	Chr3	101065731	101068219	Zm00001eb133760	chr3	102251224	102254014									
Zm00001d041164	63.60		GRMZM2G072712	Chr3	98004187	98006770	Zm00001d041164	Chr3	101085014	101087630													
cdpk47	63.61		GRMZM2G097533	Chr3	97794427	97797368	Zm00001d041165	Chr3	101289527	101292306	Zm00001eb133780	chr3	102475208	102478134									
glu6	63.61		GRMZM2G120962	Chr3	97027924	97032479	Zm00001d041173	Chr3	102052605	102057121	Zm00001eb133810	chr3	103238377	103243087									
glu7	63.61		GRMZM2G426467	Chr3	97315287	97319057	Zm00001d041168	Chr3	101765199	101769211	Zm00001eb133800	chr3	102950874	102954974									
miR169m	63.62		zma-MIR169m	Chr3	96718768	96718868	zma-MIR169m	Chr3	102365461	102365561													
miR169t	63.62																						
miR169u	63.62																						
si486042a10	63.63		GRMZM2G047042	Chr3	96235627	96252210	Zm00001d041179	Chr3	102862285	102878926	Zm00001eb133840	chr3	104016123	104032857									
cl19555_1b	63.64		GRMZM2G147811	Chr3	95873973	95885088	Zm00001d041183	Chr3	103246216	103257481	Zm00001eb133880	chr3	104403407	104411408									
phd49	63.64		GRMZM2G377079	Chr3	96134844	96137263	Zm00001d041180	Chr3	102996073	102998771	Zm00001eb133860	chr3	104149968	104152766									
AY110151	63.65		GRMZM2G017835	Chr3	95281802	95287312	Zm00001d041186	Chr3	103858898	103868467	Zm00001eb133900	chr3	105017122	105022632									
sut2	63.68		GRMZM2G307561	Chr3	94809651	94815766	Zm00001d041192	Chr3	104338411	104343309	Zm00001eb133930	chr3	105501727	105507931									
chx4	63.69		GRMZM2G457523	Chr3	94151198	94153726	Zm00001d041198	Chr3	105028259	105030854	Zm00001eb133960	chr3	106192714	106195747									
cyp79	63.69		GRMZM2G147119	Chr3	94012864	94013958	Zm00001d041199	Chr3	105169280	105170167	Zm00001eb133980	chr3	106334112	106335004									
lox12	63.70		GRMZM2G106748	Chr3	93841905	93845764	Zm00001d041204	Chr3	105356377	105359732	Zm00001eb134020	chr3	106505296	106508629									
lbd18	63.71		AC218973.3_FG003	Chr3	93840474	93841301	Zm00001d041205	Chr3	105360314	105361141	Zm00001eb134030	chr3	106509221	106510048									
IDP817	63.80																						
mha12	63.90		GRMZM2G035520	Chr3	93429123	93435133	Zm00001d041214	Chr3	105721654	105727958	Zm00001eb134090	chr3	106870646	106876953									
uce6	64.00		GRMZM2G018447	Chr3	93201404	93219385	Zm00001d041216	Chr3	105946908	105964472	Zm00001eb134110	chr3	107095920	107113641									
AY111333	64.10		GRMZM2G018793	Chr3	93198079	93199928	Zm00001d041217	Chr3	105966468	105968206	Zm00001eb134120	chr3	107115464	107117211									
elo3	64.30		GRMZM2G133793	Chr3	93102798	93103987	Zm00001d041220	Chr3	106078570	106079511	Zm00001eb134130	chr3	107227113	107228715									
gtf16	64.32		GRMZM2G110395	Chr3	92994575	92996356	Zm00001d041221	Chr3	106171262	106172646	Zm00001eb134140	chr3	107319828	107322274									
osca6	64.60		GRMZM2G163059	Chr3	92552434	92558350	Zm00001d041229	Chr3	106709675	106715943	Zm00001eb134200	chr3	107858636	107865281									
prp24	64.61		GRMZM2G163099	Chr3	92549646	92550546	Zm00001d041230	Chr3	106717834	106718637	Zm00001eb134210	chr3	107866807	107867645									
ctepr1	64.62		GRMZM2G080503	Chr3	92276172	92279783	Zm00001d041232	Chr3	106917387	106920828	Zm00001eb134240	chr3	108065966	108069968									
GRMZM2G328374	64.63		GRMZM2G328374	Chr3	91433249	91447681	Zm00001d041240	Chr3	107748274	107749105	Zm00001eb134320	chr3	108897881	108898860									
mdh13	64.70		GRMZM2G077415	Chr3	91369952	91373185	Zm00001d041243	Chr3	107817035	107822167	Zm00001eb134330	chr3	108966058	108971604									
grp8	64.72						Zm00001d041246	Chr3	108034638	108035490	Zm00001eb134340	chr3	109183681	109184831									
cl20358_1a	64.80		GRMZM2G046065	Chr3	90705304	90717948	Zm00001d041255	Chr3	108510230	108519488	Zm00001eb134390	chr3	109659386	109668803									
umc10a	64.85																						
IDP6785	64.88										Zm00001eb134430	chr3	110262927	110266581									
umc2264	64.89		GRMZM2G135664	Chr3	90039130	90040400					Zm00001eb134460	chr3	110288354	110296596									
ppr172	64.89		GRMZM2G435756	Chr3	90044803	90046786	Zm00001d041266	Chr3	109152384	109154435													
IDP4705	64.90		GRMZM2G135599	Chr3	90035264	90038781	Zm00001d041267	Chr3	109160420	109163574	Zm00001eb134470	chr3	110296420	110299540									
cl22047_1	65.00		GRMZM2G105368	Chr3	89944102	89947866	Zm00001d041268	Chr3	109251220	109254962	Zm00001eb134480	chr3	110387141	110390994									
php20558a	65.03																						
yab5	65.40		GRMZM2G116646	Chr3	89439022	89445313	Zm00001d041277	Chr3	109762671	109768864	Zm00001eb134520	chr3	110898396	110904944									
ubp16	65.42		GRMZM2G164418	Chr3	89049209	89058000	Zm00001d041280	Chr3	110162431	110171208	Zm00001eb134530	chr3	111298358	111307483									
Zm00001eb134550	65.46		GRMZM2G157249	Chr3	88843933	88845593					Zm00001eb134550	chr3	111514429	111518751									
mbd105	65.50		GRMZM2G476933	Chr3	88540265	88546003	Zm00001d041290	Chr3	110647125	110652889	Zm00001eb134600	chr3	111783142	111788891									
php20511	65.60		GRMZM2G456669	Chr3	88399948	88403516	Zm00001d041298	Chr3	110788361	110796970	Zm00001eb134650	chr3	111924126	111932993									
si687005f01a	65.68		GRMZM2G009593	Chr3	87809965	87820099	Zm00001d041307	Chr3	111414229	111424569	Zm00001eb134690	chr3	112526605	112536998									
kea3	65.70		GRMZM2G009715	Chr3	87793922	87799674	Zm00001d041308	Chr3	111434917	111440097	Zm00001eb134700	chr3	112547322	112553108									
Zm00001eb134710	65.72		AC197150.3_FG003	Chr3	87791576	87795120	Zm00001d041309	Chr3	111440781	111443015	Zm00001eb134710	chr3	112548922	112555549									
LOC103652041	65.98		GRMZM2G363503	Chr3	87508037	87512508	Zm00001d041315	Chr3	111763751	111768222	Zm00001eb134750	chr3	112861718	112863663									
