MaizeGDB: Details of Map Genetic 1
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
sro1	49.70		GRMZM2G122543	Chr1	29683943	29687582					Zm00001d028307	Chr1	29957661	29960895	Zm00001eb009570	chr1	29679851	29683545																	
ufg78	49.71																																		
drg5	49.71		GRMZM2G135877	Chr1	29789597	29791722					Zm00001d028311	Chr1	30090857	30092572	Zm00001eb009600	chr1	29812347	29815182																	
bhlh201	49.73		GRMZM2G317317	Chr1	29968536	29973130					Zm00001d028312	Chr1	30246573	30253035	Zm00001eb009610	chr1	29968954	29975857																	
zim22	49.75		GRMZM2G110131	Chr1	30037028	30039032					Zm00001d028313	Chr1	30342336	30344337	Zm00001eb009620	chr1	30064811	30066134																	
bhlh177	49.77		GRMZM5G896413	Chr1	30044810	30045462					Zm00001d028315	Chr1	30363759	30364166	Zm00001eb009630	chr1	30071174	30087174																	
umc2383a	49.80		GRMZM2G043584	Chr1	30258404	30262357					Zm00001d028317	Chr1	30517819	30521296	Zm00001eb009640	chr1	30240146	30243963																	
brs1	49.84		GRMZM2G065635	Chr1	30536285	30542652					Zm00001d028325	Chr1	30793737	30799897	Zm00001eb009730	chr1	30516098	30522343																	
Zm00001eb009750	49.85		GRMZM2G303712	Chr1	30612119	30613242									Zm00001eb009750	chr1	30635175	30635724																	
nhx17	49.86		GRMZM2G311165	Chr1	30750058	30751154					Zm00001d028330	Chr1	31041489	31049951	Zm00001eb009800	chr1	30738302	30742793																	
IDP2385	49.87		GRMZM2G012501	Chr1	30758125	30767310					Zm00001d028332	Chr1	31051822	31060753	Zm00001eb009810	chr1	30744669	30753561																	
TIDP3265	49.87		GRMZM2G012758	Chr1	30748091	30758101					Zm00001d028331	Chr1	31049530	31051714	Zm00001eb009780	chr1	30732639	30744568																	
LOC103655953	49.91		GRMZM2G525605	Chr1	30806029	30806515					Zm00001d028336	Chr1	31097278	31101111	Zm00001eb009840	chr1	30790634	30795684																	
perk9	49.92		GRMZM2G072292	Chr1	30807074	30809869					Zm00001d028337	Chr1	31103531	31114482	Zm00001eb009850	chr1	30796419	30799391																	
metp4	50.00		GRMZM2G118497	Chr1	31059858	31064691					Zm00001d028344	Chr1	31351458	31356305	Zm00001eb009890	chr1	31043758	31049005																	
LOC103633247	50.02		GRMZM2G116292	Chr1	31073182	31210660									Zm00001eb009900	chr1	31057410	31063737																	
Zm00001d028347	50.22		GRMZM2G116823	Chr1	31211428	31213045					Zm00001d028347	Chr1	31513628	31515158	Zm00001eb009930	chr1	31206107	31207875																	
prx8	50.24		GRMZM2G116846	Chr1	31246755	31249123					Zm00001d028348	Chr1	31548999	31551114	Zm00001eb009940	chr1	31241498	31243902																	
prx9	50.25		GRMZM2G116902	Chr1	31253764	31255618					Zm00001d028349	Chr1	31555841	31557666	Zm00001eb009950	chr1	31248543	31250380																	
lug16	50.26		GRMZM2G096877	Chr1	31378835	31383251					Zm00001d028352	Chr1	31683717	31688115	Zm00001eb009960	chr1	31376292	31380709																	
ptr13	50.28		GRMZM2G079889	Chr1	31431410	31436522					Zm00001d028354	Chr1	31745664	31750226	Zm00001eb009980	chr1	31438235	31442895																	
npf53	50.30		GRMZM2G167138	Chr1	31489514	31501763					Zm00001d028355	Chr1	31794590	31806747	Zm00001eb009990	chr1	31487118	31499471																	
cdo1387b(emp70)	50.38		GRMZM2G061096	Chr1	31743855	31748772					Zm00001d028359	Chr1	32043753	32048554	Zm00001eb010030	chr1	31736279	31741426																	
dmas1	50.60		GRMZM2G060952	Chr1	31749601	31752706					Zm00001d028360	Chr1	32049647	32052463	Zm00001eb010040	chr1	31742085	31745237																	
umc162b	51.00																																		
cchh25	51.20		GRMZM2G465595	Chr1	31769080	31772988					Zm00001d028361	Chr1	32068552	32072460	Zm00001eb010050	chr1	31760544	31765161																	
umc2561	51.21		GRMZM2G100714	Chr1	31862165	31867684					Zm00001d028363	Chr1	32145180	32150879	Zm00001eb010070	chr1	31837796	31843682																	
pap19	51.22		GRMZM2G152447	Chr1	32026510	32029277					Zm00001d028367	Chr1	32294525	32297240	Zm00001eb010130	chr1	31986778	31989589																	
Zm00001d028365	51.22		GRMZM2G152360	Chr1	31977310	31981818					Zm00001d028365	Chr1	32245893	32249856	Zm00001eb010100	chr1	31937888	31942327																	
pap20	51.24		GRMZM2G152477	Chr1	32056760	32059717					Zm00001d028368	Chr1	32324768	32327736	Zm00001eb010140	chr1	32017213	32020096																	
pco147635a	51.24		GRMZM2G152549	Chr1	32086642	32092386					Zm00001d028369	Chr1	32354777	32360308	Zm00001eb010150	chr1	32046737	32053530																	
lim122	51.25																																		
bzip115	51.25		GRMZM2G157177	Chr1	32163794	32172639					Zm00001d028372	Chr1	32433751	32442505	Zm00001eb010190	chr1	32126194	32134940																	
Zm00001eb010170	51.25		GRMZM2G157197	Chr1	32158359	32162092					Zm00001d028371	Chr1	32428519	32429178	Zm00001eb010170	chr1	32120738	32124492																	
toc35	51.26		GRMZM2G157157	Chr1	32202204	32208281					Zm00001d028373	Chr1	32472096	32478283	Zm00001eb010200	chr1	32164538	32170709																	
pub21	51.28		GRMZM2G055052	Chr1	32232066	32233807					Zm00001d028374	Chr1	32502433	32503776	Zm00001eb010210	chr1	32194614	32196435																	
mybr59	51.50		GRMZM2G104255	Chr1	32406853	32408278					Zm00001d028380	Chr1	32678385	32692019	Zm00001eb010270	chr1	32370766	32371609																	
LOC103633413	51.73		GRMZM5G868062	Chr1	32530092	32537476					Zm00001d028384	Chr1	32801911	32809405	Zm00001eb010300	chr1	32494464	32501840																	
magi73926	51.75		GRMZM5G849530	Chr1	32544754	32548532					Zm00001d028385	Chr1	32816668	32820422	Zm00001eb010310	chr1	32509063	32512897																	
Zm00001d028386	51.77		GRMZM5G818431	Chr1	32582760	32587100					Zm00001d028386	Chr1	32857622	32861798	Zm00001eb010320	chr1	32550011	32554374																	
IDP4430	51.90														Zm00001eb010330	chr1	32624615	32642850																	
sbt46	52.12		GRMZM2G147942	Chr1	32840926	32843863					Zm00001d028391	Chr1	33115669	33118053	Zm00001eb010360	chr1	32807258	32810744																	
adf5	52.13		GRMZM2G077942	Chr1	32872877	32876200					Zm00001d028392	Chr1	33147676	33150346	Zm00001eb010370	chr1	32840219	32842834																	
LOC103644539	52.21		GRMZM2G489872	Chr1	32903523	32906660					Zm00001d028395	Chr1	33168640	33169312	Zm00001eb010390	chr1	32861111	32863654																	
si486070a03(14)	52.55																																		
Zm00001d028396	52.61		GRMZM2G165926	Chr1	32997147	33004423					Zm00001d028396	Chr1	33303345	33310707	Zm00001eb010400	chr1	32982565	32988047																	
acb5	52.63		GRMZM2G108138	Chr1	33116139	33123331					Zm00001d028397	Chr1	33440965	33448136	Zm00001eb010410	chr1	33102030	33109560																	
xyl5	52.65		GRMZM2G108032	Chr1	33126620	33130048					Zm00001d028398	Chr1	33451482	33454805	Zm00001eb010420	chr1	33112848	33116276																	
IDP1410	52.67																																		
Zm00001d028400	52.68		GRMZM2G159110	Chr1	33272231	33275537					Zm00001d028400	Chr1	33597142	33600523	Zm00001eb010450	chr1	33258566	33261825																	
aic3	52.70		GRMZM2G149481	Chr1	33322465	33326460					Zm00001d028401	Chr1	33647427	33651594	Zm00001eb010460	chr1	33308707	33313044																	
dnaj102	52.72		GRMZM2G448368	Chr1	33413505	33414652					Zm00001d028404	Chr1	33738878	33739350	Zm00001eb010480	chr1	33399886	33400971																	
kcs11	52.74		GRMZM2G149636	Chr1	33427559	33429776					Zm00001d028406	Chr1	33752854	33754497	Zm00001eb010500	chr1	33413828	33441246																	
hsp26	52.75		GRMZM2G149647	Chr1	33464178	33465385					Zm00001d028408	Chr1	33789050	33790182	Zm00001eb010530	chr1	33450523	33451655																	
Zm00001d028409	52.76		GRMZM2G042253	Chr1	33475624	33479513					Zm00001d028409	Chr1	33800139	33804188	Zm00001eb010540	chr1	33461325	33465763																	
si605033d01	52.77		GRMZM2G172537	Chr1	33529461	33532336					Zm00001d028410	Chr1	33850280	33852910	Zm00001eb010550	chr1	33511709	33514601																	
lbd3	52.80		GRMZM2G110913	Chr1	33801737	33804005					Zm00001d028413	Chr1	34109298	34111567	Zm00001eb010570	chr1	33770777	33773066																	
acr1	52.88		GRMZM2G035552	Chr1	33883353	33886303					Zm00001d028416	Chr1	34211830	34214257	Zm00001eb010610	chr1	33852289	33854916																	
atg9	52.90		GRMZM2G035461	Chr1	33887967	33895308					Zm00001d028417	Chr1	34216191	34223589	Zm00001eb010620	chr1	33856590	33864195																	
LOC103633567	52.91		GRMZM2G321033	Chr1	33957488	33961209					Zm00001d028419	Chr1	34328365	34331946	Zm00001eb010640	chr1	33968771	33972539																	
ppr22	52.92		GRMZM2G019689	Chr1	34158016	34160374					Zm00001d028422	Chr1	34508764	34510317	Zm00001eb010650	chr1	34133910	34137255																	
Zm00001d028423	52.93		GRMZM2G179907	Chr1	34207899	34209708					Zm00001d028423	Chr1	34540138	34541979	Zm00001eb010660	chr1	34165929	34167705																	
pco111553	52.95		GRMZM2G170382	Chr1	34257652	34261716					Zm00001d028425	Chr1	34589914	34593828	Zm00001eb010690	chr1	34215699	34219571																	
pco060763	52.96		GRMZM2G170336	Chr1	34316747	34327192					Zm00001d028426	Chr1	34649020	34655072	Zm00001eb010700	chr1	34274828	34280885																	
bhlh193	52.97		GRMZM2G170336	Chr1	34316747	34327192					Zm00001d028427	Chr1	34657783	34659222	Zm00001eb010710	chr1	34283430	34285944																	
pco125364	52.98		GRMZM2G102347	Chr1	34409866	34413485					Zm00001d028429	Chr1	34709436	34713166	Zm00001eb010740	chr1	34335355	34338977																	
LOC100277079	52.98		GRMZM2G102483	Chr1	34390692	34405176					Zm00001d028428	Chr1	34690471	34704954	Zm00001eb010730	chr1	34315984	34331118																	
ca5p11	53.00		GRMZM2G089812	Chr1	34599368	34601378					Zm00001d028432	Chr1	34899450	34900187	Zm00001eb010770	chr1	34524699	34527048																	
Zm00001d028434	53.02		GRMZM2G171736	Chr1	34626540	34629564					Zm00001d028434	Chr1	34926403	34927063	Zm00001eb010780	chr1	34551698	34552634																	
LOC100381766	53.03		GRMZM2G058910	Chr1	34658309	34665859					Zm00001d028436	Chr1	34959814	34966593	Zm00001eb010790	chr1	34585589	34592368																	
LOC103633613	53.04		GRMZM2G359879	Chr1	34665238	34668545					Zm00001d028437	Chr1	34966683	34970269	Zm00001eb010800	chr1	34591841	34596190																	
cl42523_1	53.05		GRMZM2G058870	Chr1	34669230	34678054					Zm00001d028438	Chr1	34970608	34979598	Zm00001eb010810	chr1	34596424	34605534																	
LOC109943068	53.12										Zm00001d028440	Chr1	35118009	35119004	Zm00001eb010840	chr1	34743749	34744791																	
LOC103633646	53.16		GRMZM2G087275	Chr1	34826167	34831145					Zm00001d028443	Chr1	35131038	35136000	Zm00001eb010860	chr1	34756815	34761696																	
npi439a	54.20																																		
umc2397	54.60		GRMZM2G097788	Chr1	34900072	34901006					Zm00001d028445	Chr1	35204318	35205343	Zm00001eb010890	chr1	34830530	34831057																	
pmk1	54.70		GRMZM2G019260	Chr1	34940742	34950638					Zm00001d028446	Chr1	35242367	35253005	Zm00001eb010900	chr1	34868889	34878768																	
npi234a	54.75																																		
bnlg1484	54.75		GRMZM2G019567	Chr1	34960609	34962573					Zm00001d028447	Chr1	35263025	35264614	Zm00001eb010910	chr1	34888694	34890780																	
pco078565a	54.76		GRMZM2G138103	Chr1	34974212	34975305					Zm00001d028450	Chr1	35276821	35278948	Zm00001eb010950	chr1	34902838	34904810																	
pco141386	54.78		GRMZM2G174236	Chr1	35047249	35060058					Zm00001d028485	Chr1	36671835	36684456	Zm00001eb010980	chr1	34972412	34985043																	
nbs11	54.80		GRMZM2G136513	Chr1	35137154	35141520					Zm00001d028484	Chr1	36588522	36592955	Zm00001eb010990	chr1	35063891	35068791																	
tpl2	54.84		GRMZM2G030422	Chr1	35244552	35255551					Zm00001d028481	Chr1	36474424	36485449	Zm00001eb011010	chr1	35171408	35182435																	
Zm00001d028477	54.86		GRMZM2G164562	Chr1	35459890	35470305					Zm00001d028477	Chr1	36246226	36256685	Zm00001eb011020	chr1	35400119	35410780																	
ring14	54.92		GRMZM5G860152	Chr1	35501343	35505020					Zm00001d028475	Chr1	36211949	36216035	Zm00001eb011040	chr1	35440872	35444914																	
A0A1D6JWI7	54.96		GRMZM2G127123	Chr1	35582081	35588852					Zm00001d028474	Chr1	36140572	36147440	Zm00001eb011050	chr1	35509242	35516406																	
farl1	55.00		GRMZM2G001663	Chr1	35738669	35743639					Zm00001d028472	Chr1	35965499	35970651	Zm00001eb011070	chr1	35686192	35691443																	
pck1	55.02		GRMZM2G001696	Chr1	35744406	35748813					Zm00001d028471	Chr1	35960441	35964750	Zm00001eb011080	chr1	35692130	35696538																	
IDP180	55.08		GRMZM2G341309	Chr1	35772932	35776252					Zm00001d028469	Chr1	35933885	35934520	Zm00001eb011110	chr1	35722344	35723223																	
cl287_1a	55.20														Zm00001eb011150	chr1	35871079	35888789																	
si603033a03(106)	55.22		GRMZM5G843765	Chr1	35971538	35989552					Zm00001d028464	Chr1	35718861	35785612	Zm00001eb011160	chr1	35888929	35938095																	
si614088f03a	55.25										Zm00001d028462	Chr1	35634737	35635440	Zm00001eb011180	chr1	36021429	36022473																	
Zm00001eb011200	55.28		GRMZM2G360429	Chr1	36218225	36218774					Zm00001d028458	Chr1	35511389	35511664	Zm00001eb011200	chr1	36145119	36145676																	
Zm00001d028456	55.30		GRMZM2G060148	Chr1	36224583	36227315					Zm00001d028456	Chr1	35502775	35505397	Zm00001eb011220	chr1	36151494	36154277																	
cl4190_1	55.32		GRMZM2G338702	Chr1	36161900	36165900					Zm00001d028453	Chr1	35465775	35476235	Zm00001eb011230	chr1	36180558	36191795																	
Zm00001d028486	55.42		GRMZM2G352678	Chr1	36424037	36425124					Zm00001d028486	Chr1	36754520	36755618	Zm00001eb011280	chr1	36357196	36357678																	
Zm00001eb011300	55.76		GRMZM2G372398	Chr1	36501767	36518959					Zm00001d028490	Chr1	36826368	36843555	Zm00001eb011300	chr1	36428656	36446479																	
si687043c05a	55.78		GRMZM5G884432	Chr1	36569556	36573670					Zm00001d028493	Chr1	36894428	36899646	Zm00001eb011310	chr1	36496610	36502115																	
IDP6057	55.80		GRMZM2G150827	Chr1	36804468	36806793					Zm00001d028495	Chr1	37166917	37168941	Zm00001eb011320	chr1	36743811	36746116																	
bhlh56	56.00		GRMZM2G072376	Chr1	36921186	36922008					Zm00001d028504	Chr1	37284320	37286411	Zm00001eb011370	chr1	36861259	36863671																	
TIDP3455	56.05		GRMZM2G105362	Chr1	36977518	36979496					Zm00001d028505	Chr1	37343077	37345202	Zm00001eb011380	chr1	36920061	36922214																	
dnaJ2	56.07		GRMZM2G703555	Chr1	37111622	37116833					Zm00001d028509	Chr1	37475856	37481112	Zm00001eb011420	chr1	37052833	37058143																	
Zm00001eb011430	56.08		GRMZM5G883632	Chr1	37136679	37138654					Zm00001d028510	Chr1	37501237	37502382	Zm00001eb011430	chr1	37077854	37079873																	
impb9	56.09		GRMZM2G408305	Chr1	37206668	37220484					Zm00001d028511	Chr1	37580598	37594480	Zm00001eb011450	chr1	37157230	37171486																	
mmp66	56.10		GRMZM2G073591	Chr1	37319479	37323563					Zm00001d028512	Chr1	37678345	37682334	Zm00001eb011460	chr1	37255335	37259337																	
cl26277_1a	56.13		GRMZM2G143655	Chr1	37411968	37417051					Zm00001d028513	Chr1	37762852	37767856	Zm00001eb011470	chr1	37339863	37345336																	
mkkk11	56.15		GRMZM2G066120	Chr1	37470728	37476121					Zm00001d028514	Chr1	37841039	37846575	Zm00001eb011480	chr1	37417941	37423661																	
eif4e1	56.25		GRMZM2G048703	Chr1	37545427	37556438					Zm00001d028515	Chr1	37916605	37927253	Zm00001eb011490	chr1	37493694	37504352																	
ereb4	56.25		GRMZM2G015281	Chr1	37721439	37722170					Zm00001d028524	Chr1	38080422	38081126	Zm00001eb011550	chr1	37657315	37658491																	
Zm00001d028522	56.25		GRMZM2G014419	Chr1	37669067	37670519					Zm00001d028522	Chr1	38045919	38047692	Zm00001eb011530	chr1	37622931	37624858																	
gras61	56.26		GRMZM2G055263	Chr1	37809278	37810975					Zm00001d028526	Chr1	38187938	38189632	Zm00001eb011560	chr1	37764940	37767024																	
pht15	56.27		GRMZM2G118208	Chr1	37846459	37854844					Zm00001d028528	Chr1	38234408	38242664	Zm00001eb011580	chr1	37811548	37819873																	
ring15	56.27		GRMZM2G151576	Chr1	38002163	38012355					Zm00001d028532	Chr1	38393485	38403506	Zm00001eb011620	chr1	37970572	37980767																	
B6SSY1	56.27		GRMZM2G151564	Chr1	38013055	38016228					Zm00001d028533	Chr1	38404713	38407235	Zm00001eb011630	chr1	37981569	37984736																	
tlc1	56.28		GRMZM2G151521	Chr1	38058481	38065941					Zm00001d028534	Chr1	38449782	38457129	Zm00001eb011640	chr1	38026847	38034193																	
pco121713	56.29		GRMZM2G161337	Chr1	38129502	38135226					Zm00001d028536	Chr1	38520831	38526529	Zm00001eb011670	chr1	38097914	38103575																	
si486090a03	56.30		GRMZM2G093217	Chr1	38196263	38209774					Zm00001d028538	Chr1	38586289	38599861	Zm00001eb011700	chr1	38163089	38176995																	
sqd5	56.31		GRMZM2G049190	Chr1	38248197	38253693					Zm00001d028539	Chr1	38638860	38643914	Zm00001eb011720	chr1	38215197	38221063																	
IDP92	56.32		GRMZM2G049041	Chr1	38254352	38257177					Zm00001d028540	Chr1	38644815	38647346	Zm00001eb011730	chr1	38221925	38224433																	
LOC100285700	56.32		GRMZM2G540403	Chr1	38315934	38327847					Zm00001d028542	Chr1	38685403	38697325	Zm00001eb011750	chr1	38262525	38266698																	
LOC100283234	56.32		GRMZM2G540403	Chr1	38315934	38327847					Zm00001d028542	Chr1	38685403	38697325	Zm00001eb011760	chr1	38267577	38274472																	
Zm00001d028541	56.32		GRMZM2G397002	Chr1	38314088	38314852					Zm00001d028541	Chr1	38683757	38684321	Zm00001eb011740	chr1	38252370	38261478																	
coi4	56.33		GRMZM2G079112	Chr1	38448149	38451303					Zm00001d028543	Chr1	38734079	38737199	Zm00001eb011780	chr1	38310117	38314507																	
AY109929	56.35		GRMZM2G012566	Chr1	38552479	38555256					Zm00001d028548	Chr1	38916237	38917464	Zm00001eb011820	chr1	38493219	38494669																	
limtf1	56.36		GRMZM2G128206	Chr1	38621379	38628799					Zm00001d028550	Chr1	38975759	38978074	Zm00001eb011840	chr1	38552875	38560541																	
ebf5	56.37		GRMZM2G128156	Chr1	38630559	38631426					Zm00001d028552	Chr1	38985184	38986051	Zm00001eb011850	chr1	38561776	38563168																	
hsp10	56.38		AC208204.3_FG006	Chr1	38641587	38642063					Zm00001d028555	Chr1	38997819	38998295	Zm00001eb011880	chr1	38574688	38575736																	
hsp9	56.40		GRMZM2G046382	Chr1	38724461	38725514					Zm00001d028557	Chr1	39085728	39086204	Zm00001eb011900	chr1	38662195	38663648																	
wik1	56.43		GRMZM5G886952	Chr1	38791249	38799875					Zm00001d028560	Chr1	39154936	39163793	Zm00001eb011920	chr1	38732047	38741370																	
hsp11	56.46		GRMZM2G306679	Chr1	38851741	38852691					Zm00001d028561	Chr1	39214417	39214896	Zm00001eb011930	chr1	38791422	38792306																	
fbp2	56.46		GRMZM2G306732	Chr1	38853117	38855307					Zm00001d028562	Chr1	39215626	39217472	Zm00001eb011940	chr1	38792743	38794651																	
umc2185	56.47		GRMZM2G007055	Chr1	38874010	38877166					Zm00001d028565	Chr1	39236494	39239663	Zm00001eb011950	chr1	38813625	38816781																	
limtf2	56.50		GRMZM2G160198	Chr1	39040586	39044425					Zm00001d028567	Chr1	39386655	39389622	Zm00001eb011970	chr1	38963680	38967458																	
prh26	56.52		GRMZM2G160237	Chr1	39047900	39055823					Zm00001d028568	Chr1	39393998	39401889	Zm00001eb011980	chr1	38971202	38979070																	
pco093111	56.54		GRMZM2G160324	Chr1	39056958	39062459					Zm00001d028569	Chr1	39402992	39408469	Zm00001eb011990	chr1	38980038	38985755																	
atg1b	56.58		GRMZM2G160428	Chr1	39064381	39071002					Zm00001d028570	Chr1	39410431	39417092	Zm00001eb012000	chr1	38987639	38994367																	
dgd4	56.59		GRMZM2G160452	Chr1	39072103	39077770					Zm00001d028571	Chr1	39418149	39423804	Zm00001eb012010	chr1	38995174	39001082																	
