MaizeGDB: Details of Map Genetic 5
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
arodh1	70.05		GRMZM2G084942	Chr5	59318789	59331769	Zm00001d014734	Chr5	61099110	61100192	Zm00001eb227500	chr5	61135045	61143324																					
arodh2	70.06		GRMZM2G085117	Chr5	59337910	59339586	Zm00001d014737	Chr5	61117986	61119432	Zm00001eb227560	chr5	61149281	61151101																					
ppr287	70.06		GRMZM2G085089	Chr5	59333798	59335469	Zm00001d014736	Chr5	61113261	61115377	Zm00001eb227540	chr5	61145053	61146880																					
pco085021	70.07		GRMZM2G017933	Chr5	59376218	59379513	Zm00001d014742	Chr5	61158657	61162310	Zm00001eb227600	chr5	61189836	61193177																					
AY107414	70.08		GRMZM2G179292	Chr5	59457065	59458960	Zm00001d014744	Chr5	61241812	61243221	Zm00001eb227610	chr5	61271760	61274498																					
cep3	70.08		AC205968.3_FG001	Chr5	59454148	59454393	Zm00001d014743	Chr5	61238778	61239023																									
cl12984_1a	70.09																																		
cl1835_1	70.09		GRMZM2G050460	Chr5	59500239	59503424	Zm00001d014749	Chr5	61285308	61288275	Zm00001eb227660	chr5	61316526	61319686																					
ppr288	70.09		GRMZM2G028108	Chr5	59628458	59632520	Zm00001d014751	Chr5	61415019	61420504	Zm00001eb227670	chr5	61446301	61450425																					
umc1355	70.10		GRMZM5G823135	Chr5	59746523	59747438	Zm00001d014753	Chr5	61546176	61556400	Zm00001eb227700	chr5	61577454	61582046																					
cl7007_1	70.10		GRMZM2G102447	Chr5	59753811	59756533	Zm00001d014753	Chr5	61546176	61556400	Zm00001eb227710	chr5	61584972	61587720																					
cyc9	70.11		GRMZM2G017081	Chr5	59835715	59840942	Zm00001d014756	Chr5	61635981	61641076	Zm00001eb227730	chr5	61667174	61672503																					
cl439_1b	70.12		GRMZM2G116243	Chr5	60026465	60031511	Zm00001d014760	Chr5	61826956	61833388	Zm00001eb227780	chr5	61858283	61863334																					
plt6	70.12		GRMZM2G116167	Chr5	60007150	60008477	Zm00001d014758	Chr5	61807671	61809017	Zm00001eb227760	chr5	61838711	61840296																					
pmei29	70.12		GRMZM2G116140	Chr5	60001696	60003451	Zm00001d014757	Chr5	61803047	61803691	Zm00001eb227740	chr5	61834059	61835273																					
umc1274	70.13		GRMZM2G053500	Chr5	60057375	60063832	Zm00001d014761	Chr5	61858154	61864495	Zm00001eb227790	chr5	61889384	61895817																					
srs4	70.13		GRMZM2G097683	Chr5	60161264	60163883	Zm00001d014762	Chr5	61966310	61967872	Zm00001eb227800	chr5	61996357	61999172																					
npi275	70.14		GRMZM2G099810	Chr5	60567359	60622701	Zm00001d014767	Chr5	62374197	62374764	Zm00001eb227870	chr5	62405198	62406125																					
cl3647_1	70.14		GRMZM2G108741	Chr5	60306605	60311625	Zm00001d014764	Chr5	62108780	62114128	Zm00001eb227820	chr5	62139036	62145379																					
dbb5	70.14		GRMZM2G118884	Chr5	60454730	60456814	Zm00001d014765	Chr5	62282614	62284983	Zm00001eb227830	chr5	62314095	62316352																					
pza02676	70.15		GRMZM2G116434	Chr5	60798603	60803937	Zm00001d014771	Chr5	62609231	62613757	Zm00001eb227930	chr5	62640524	62645214																					
bri1b	70.15		GRMZM2G449830	Chr5	60684674	60686106					Zm00001eb227890	chr5	62534136	62535079																					
GRMZM2G115621	70.16		GRMZM2G115621	Chr5	60805970	60808176	Zm00001d014772	Chr5	62615830	62617900	Zm00001eb227940	chr5	62647276	62649356																					
cdpk1	70.17		GRMZM2G115518	Chr5	60830003	60836777	Zm00001d014773	Chr5	62639884	62646464	Zm00001eb227950	chr5	62671015	62678042																					
saur51	70.19		GRMZM2G361993	Chr5	60955199	60956616	Zm00001d014774	Chr5	62765407	62765844	Zm00001eb227970	chr5	62796813	62797250																					
umc1	70.20		GRMZM2G457125	Chr5	61023293	61024053	Zm00001d014777	Chr5	62832940	62833614	Zm00001eb227990	chr5	62864355	62865029																					
si660041h08b	70.21		GRMZM2G158045	Chr5	61029071	61032640	Zm00001d014780	Chr5	62838747	62841688	Zm00001eb228010	chr5	62870158	62873425																					
cel9	70.23		GRMZM2G153987	Chr5	61101160	61104402	Zm00001d014782	Chr5	62917160	62919846	Zm00001eb228030	chr5	62948590	62951265																					
cl9642_1	70.25		GRMZM5G823891	Chr5	61132692	61136030	Zm00001d014783	Chr5	62948202	62951476	Zm00001eb228040	chr5	62979553	62982897																					
tap1	70.26		GRMZM2G075844	Chr5	61239228	61243371	Zm00001d014785	Chr5	63016459	63020299	Zm00001eb228050	chr5	63047644	63051631																					
cdj4	70.27		GRMZM2G399136	Chr5	61552109	61553070	Zm00001d014790	Chr5	63344714	63345106	Zm00001eb228100	chr5	63375981	63376941																					
shpl1	70.28		GRMZM2G399073	Chr5	61555816	61564735	Zm00001d014792	Chr5	63348326	63353481	Zm00001eb228120	chr5	63379671	63384937																					
td1	70.30		GRMZM2G300133	Chr5	61698661	61702214	Zm00001d014793	Chr5	63456839	63460120	Zm00001eb228140	chr5	63488542	63492237																					
piip2	70.30		GRMZM2G300135	Chr5	61702710	61706176	Zm00001d014794	Chr5	63460671	63464068	Zm00001eb228160	chr5	63492773	63496171																					
php20557b	70.48																																		
isu45b	70.50																																		
bzip83	70.60		GRMZM2G000171	Chr5	61724734	61728541	Zm00001d014795	Chr5	63482860	63486476	Zm00001eb228170	chr5	63514824	63518703																					
ring312	70.61		GRMZM2G069923	Chr5	61829348	61831905	Zm00001d014796	Chr5	63586418	63588955	Zm00001eb228180	chr5	63618515	63621076																					
prh32	70.62		GRMZM2G069970	Chr5	61865905	61870563	Zm00001d014797	Chr5	63622983	63627640	Zm00001eb228190	chr5	63655085	63659727																					
Zm00001eb228210	70.63										Zm00001eb228210	chr5	63767733	63768074																					
pco075707a	70.64		GRMZM2G152056	Chr5	62222696	62225332	Zm00001d014811	Chr5	63966088	63968721	Zm00001eb228290	chr5	63998322	64000888																					
atr1	70.65		GRMZM2G340282	Chr5	62328655	62335325	Zm00001d014813	Chr5	64068899	64100088	Zm00001eb228310	chr5	64083032	64114213																					
bhlh127	70.70		GRMZM2G128807	Chr5	62292037	62293983	Zm00001d014814	Chr5	64070549	64072356	Zm00001eb228320	chr5	64084402	64086560																					
Zm00001d014818	70.72		GRMZM2G048458	Chr5	62631660	62633771	Zm00001d014818	Chr5	64433733	64435917	Zm00001eb228350	chr5	64447513	64449917																					
Zm00001d014820	70.73		GRMZM2G132331	Chr5	62711152	62712692	Zm00001d014820	Chr5	64545559	64547354	Zm00001eb228370	chr5	64559504	64561278																					
Zm00001eb228460	70.74		GRMZM2G029512	Chr5	62942784	62943891	Zm00001d014833	Chr5	64777744	64778511	Zm00001eb228460	chr5	64791609	64792836																					
chn20	70.75		GRMZM2G064360	Chr5	63257285	63258794	Zm00001d014840	Chr5	65058244	65059104	Zm00001eb228500	chr5	65072200	65073359																					
chn3	70.80		GRMZM2G389582	Chr5	63306100	63308250	Zm00001d014842	Chr5	65145138	65146204	Zm00001eb228510	chr5	65159105	65160362																					
nactf127	70.81		GRMZM2G389557	Chr5	63305824	63308265	Zm00001d014843	Chr5	65146662	65147468	Zm00001eb228520	chr5	65159720	65161533																					
sbe1	70.82		GRMZM2G088753	Chr5	63346023	63352952	Zm00001d014844	Chr5	65186102	65197475	Zm00001eb228530	chr5	65200129	65206020																					
arm9	70.84		GRMZM2G389462	Chr5	63403325	63406175	Zm00001d014845	Chr5	65242577	65245598	Zm00001eb228550	chr5	65256486	65259644																					
cat1	70.90		GRMZM2G088212	Chr5	63593142	63597617	Zm00001d014848	Chr5	65456721	65461269	Zm00001eb228570	chr5	65470772	65475328																					
Zm00001d014849	70.92		GRMZM2G028501	Chr5	63661809	63664969	Zm00001d014849	Chr5	65477323	65480490	Zm00001eb228580	chr5	65491276	65494553																					
gl17	71.00																																		
hmg1	71.00		GRMZM5G834758	Chr5	63828350	63830554	Zm00001d014858	Chr5	65680729	65683012	Zm00001eb228620	chr5	65694795	65696975																					
cl9766_1	71.00		GRMZM2G037284	Chr5	63737656	63740241	Zm00001d014852	Chr5	65588997	65591442	Zm00001eb228600	chr5	65602921	65605506																					
umc1870	71.38		GRMZM2G145088	Chr5	64135849	64145035	Zm00001d014862	Chr5	66015077	66024385	Zm00001eb228660	chr5	66028919	66038404																					
mybr96	71.40		GRMZM2G145041	Chr5	64145458	64148638	Zm00001d014863	Chr5	66024695	66027984	Zm00001eb228670	chr5	66039016	66042111																					
cals3	71.41		GRMZM2G059212	Chr5	64317706	64322036	Zm00001d014865	Chr5	66195492	66199149	Zm00001eb228690	chr5	66209401	66213425																					
cl858_1a	71.42		AC190909.3_FG004	Chr5	64363735	64367310	Zm00001d014867	Chr5	66241452	66267159	Zm00001eb228700	chr5	66236806	66281345																					
tst3	71.43		GRMZM2G040871	Chr5	64653529	64656198	Zm00001d014872	Chr5	66605228	66608036	Zm00001eb228740	chr5	66547111	66549987																					
cl10169_2f	71.44						Zm00001d014873	Chr5	66658195	66661107	Zm00001eb228750	chr5	66600050	66601017																					
mlo6	71.45		GRMZM2G325653	Chr5	64702557	64709182	Zm00001d014874	Chr5	66662043	66664946	Zm00001eb228760	chr5	66603924	66606829																					
ago1d	71.50		GRMZM2G361518	Chr5	64791077	64796881	Zm00001d014875	Chr5	66763342	66769045	Zm00001eb228770	chr5	66705222	66710941																					
sus7	71.52		GRMZM2G060659	Chr5	64797549	64801915	Zm00001d014876	Chr5	66769630	66779962	Zm00001eb228780	chr5	66711536	66715863																					
psip1	71.57		GRMZM2G060583	Chr5	64802785	64807893	Zm00001d014876	Chr5	66769630	66779962	Zm00001eb228790	chr5	66716676	66721872																					
si486078h02	71.60		GRMZM2G361391	Chr5	64835787	64839884	Zm00001d014879	Chr5	66807869	66812006	Zm00001eb228800	chr5	66749768	66753886																					
Zm00001eb228810	71.61		GRMZM2G091595	Chr5	64872251	64879509	Zm00001d014880	Chr5	66843996	66850437	Zm00001eb228810	chr5	66786016	66792463																					
na2	71.63		GRMZM2G057000	Chr5	65138723	65143833	Zm00001d014887	Chr5	67026171	67030023	Zm00001eb228910	chr5	67086927	67090775																					
gsl8	71.63						Zm00001d014888	Chr5	67030219	67031109	Zm00001eb228920	chr5	67090970	67091855																					
si486070h04	71.63		GRMZM2G011998	Chr5	65150354	65154703	Zm00001d014890	Chr5	67038410	67041166	Zm00001eb228940	chr5	67098696	67102922																					
pal13	71.63		GRMZM2G355641	Chr5	65226980	65228232	Zm00001d014892	Chr5	67112429	67113295	Zm00001eb228950	chr5	67173184	67174374																					
umc1373	71.64		GRMZM2G132060	Chr5	65249498	65254103	Zm00001d014897	Chr5	67135128	67139444	Zm00001eb229010	chr5	67195826	67200255																					
umc1731	71.64		GRMZM2G131988	Chr5	65243905	65247996	Zm00001d014896	Chr5	67129301	67133392	Zm00001eb229000	chr5	67189939	67194257																					
IDP101	71.65		GRMZM2G165351	Chr5	65484462	65488618	Zm00001d014901	Chr5	67363666	67367830	Zm00001eb229060	chr5	67424625	67428689																					
IDP1604	71.65		GRMZM2G112805	Chr5	65444916	65447535	Zm00001d014898	Chr5	67324193	67326833	Zm00001eb229020	chr5	67384945	67387604																					
arid7	71.65		GRMZM2G466292	Chr5	65453074	65462393	Zm00001d014900	Chr5	67332284	67363587	Zm00001eb229050	chr5	67393067	67424358																					
phd29	71.65		GRMZM2G466270	Chr5	65470804	65484230	Zm00001d014900	Chr5	67332284	67363587	Zm00001eb229050	chr5	67393067	67424358																					
plc1	71.65		GRMZM5G889467	Chr5	65559888	65563651	Zm00001d014903	Chr5	67438945	67442847	Zm00001eb229070	chr5	67499649	67503703																					
plc4	71.65		GRMZM2G137435	Chr5	65793813	65797711	Zm00001d014906	Chr5	67681040	67684923	Zm00001eb229100	chr5	67741786	67745796																					
hin4	71.66		GRMZM2G076392	Chr5	65983637	65990605	Zm00001d014911	Chr5	67870239	67877687	Zm00001eb229140	chr5	67931248	67939188																					
si603031f05d	71.66						Zm00001d006696	Chr2	214523110	214524368																									
phd55	71.66		GRMZM2G387485	Chr5	65963828	65969604	Zm00001d014909	Chr5	67850932	67870165	Zm00001eb229120	chr5	67911773	67930968																					
psr167	71.67																																		
cl10913_1b	71.67		GRMZM2G034143	Chr5	66050702	66060795					Zm00001eb229170	chr5	68000079	68010174																					
a2	71.68		GRMZM2G345717	Chr5	66136522	66139360	Zm00001d014914	Chr5	68025894	68027081	Zm00001eb229190	chr5	68086545	68088407																					
pdi4	71.68		GRMZM2G033829	Chr5	66062056	66073374	Zm00001d014912	Chr5	67939060	67961759	Zm00001eb229180	chr5	68011441	68022614																					
Zm00001d014917	71.70		GRMZM2G006282	Chr5	66364604	66365176	Zm00001d014917	Chr5	68262140	68262664	Zm00001eb229230	chr5	68312035	68312578																					
LOC100193709	71.71		GRMZM2G074282	Chr5	66455376	66459615	Zm00001d014919	Chr5	68355566	68358555	Zm00001eb229250	chr5	68405797	68408406																					
pco125096	71.72		GRMZM2G374574	Chr5	66460326	66470597	Zm00001d014920	Chr5	68358713	68371222	Zm00001eb229270	chr5	68410579	68421225																					
skp1	71.72		GRMZM2G074282	Chr5	66455376	66459615	Zm00001d014920	Chr5	68358713	68371222	Zm00001eb229260	chr5	68408588	68410032																					
pco147515	71.74		GRMZM2G114888	Chr5	66860063	66863841	Zm00001d014924	Chr5	68745480	68748342	Zm00001eb229290	chr5	68795337	68798367																					
ank40	71.75		GRMZM2G115047	Chr5	66863075	66866455	Zm00001d014925	Chr5	68748520	68751558	Zm00001eb229310	chr5	68800253	68801232																					
pco138115	71.76		GRMZM2G115176	Chr5	66868787	66871798	Zm00001d014926	Chr5	68754308	68756389	Zm00001eb229320	chr5	68803825	68806319																					
Zm00001d014927	71.77						Zm00001d014927	Chr5	68756786	68757927	Zm00001eb229330	chr5	68806496	68807204																					
pmei40	71.78		GRMZM2G040311	Chr5	67027770	67028985	Zm00001d014931	Chr5	68913684	68914742	Zm00001eb229350	chr5	68963743	68964830																					
pmei43	71.80		GRMZM2G008047	Chr5	67048104	67049380	Zm00001d014932	Chr5	68934291	68934926	Zm00001eb229360	chr5	68983832	68985335																					
IDP5933	71.82		GRMZM2G063390	Chr5	67074052	67076424	Zm00001d014933	Chr5	68959465	68961754	Zm00001eb229370	chr5	69005860	69011878																					
thx22	71.90		GRMZM2G111760	Chr5	67208649	67211604	Zm00001d014938	Chr5	69105228	69108023	Zm00001eb229400	chr5	69154769	69157962																					
si605005e09a	71.98		GRMZM2G429241	Chr5	67423849	67430870	Zm00001d014943	Chr5	69318796	69326197	Zm00001eb229410	chr5	69368746	69376349																					
nec6	72.00																																		
T5-6(4933)(5)	72.00																																		
T5-6(5685**)(5)	72.00																																		
T5-6(5906)(5)	72.00																																		
T5-9(022-11)(5)	72.00																																		
ldh1	72.00		GRMZM2G128929	Chr5	67432367	67434244	Zm00001d014944	Chr5	69327618	69329422	Zm00001eb229430	chr5	69377456	69379346																					
ivr2	72.01		GRMZM2G089836	Chr5	67537393	67540691	Zm00001d014947	Chr5	69452584	69455758	Zm00001eb229460	chr5	69483186	69486483																					
ldh2	72.01		GRMZM2G173192	Chr5	67502088	67503405	Zm00001d014945	Chr5	69417478	69418622	Zm00001eb229440	chr5	69448148	69449429																					
Zm00001d014946	72.01		GRMZM2G472346	Chr5	67505339	67511655	Zm00001d014946	Chr5	69420806	69426955	Zm00001eb229450	chr5	69451417	69457687																					
cl4689_1	72.02		GRMZM2G159142	Chr5	67697236	67701312	Zm00001d014951	Chr5	69611597	69615673	Zm00001eb229520	chr5	69642162	69647034																					
LOC100272878	72.03		GRMZM2G159047	Chr5	67701535	67703378	Zm00001d014952	Chr5	69616029	69617760	Zm00001eb229530	chr5	69646459	69648612																					
fc3	72.04		GRMZM2G159013	Chr5	67743883	67764993	Zm00001d014953	Chr5	69658246	69679397	Zm00001eb229540	chr5	69688588	69710170																					
tct1	72.05		GRMZM2G075624	Chr5	67851004	67853565	Zm00001d014954	Chr5	69765432	69768123	Zm00001eb229550	chr5	69796193	70008885																					
Zm00001d014957	72.05		GRMZM2G108474	Chr5	68048817	68051710	Zm00001d014957	Chr5	69975365	69978349	Zm00001eb229550	chr5	69796193	70008885																					
umc2530	72.10		GRMZM2G074957	Chr5	68424161	68427602	Zm00001d014961	Chr5	70342381	70345801	Zm00001eb229610	chr5	70373202	70376753																					
IDP4729	72.11		GRMZM2G074956	Chr5	68427838	68429977	Zm00001d014962	Chr5	70346062	70351651	Zm00001eb229620	chr5	70376886	70382608																					
cct29	72.12		AC215811.3_FG003	Chr5	68433826	68438098	Zm00001d014963	Chr5	70352028	70356300																									
ppr289	72.13		GRMZM2G074805	Chr5	68455250	68458021	Zm00001d014966	Chr5	70373947	70376193	Zm00001eb229640	chr5	70404439	70407156																					
xt9	72.13		GRMZM2G074896	Chr5	68452173	68454303	Zm00001d014965	Chr5	70370353	70372492	Zm00001eb229630	chr5	70400920	70403691																					
Zm00001d014967	72.14		GRMZM2G063897	Chr5	68539385	68544298					Zm00001eb229650	chr5	70473243	70478512																					
pco062253a	72.15		GRMZM2G055251	Chr5	68696584	68700142	Zm00001d014972	Chr5	70604666	70608218	Zm00001eb229720	chr5	70654074	70657688																					
Zm00001d014971	72.15		GRMZM2G168603	Chr5	68680529	68684140	Zm00001d014971	Chr5	70577765	70581320	Zm00001eb229700	chr5	70626135	70632355																					
isu61e	72.18																																		
nrt3	72.20		GRMZM2G163866	Chr5	68900266	68902129	Zm00001d014976	Chr5	70820654	70822222	Zm00001eb229750	chr5	70870115	70871963																					
brm1	72.21		GRMZM2G163849	Chr5	68902393	68913355	Zm00001d014977	Chr5	70822621	70833837	Zm00001eb229760	chr5	70871545	70883570																					
IDP781	72.22		GRMZM2G020146	Chr5	69125441	69130246	Zm00001d014983	Chr5	71063270	71067861	Zm00001eb229790	chr5	71095645	71100332																					
pzb01112	72.22		GRMZM2G020366	Chr5	69147384	69150733	Zm00001d014986	Chr5	71085221	71092386	Zm00001eb229830	chr5	71117663	71124777																					
gpat10	72.22		GRMZM2G020320	Chr5	69143671	69145605	Zm00001d014984	Chr5	71081505	71083052	Zm00001eb229800	chr5	71113707	71115765																					
bip1	72.23		GRMZM2G114793	Chr5	69354043	69357915	Zm00001d014993	Chr5	71285640	71289674	Zm00001eb229930	chr5	71317948	71322177																					
php15018	72.23																																		
isu61c	72.23																																		
myb161	72.23		GRMZM2G088189	Chr5	69331089	69332668	Zm00001d014989	Chr5	71262940	71264436	Zm00001eb229870	chr5	71295333	71296908																					
rup1	72.23		GRMZM2G389155	Chr5	69335954	69337204	Zm00001d014990	Chr5	71267717	71268967	Zm00001eb229880	chr5	71299933	71301658																					
GRMZM2G117012	72.23		GRMZM2G117012	Chr5	69463587	69464815	Zm00001d014994	Chr5	71393772	71397897	Zm00001eb229940	chr5	71426165	71430498																					
mmp191b	72.24		GRMZM5G854880	Chr5	69484758	69487880	Zm00001d014996	Chr5	71418219	71421473	Zm00001eb229960	chr5	71450351	71454119																					
bhlh129	72.24		GRMZM5G856837	Chr5	69476595	69479221	Zm00001d014995	Chr5	71410131	71412758	Zm00001eb229950	chr5	71442613	71445439																					
gtc102	72.25		GRMZM5G806358	Chr5	69541493	69547862	Zm00001d014998	Chr5	71503072	71509439	Zm00001eb229990	chr5	71538415	71542721																					
AY104079	72.28		GRMZM2G044348	Chr5	70051998	70057555	Zm00001d015006	Chr5	72018095	72023626	Zm00001eb230050	chr5	72031294	72036904																					
si945020c09	72.29		GRMZM2G098370	Chr5	70069546	70074019	Zm00001d015008	Chr5	72033745	72039909	Zm00001eb230070	chr5	72048877	72053148																					
d13	72.29		GRMZM2G098301	Chr5	70064234	70068745	Zm00001d015007	Chr5	72029738	72034813	Zm00001eb230060	chr5	72040116	72048049																					
atg5	72.30		GRMZM2G098420	Chr5	70074271	70077861	Zm00001d015009	Chr5	72040325	72044623	Zm00001eb230080	chr5	72053573	72057163																					
IDP8125	72.32		GRMZM2G456917	Chr5	70118433	70120498	Zm00001d015013	Chr5	72085312	72087179	Zm00001eb230120	chr5	72098582	72100263																					
php15024	72.33																																		
