MaizeGDB: Details of Map Genetic 10
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-NC358-REFERENCE-NAM-1.0_gene_model	Zm-NC358-REFERENCE-NAM-1.0_chr	Zm-NC358-REFERENCE-NAM-1.0_start	Zm-NC358-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
ppr499	53.27		GRMZM2G145130	Chr10	76521835	76523706					Zm00001d024521	Chr10	75864894	75867823	Zm00001eb415510	chr10	77745181	77746578																					
bhlh116	53.28		GRMZM2G042895	Chr10	76600002	76602213					Zm00001d024522	Chr10	75943680	75945921	Zm00001eb415520	chr10	77822414	77824753																					
rel2	53.29		GRMZM2G042992	Chr10	76650034	76659099					Zm00001d024523	Chr10	75993828	76002912	Zm00001eb415530	chr10	77872650	77881801																					
umc2658	53.30		GRMZM2G177621	Chr10	76960121	76966949					Zm00001d024525	Chr10	76302295	76309059	Zm00001eb415580	chr10	78181198	78188220																					
LOC100501927	53.30		GRMZM2G023552	Chr10	76888262	76890812					Zm00001d024524	Chr10	76237662	76238295	Zm00001eb415560	chr10	78117300	78117772																					
IDP7444	53.31		GRMZM2G171229	Chr10	77120922	77123017					Zm00001d024528	Chr10	76465805	76467972	Zm00001eb415600	chr10	78344635	78346981																					
LOC100284802	53.31		GRMZM2G171236	Chr10	77124954	77128361									Zm00001eb415610	chr10	78349900	78352057																					
dnaJ95	53.31		GRMZM2G171187	Chr10	77116966	77119345					Zm00001d024527	Chr10	76461961	76464163	Zm00001eb415590	chr10	78340672	78343058																					
pco078122(732)	53.32		GRMZM2G178014	Chr10	77193752	77200369					Zm00001d024530	Chr10	76539255	76545947	Zm00001eb415620	chr10	78418161	78424863																					
thx43	53.33		GRMZM2G110145	Chr10	77282591	77289441					Zm00001d024531	Chr10	76628321	76635128	Zm00001eb415630	chr10	78507234	78514046																					
bnlg1079	53.40																																						
glk55	53.41		GRMZM2G123308	Chr10	77348006	77352823					Zm00001d024532	Chr10	76729754	76734531	Zm00001eb415640	chr10	78608667	78613465																					
cl11031_1d	53.42		GRMZM2G157272	Chr10	77482315	77485477					Zm00001d024535	Chr10	76866751	76868336	Zm00001eb415670	chr10	78745969	78746545																					
c3h31	53.42		GRMZM2G305582	Chr10	77459194	77463222					Zm00001d024534	Chr10	76841341	76845268	Zm00001eb415660	chr10	78720256	78724223																					
myb211	53.43		GRMZM2G001530	Chr10	77686954	77691931					Zm00001d024538	Chr10	77078388	77079341	Zm00001eb415690	chr10	78953284	78958359																					
stm1	53.44		GRMZM2G023073	Chr10	77758100	77774208					Zm00001d024540	Chr10	77144191	77149860	Zm00001eb415710	chr10	79023131	79028856																					
nactf61	53.46		GRMZM2G003715	Chr10	78142498	78146839					Zm00001d024543	Chr10	77529347	77533684	Zm00001eb415730	chr10	79408281	79412754																					
abi23	53.48		GRMZM2G180168	Chr10	78160467	78161649					Zm00001d024545	Chr10	77547497	77548246	Zm00001eb415750	chr10	79426434	79427535																					
lhy1	53.50		GRMZM2G474769	Chr10	78333991	78337257					Zm00001d024546	Chr10	77700138	77703390	Zm00001eb415770	chr10	79580512	79580995																					
mybr48	53.51		GRMZM2G175265	Chr10	78356797	78358456					Zm00001d024547	Chr10	77722777	77724235																									
Zm00007a00028323	53.51		GRMZM2G471335	Chr10	78559710	78564240	Zm00007a00028323	chr10	39068588	39073089	Zm00001d024552	Chr10	77961009	77965592																									
nactf157	53.51		AC191708.3_FG001	Chr10	78708555	78709655					Zm00001d024554	Chr10	78079496	78080596	Zm00001eb415830	chr10	79958574	79959674																					
cl37436_2	53.52		GRMZM5G806309	Chr10	79153483	79157093					Zm00001d024567	Chr10	78539229	78549047	Zm00001eb415930	chr10	80418301	80425083																					
mpk4	53.52		GRMZM2G123886	Chr10	79149337	79152033					Zm00001d024568	Chr10	78544726	78549479	Zm00001eb415940	chr10	80426270	80429050																					
miR395c	53.52		zma-MIR395c	Chr10	79185512	79185649					zma-MIR395c	Chr10	78600687	78600824																									
miR395m	53.52		zma-MIR395m	Chr10	79185366	79185447					zma-MIR395m	Chr10	78600541	78600622																									
miR395l	53.52		zma-MIR395l	Chr10	79185237	79185317					zma-MIR395l	Chr10	78600412	78600492																									
miR395k	53.52		zma-MIR395k	Chr10	79185066	79185149					zma-MIR395k	Chr10	78600241	78600324																									
nactf155	53.52		AC194273.3_FG007	Chr10	78917353	78918481					Zm00001d024562	Chr10	78334052	78335179	Zm00001eb415910	chr10	80213140	80214267																					
nactf167	53.52		AC191708.3_FG002	Chr10	78755645	78756736					Zm00001d024559	Chr10	78218634	78219725	Zm00001eb415880	chr10	80097715	80098806																					
nactf177	53.52		AC194273.3_FG006	Chr10	78970793	78971887					Zm00001d024565	Chr10	78397527	78398621	Zm00001eb415920	chr10	80276616	80277710																					
nactf179	53.52										Zm00001d024558	Chr10	78187147	78188241	Zm00001eb415870	chr10	80066228	80067322																					
Zm00001d024574	53.53		GRMZM2G085845	Chr10	79422629	79424620					Zm00001d024574	Chr10	78836368	78838011	Zm00001eb415980	chr10	80715272	80717285																					
LOC100282755	53.53		AC203985.4_FG005	Chr10	79384508	79384948					Zm00001d024573	Chr10	78798884	78799324	Zm00001eb415970	chr10	80677711	80679927																					
Zm00001d024572	53.53		AC203985.4_FG001	Chr10	79292513	79295594					Zm00001d024572	Chr10	78703892	78707138	Zm00001eb415960	chr10	80583124	80586314																					
Zm00001d024571	53.53		GRMZM2G032564	Chr10	79284957	79287680					Zm00001d024571	Chr10	78696502	78699043	Zm00001eb415950	chr10	80575678	80578251																					
npf1	53.55		GRMZM2G086496	Chr10	80056274	80062481					Zm00001d024587	Chr10	79465955	79472158	Zm00001eb416090	chr10	81342176	81348355																					
skus14	53.56		GRMZM2G172642	Chr10	80328466	80332975					Zm00001d024594	Chr10	79726997	79731279	Zm00001eb416150	chr10	81603341	81681242																					
Zm00001d024593	53.56										Zm00001d024593	Chr10	79588608	79589422																									
lsm2	53.56		GRMZM2G063322	Chr10	80157896	80168911					Zm00001d024593	Chr10	79588608	79589422	Zm00001eb416130	chr10	81455197	81465194																					
omt3	53.57		GRMZM2G077486	Chr10	80419760	80423498					Zm00001d024596	Chr10	79830935	79838588	Zm00001eb416160	chr10	81688871	81699884																					
skus10	53.57		GRMZM2G077317	Chr10	80401906	80409625					Zm00001d024595	Chr10	79813506	79821012	Zm00001eb416150	chr10	81603341	81681242																					
GRMZM2G333183	53.58		GRMZM2G333183	Chr10	80585120	80591250					Zm00001d024600	Chr10	79991194	79997385	Zm00001eb416190	chr10	81851390	81859041																					
GRMZM2G502467	53.58		GRMZM2G502467	Chr10	80591891	80592893									Zm00001eb416190	chr10	81851390	81859041																					
GRMZM2G096367	53.58		GRMZM2G096367	Chr10	80501688	80506467					Zm00001d024598	Chr10	79908936	79913706	Zm00001eb416180	chr10	81769122	81773906																					
cl22533_2	53.59		GRMZM2G372475	Chr10	80730263	80733707					Zm00001d024605	Chr10	80137465	80140638	Zm00001eb416230	chr10	81997705	82001192																					
galox1	53.60		GRMZM2G070555	Chr10	80749359	80752136					Zm00001d024606	Chr10	80156621	80159393	Zm00001eb416240	chr10	82016760	82019602																					
ane3	53.61		GRMZM2G372553	Chr10	80752876	80753536					Zm00001d024607	Chr10	80160170	80160624	Zm00001eb416250	chr10	82020348	82021002																					
bap1a	53.68		GRMZM2G008271	Chr10	80861842	80863106									Zm00001eb416260	chr10	82114709	82115352																					
bap1b	53.70		GRMZM2G008403	Chr10	80878304	80878997					Zm00001d024609	Chr10	80270515	80270761	Zm00001eb416270	chr10	82130604	82131233																					
hlm2	53.71		GRMZM2G054371	Chr10	80925851	80929455																																	
bap3a	53.72		GRMZM2G133382	Chr10	81065640	81066359					Zm00001d024615	Chr10	80376562	80377211																									
bap3b	53.73		GRMZM2G133370	Chr10	81055662	81056364					Zm00001d024617	Chr10	80385879	80387306																									
Zm00001d024621	53.76		GRMZM2G123410	Chr10	81194843	81197151					Zm00001d024621	Chr10	80562832	80565140	Zm00001eb416330	chr10	82422967	82425396																					
TIDP3108	53.77		GRMZM2G134756	Chr10	81454556	81459858					Zm00001d024624	Chr10	80769666	80774901	Zm00001eb416340	chr10	82629819	82635227																					
pco099889b	53.78		GRMZM2G021864	Chr10	81549136	81571705					Zm00001d024625	Chr10	80856442	80879275	Zm00001eb416360	chr10	82716724	82739308																					
mybr84	53.79		GRMZM2G108892	Chr10	81701345	81729386					Zm00001d024627	Chr10	81009835	81021978	Zm00001eb416370	chr10	82869996	82882393																					
myb92	53.80		GRMZM2G325907	Chr10	81840592	81843874					Zm00001d024630	Chr10	81140535	81143186	Zm00001eb416400	chr10	82995786	82998409																					
uaz24a	53.90		GRMZM2G070780	Chr10	81970724	81973407					Zm00001d024631	Chr10	81313003	81315686	Zm00001eb416410	chr10	83168291	83171171																					
Zm00001d024632	53.90		GRMZM5G832300	Chr10	82038179	82042124					Zm00001d024632	Chr10	81333941	81337901	Zm00001eb416420	chr10	83189263	83193270																					
dar3	53.91		GRMZM5G828229	Chr10	82052086	82056877					Zm00001d024633	Chr10	81347903	81352638	Zm00001eb416430	chr10	83203183	83207898																					
nip3b	53.92		GRMZM2G358161	Chr10	82057684	82058708					Zm00001d024634	Chr10	81353456	81354480	Zm00001eb416440	chr10	83208804	83209828																					
dnaJ96	53.93		GRMZM5G856084	Chr10	82059765	82064097					Zm00001d024635	Chr10	81355519	81359449	Zm00001eb416450	chr10	83210894	83215232																					
LOC103642561	53.94		GRMZM2G341304	Chr10	82113652	82115777					Zm00001d024637	Chr10	81459381	81466000	Zm00001eb416470	chr10	83314566	83317171																					
LOC109943017	53.94		GRMZM2G341302	Chr10	82117931	82120388					Zm00001d024637	Chr10	81459381	81466000	Zm00001eb416480	chr10	83317538	83322178																					
psr690	53.95																																						
mybr26	53.95		GRMZM2G112764	Chr6	85321554	85325088					Zm00001d024644	Chr10	81909922	81912952	Zm00001eb416530	chr10	83745951	83749616																					
LOC109943179	53.95										Zm00001d024642	Chr10	81575279	81575956																									
Zm00001eb416560	53.96		GRMZM2G149786	Chr10	82218460	82222873					Zm00001d024647	Chr10	82038496	82042897	Zm00001eb416560	chr10	83874995	83879421																					
gtf40	53.96		GRMZM6G244811	scaffold_181	949	2798					Zm00001d024646	Chr10	82010624	82014234	Zm00001eb416550	chr10	83847017	83850760																					
Zm00001d024655	53.97		GRMZM2G172153	Chr10	82374088	82380551					Zm00001d024655	Chr10	82212057	82212612	Zm00001eb416620	chr10	84042954	84049150																					
LOC103641308	53.97		GRMZM2G452084	Chr10	82350699	82352841					Zm00001d024651	Chr10	82129612	82135240	Zm00001eb416600	chr10	83969571	83971049																					
gpm832	53.98		GRMZM2G121137	Chr10	82682153	82683288					Zm00001d024659	Chr10	82482086	82482747	Zm00001eb416640	chr10	84318784	84319497																					
ef1	54.00																																						
pmei12	54.00		GRMZM2G362828	Chr10	82705630	82706181					Zm00001d024660	Chr10	82505158	82505709	Zm00001eb416650	chr10	84341903	84342468																					
tdc3	54.08		GRMZM2G021388	Chr10	82850995	82853273					Zm00001d024664	Chr10	82660544	82662094	Zm00001eb416690	chr10	84485092	84487141																					
tdc1	54.10		GRMZM2G021277	Chr10	82862182	82864312					Zm00001d024665	Chr10	82671602	82673149	Zm00001eb416700	chr10	84496206	84498373																					
LOC109943122	54.14		GRMZM2G339180	Chr10	82942026	82944770					Zm00001d024666	Chr10	82752114	82754297																									
tps16	54.16		GRMZM2G309126	Chr10	83097225	83098808					Zm00001d024667	Chr10	82869683	82873455	Zm00001eb416710	chr10	84692874	84698130																					
tps20	54.18		GRMZM2G084496	Chr10	69364693	69367202					Zm00001d024669	Chr10	82923300	82925883	Zm00001eb416720	chr10	84748135	84750888																					
pub60	54.30		GRMZM2G304010	Chr10	83325101	83326881					Zm00001d024672	Chr10	83125173	83126249	Zm00001eb416740	chr10	84949826	84951626																					
morf9	54.39		GRMZM2G003765	Chr10	83431040	83433556					Zm00001d024674	Chr10	83251939	83254248	Zm00001eb416750	chr10	85076766	85079174																					
pco085368	54.40		GRMZM2G003897	Chr10	83460738	83468025					Zm00001d024675	Chr10	83281590	83288964	Zm00001eb416760	chr10	85106454	85114116																					
AY112073	54.42		GRMZM2G306105	Chr10	83469813	83470903					Zm00001d024676	Chr10	83290724	83291829	Zm00001eb416770	chr10	85115570	85116663																					
chr156	54.44		GRMZM2G393742	Chr10	83551464	83557118					Zm00001d024677	Chr10	83366109	83371712	Zm00001eb416780	chr10	85190755	85196873																					
bnlg1712	54.45		GRMZM2G093858	Chr10	83561145	83565227					Zm00001d024678	Chr10	83375794	83380009	Zm00001eb416790	chr10	85200597	85204822																					
bhlh162	54.47		GRMZM2G093744	Chr10	83606148	83609440					Zm00001d024679	Chr10	83443909	83447138	Zm00001eb416800	chr10	85245624	85248934																					
GRMZM2G701188	54.48		GRMZM2G701188	Chr10	83791470	83791940																																	
Zm00001eb416920	54.50		GRMZM2G168795	Chr10	84061218	84063729					Zm00001d024694	Chr10	83916781	83937197	Zm00001eb416920	chr10	85709705	85730122																					
fie2	54.51		GRMZM2G148924	Chr10	84106322	84110776					Zm00001d024698	Chr10	83962005	83966353	Zm00001eb416950	chr10	85755230	85759300																					
T6-10a(10)	55.00																																						
IDP1446	55.28		GRMZM2G310453	Chr10	84172062	84173827					Zm00001d024700	Chr10	84021643	84023458	Zm00001eb416970	chr10	85814564	85816491																					
hb18	55.30		GRMZM2G004957	Chr10	84242542	84246083					Zm00001d024701	Chr10	84124039	84129119	Zm00001eb416980	chr10	85891453	85896521																					
orp2	55.40		GRMZM2G005024	Chr10	84247242	84250053					Zm00001d024702	Chr10	84130306	84133108	Zm00001eb416990	chr10	85897692	85900542																					
c3h24	55.45		GRMZM2G005126	Chr10	84252239	84259713					Zm00001d024703	Chr10	84135184	84142738	Zm00001eb417000	chr10	85902759	85910172																					
si614027h07	55.46		GRMZM2G022793	Chr10	84500884	84504860					Zm00001d024708	Chr10	84431354	84435330	Zm00001eb417010	chr10	86198776	86202751																					
caat13	55.46		GRMZM2G373761	Chr10	84446478	84448638					Zm00001d024707	Chr10	84380611	84382783																									
LOC100284258	55.47		GRMZM5G845163	Chr10	84609055	84613942					Zm00001d024709	Chr10	84540352	84545986	Zm00001eb417020	chr10	86307791	86314139																					
plt11	55.48		GRMZM2G439268	Chr10	84621545	84622031					Zm00001d024711	Chr10	84549485	84554071	Zm00001eb417030	chr10	86314024	86321637																					
ms10	55.50		GRMZM5G830329	Chr10	84622439	84624344					Zm00001d024712	Chr10	84554486	84559654	Zm00001eb417050	chr10	86321975	86327166																					
pco091513b	55.51		GRMZM2G136341	Chr10	84769353	84774213					Zm00001d024715	Chr10	84701374	84706220	Zm00001eb417090	chr10	86468866	86473612																					
T1-10a(10)	56.00																																						
umc155	56.53		GRMZM2G101926	Chr10	85197047	85200378					Zm00001d024722	Chr10	85123160	85131753	Zm00001eb417140	chr10	86883004	86888690																					
cer8	56.60		GRMZM2G101875	Chr10	85201886	85207308					Zm00001d024723	Chr10	85128123	85133157	Zm00001eb417150	chr10	86888123	86893096																					
GRMZM2G124744	56.65		GRMZM2G124744	Chr10	85325382	85326606					Zm00001d024724	Chr10	85277911	85279344	Zm00001eb417160	chr10	87038206	87038861																					
myb101	56.70		GRMZM2G425427	Chr10	85332939	85334512					Zm00001d024725	Chr10	85285499	85286719	Zm00001eb417170	chr10	87045298	87046925																					
bnlg1655	56.71																																						
myb134	56.80		GRMZM2G001824	Chr10	85407063	85408480					Zm00001d024726	Chr10	85360224	85361291	Zm00001eb417190	chr10	87120080	87121522																					
gsk7	56.81		GRMZM2G155836	Chr10	85511139	85513980					Zm00001d024729	Chr10	85508260	85512046	Zm00001eb417200	chr10	87268433	87272205																					
Zm00001eb417210	56.82		GRMZM2G060822	Chr10	85540444	85545635					Zm00001d024731	Chr10	85537481	85538980	Zm00001eb417210	chr10	87298761	87299202																					
prh29	56.83		GRMZM2G060798	Chr10	85595627	85598562					Zm00001d024732	Chr10	85589259	85592180	Zm00001eb417220	chr10	87349165	87352383																					
prx117	56.85		GRMZM2G394500	Chr10	85654598	85659508					Zm00001d024734	Chr10	85620431	85625034	Zm00001eb417240	chr10	87380573	87385170																					
prx114	56.86		GRMZM2G060721	Chr10	85759150	85760465					Zm00001d024738	Chr10	85734218	85735478	Zm00001eb417280	chr10	87494217	87495801																					
prx111	56.86		GRMZM2G006727	Chr10	85697394	85703873					Zm00001d024735	Chr10	85695716	85696928	Zm00001eb417260	chr10	87456198	87457364																					
LOC109942854	56.87		GRMZM2G471456	Chr10	85726649	85727493					Zm00001d024739	Chr10	85756586	85765328																									
prx116	56.87		GRMZM2G160062	Chr10	85767869	85769206					Zm00001d024740	Chr10	85787555	85788772	Zm00001eb417290	chr10	87547722	87549223																					
TIDP3651	56.88		GRMZM2G082522	Chr10	85855256	85858248					Zm00001d024744	Chr10	85872249	85877606	Zm00001eb417320	chr10	87632342	87637803																					
px27	56.90		GRMZM2G022740	Chr10	85918253	85919925					Zm00001d024745	Chr10	85907865	85909124	Zm00001eb417330	chr10	87668072	87669275																					
prx113	56.92		GRMZM2G050829	Chr10	85869783	85871698					Zm00001d024747	Chr10	85970062	85970880	Zm00001eb417340	chr10	87728637	87731257																					
Zm00001d024749	56.94		GRMZM2G326222	Chr10	85965704	85967700					Zm00001d024749	Chr10	85988783	85989775	Zm00001eb417350	chr10	87747288	87897824																					
Zm00001d024750	56.96		AC205413.4_FG002	Chr10	86019502	86020215					Zm00001d024750	Chr10	86031628	86032341	Zm00001eb417350	chr10	87747288	87897824																					
px21	56.98		AC205413.4_FG001	Chr10	86113596	86114618					Zm00001d024752	Chr10	86136391	86137413	Zm00001eb417350	chr10	87747288	87897824																					
Zm00001d024751	56.99		AC205413.4_FG003	Chr10	86066737	86067753					Zm00001d024751	Chr10	86089300	86090579	Zm00001eb417350	chr10	87747288	87897824																					
T3-10a(10)	57.00																																						
prx35	57.00		GRMZM2G177792	Chr10	86298080	86299400					Zm00001d024753	Chr10	86312505	86313524	Zm00001eb417360	chr10	88072662	88074040																					
sams3	57.04		GRMZM2G061135	Chr10	86428340	86433030					Zm00001d024754	Chr10	86460332	86461525	Zm00001eb417370	chr10	88210648	88214383																					
pti2	57.05		GRMZM2G061447	Chr10	86435047	86439381					Zm00001d024755	Chr10	86464826	86469049	Zm00001eb417380	chr10	88217356	88221573																					
