MaizeGDB: Details of Map Genetic 8
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Sequence
LOC103637032	56.37		GRMZM2G300610	Chr8	75400696	75401115					Zm00001d009711	Chr8	77218691	77219488	Zm00001eb344940	chr8	77445773	77446755									
aas11	56.38		GRMZM2G162413	Chr8	75503686	75508589					Zm00001d009714	Chr8	77386882	77391860	Zm00001eb344950	chr8	77536955	77542082									
bhlh22	56.40		GRMZM2G162450	Chr8	75508770	75510438					Zm00001d009715	Chr8	77390569	77394258	Zm00001eb344960	chr8	77541178	77544363									
pgl46	56.48		AC231180.2_FG006	Chr8	75646247	75647874					Zm00001d009717	Chr8	77524892	77526895	Zm00001eb344980	chr8	77675094	77677394									
prh67	56.76		GRMZM2G158818	Chr8	75837226	75842430					Zm00001d009719	Chr8	77715746	77728401	Zm00001eb345020	chr8	77865693	77878703									
ptac14	56.80		GRMZM5G807767	Chr8	76011360	76016337					Zm00001d009723	Chr8	77904227	77909237	Zm00001eb345040	chr8	78054535	78059547									
LOC100193843	56.84		GRMZM5G822426	Chr8	76028798	76031559					Zm00001d009724	Chr8	77913640	77925636	Zm00001eb345060	chr8	78070448	78076010									
Zm00001eb345070	56.86		GRMZM2G015692	Chr8	76041012	76047878					Zm00001d009726	Chr8	77933762	77941132	Zm00001eb345070	chr8	78083982	78091434									
cox11	57.00		GRMZM2G338696	Chr8	76159866	76162988					Zm00001d009727	Chr8	78048174	78051296	Zm00001eb345080	chr8	78198556	78201682									
ppr433	57.10		GRMZM2G431850	Chr8	76606724	76609901					Zm00001d009733	Chr8	78509895	78519823	Zm00001eb345130	chr8	78660492	78667821									
IDP527a	57.20		GRMZM2G001253	Chr8	76753528	76755979					Zm00001d009738	Chr8	78664431	78667427	Zm00001eb345190	chr8	78813687	78818144									
A0A1D6FLF3	57.22		GRMZM2G464401	Chr8	76947968	76951343					Zm00001d009740	Chr8	78864307	78867209	Zm00001eb345200	chr8	79014897	79018073									
Zm00001d009741	57.24		AC205012.3_FG002	Chr8	76950907	76952642					Zm00001d009741	Chr8	78866446	78869538	Zm00001eb345210	chr8	79017056	79020148									
ppr435	57.30		GRMZM2G017821	Chr8	77106424	77108655					Zm00001d009743	Chr8	79019679	79021421	Zm00001eb345230	chr8	79170108	79173051									
GRMZM2G128995	57.40		GRMZM2G128995	Chr8	77266793	77270611									Zm00001eb345260	chr8	79335997	79339448									
prh15	57.50		GRMZM2G383807	Chr8	77501631	77504702					Zm00001d009747	Chr8	79418294	79421379	Zm00001eb345270	chr8	79568849	79573001									
mybr118	57.54		GRMZM2G316740	Chr8	77741498	77743700					Zm00001d009751	Chr8	79664630	79676090	Zm00001eb345290	chr8	79774738	79827878									
si614014d07b	57.60		GRMZM2G379229	Chr8	77831198	77834660									Zm00001eb345330	chr8	79883456	79884550									
LOC103635431	57.80		GRMZM2G451483	Chr8	77876229	77884409					Zm00001d009753	Chr8	79788466	79795801	Zm00001eb345350	chr8	79925922	79933282									
LOC103635432	57.86		GRMZM2G053261	Chr8	77927134	77932299					Zm00001d009756	Chr8	79839422	79844401	Zm00001eb345380	chr8	79976770	79981935									
vpe4	57.90		AC203862.4_FG001	Chr8	78155853	78157349					Zm00001d009759	Chr8	80072189	80073832	Zm00001eb345400	chr8	80209740	80211408									
gpm624	57.94		GRMZM5G892645	Chr8	78161673	78166588					Zm00001d009761	Chr8	80078099	80082890	Zm00001eb345420	chr8	80215677	80220603									
cax1	58.00		GRMZM5G809587	Chr8	78171551	78175986					Zm00001d009763	Chr8	80087989	80092194	Zm00001eb345450	chr8	80225554	80230001									
Zm00001eb345480	58.05		GRMZM2G040490	Chr8	78408564	78409270					Zm00001d009769	Chr8	80317180	80317530	Zm00001eb345480	chr8	80454829	80455179									
LOC103637046	58.06		GRMZM2G005335	Chr8	78456873	78458068					Zm00001d009770	Chr8	80365534	80366274	Zm00001eb345490	chr8	80503261	80503923									
osca3	58.08		GRMZM2G456000	Chr8	78524061	78529012					Zm00001d009771	Chr8	80433878	80440706	Zm00001eb345510	chr8	80571531	80578356									
cct45	58.09		GRMZM2G126026	Chr8	78588186	78591764					Zm00001d009773	Chr8	80504928	80508153	Zm00001eb345540	chr8	80642530	80645834									
umc1617	58.10		GRMZM2G050364	Chr8	78644679	78646585					Zm00001d009775	Chr8	80598451	80600049	Zm00001eb345560	chr8	80735935	80737913									
prp17	58.10		GRMZM2G156857	Chr8	78520915	78522102					Zm00001d009772	Chr8	80442196	80442981	Zm00001eb345530	chr8	80579516	80580710									
pco069028	58.10		GRMZM2G125893	Chr8	78591721	78592861					Zm00001d009774	Chr8	80508328	80511529	Zm00001eb345550	chr8	80645814	80649239									
bhlh82	58.10		GRMZM2G417164	Chr8	78660104	78661278					Zm00001d009778	Chr8	80617513	80618172	Zm00001eb345600	chr8	80755135	80756169									
pco111841b	58.11		GRMZM2G152958	Chr8	78721841	78728974					Zm00001d009779	Chr8	80645709	80652834	Zm00001eb345610	chr8	80783397	80790512									
tubg1	58.11		GRMZM2G073888	Chr8	78798124	78804134					Zm00001d009780	Chr8	80730257	80736271	Zm00001eb345620	chr8	80867908	80872822									
dnaJ77	58.12		GRMZM2G086964	Chr8	78942796	78951450					Zm00001d009783	Chr8	80843265	80852115	Zm00001eb345630	chr8	80981090	80990017									
rte6	58.20		GRMZM2G454327	Chr8	79458103	79458955					Zm00001d009789	Chr8	81398779	81405752	Zm00001eb345700	chr8	81520357	81527555									
cesa1	58.23		GRMZM2G112336	Chr8	79738607	79744724					Zm00001d009795	Chr8	81764683	81771357	Zm00001eb345740	chr8	81886311	81892779									
umc1984	58.24		GRMZM2G312877	Chr8	79810748	79813394					Zm00001d009797	Chr8	81867264	81868166	Zm00001eb345750	chr8	81956440	81958847									
LOC100170249	58.26		GRMZM2G093323	Chr8	79905226	79908650					Zm00001d009799	Chr8	81983144	81986520	Zm00001eb345770	chr8	82049282	82052787									
IDP5886	58.30		GRMZM5G835516	Chr8	80013792	80015561					Zm00001d009801	Chr8	82095098	82105652	Zm00001eb345790	chr8	82161323	82171779									
hb86	58.50		GRMZM2G008286	Chr8	80197949	80198613					Zm00001d009802	Chr8	82152551	82155226													
nad3	58.51		GRMZM2G008464	Chr8	80199540	80203096					Zm00001d009803	Chr8	82156141	82159658	Zm00001eb345800	chr8	82222377	82225820									
nactf160	58.55		GRMZM2G311974	Chr8	80139427	80144118					Zm00001d009806	Chr8	82287393	82288339	Zm00001eb345820	chr8	82353943	82354538									
Zm00001d009808	58.59		GRMZM2G028885	Chr8	80265100	80268877					Zm00001d009808	Chr8	82342609	82346386	Zm00001eb345840	chr8	82407900	82412769									
gtf33	58.63		GRMZM2G030165	Chr8	80309649	80343371					Zm00001d009810	Chr8	82399469	82420640	Zm00001eb345880	chr8	82465666	82487561									
GRMZM2G063511	58.70		GRMZM2G063511	Chr8	80680452	80685171					Zm00001d009813	Chr8	82664581	82669224	Zm00001eb345900	chr8	82730958	82735680									
GRMZM2G073884	58.72		GRMZM2G073884	Chr8	80765150	80768661					Zm00001d009814	Chr8	82751665	82755501	Zm00001eb345910	chr8	82818056	82821894									
GRMZM2G509876	58.98		GRMZM2G509876	Chr8	81401465	81402420					Zm00001d009820	Chr8	83444248	83444925	Zm00001eb345950	chr8	83510321	83511508									
T8-9(6673)(8)	59.00																										
lbd35	59.00		GRMZM5G868471	Chr8	81896223	81898153					Zm00001d009823	Chr8	83961158	83963468	Zm00001eb345960	chr8	84027546	84030285									
SR30	59.00		GRMZM2G390729	Chr8	81669300	81676002					Zm00001d009821	Chr8	83734688	83741390													
Zm00001d009828	59.64		GRMZM2G453474	Chr8	82105118	82107817					Zm00001d009828	Chr8	84141783	84142453	Zm00001eb346000	chr8	84208773	84209451									
rfri2	59.70		GRMZM2G055116	Chr8	82372321	82374591					Zm00001d009837	Chr8	84424231	84443192	Zm00001eb346030	chr8	84490284	84510707									
cl384_1c	59.75		GRMZM2G137286	Chr8	82646984	82651359					Zm00001d009844	Chr8	84731498	84735845	Zm00001eb346060	chr8	84798046	84802642									
pco101520b	59.80		GRMZM2G130010	Chr8	82765583	82767849					Zm00001d009847	Chr8	84850186	84852212	Zm00001eb346090	chr8	84916764	84918890									
pco128171	60.00		GRMZM2G131249	Chr8	82917060	82921065					Zm00001d009849	Chr8	85009775	85013595	Zm00001eb346110	chr8	85076286	85080454									
imp1	60.17		GRMZM2G088088	Chr8	82956568	82961691					Zm00001d009850	Chr8	85065908	85071126	Zm00001eb346120	chr8	85132430	85137718									
Zm00001d009851	60.17		GRMZM2G083356	Chr8	83010604	83014299					Zm00001d009851	Chr8	85121086	85124781	Zm00001eb346130	chr8	85187821	85190947									
cyp47	60.18		GRMZM2G139874	Chr8	83313635	83316951					Zm00001d009858	Chr8	85446294	85449522	Zm00001eb346150	chr8	85498616	85502010									
Zm00001d009856	60.18		GRMZM2G030122	Chr8	83254563	83260657					Zm00001d009856	Chr8	85387075	85393144	Zm00001eb346140	chr8	85439435	85445430									
pza02522	60.19		GRMZM2G015126	Chr8	83437657	83442257					Zm00001d009859	Chr8	85575018	85579656	Zm00001eb346160	chr8	85627352	85631949									
gpm734	60.20		GRMZM2G067080	Chr8	83586988	83591490					Zm00001d009866	Chr8	85801961	85806980	Zm00001eb346200	chr8	85848407	85852674									
elfa1	60.27		GRMZM2G151193	Chr8	83876978	83880502					Zm00001d009868	Chr8	86006161	86009235	Zm00001eb346210	chr8	86052461	86055977									
elfa7	60.27		GRMZM2G110509	Chr8	84127927	84131151					Zm00001d009870	Chr8	86257136	86260258	Zm00001eb346230	chr8	86303518	86306763									
elfa8	60.27														Zm00001eb346230	chr8	86303518	86306763									
lic3	60.28		GRMZM2G014723	Chr8	84617884	84624443					Zm00001d009876	Chr8	86749320	86750225	Zm00001eb346270	chr8	86795609	86801983									
ptac16	60.28		GRMZM2G449496	Chr8	84641808	84644915					Zm00001d009877	Chr8	86773769	86776719	Zm00001eb346280	chr8	86820160	86823297									
dnaJ78	60.28		GRMZM2G177447	Chr8	84464456	84468520					Zm00001d009873	Chr8	86595281	86616755	Zm00001eb346260	chr8	86641623	86644733									
ncbp1	60.28																										
LOC103635500	60.28		GRMZM2G128809	Chr8	84305623	84310571					Zm00001d009872	Chr8	86435082	86440261	Zm00001eb346250	chr8	86481558	86486847									
Zm00001d009878	60.28		GRMZM2G132633	Chr8	84665739	84671114					Zm00001d009878	Chr8	86792766	86798116	Zm00001eb346300	chr8	86839216	86844587									
chx14	60.29		GRMZM2G439306	Chr8	85385219	85388105					Zm00001d009889	Chr8	87464523	87467367	Zm00001eb346390	chr8	87510967	87513786									
Zm00001d009888	60.29		GRMZM6G314950	Chr6	134480025	134482855					Zm00001d009888	Chr8	87461049	87464607	Zm00001eb346380	chr8	87506259	87511603									
pme17	60.30		GRMZM2G128682	Chr8	86105858	86107886					Zm00001d009899	Chr8	88359892	88361920	Zm00001eb346520	chr8	88406287	88408375									
Zm00001eb346450	60.30										Zm00001d009894	Chr8	88185702	88186310	Zm00001eb346450	chr8	88231937	88233027									
Zm00001eb346460	60.30										Zm00001d009895	Chr8	88261054	88261656	Zm00001eb346460	chr8	88307477	88308079									
cl2029_11b	60.60		GRMZM2G023520	Chr8	86268084	86269081					Zm00001d009902	Chr8	88538583	88539110	Zm00001eb346540	chr8	88565710	88566548									
LOC103635517	60.62		GRMZM2G083068	Chr8	86383121	86392953					Zm00001d009903	Chr8	88654283	88664095	Zm00001eb346550	chr8	88681454	88691411									
IDP7978	60.98		GRMZM2G306851	Chr8	86549047	86557314					Zm00001d009907	Chr8	88814089	88820257	Zm00001eb346570	chr8	88841272	88847914									
umc2355	61.00		GRMZM2G007404	Chr8	86555522	86559630					Zm00001d009908	Chr8	88820372	88824486	Zm00001eb346580	chr8	88847977	88851701									
els5	61.00																										
umc1470	61.04		GRMZM2G145573	Chr8	86760022	86764816					Zm00001d009910	Chr8	89031988	89036730	Zm00001eb346590	chr8	89046536	89051299									
cl14391_1	61.06		GRMZM2G351775	Chr8	87002356	87005747					Zm00001d009912	Chr8	89305511	89308955	Zm00001eb346620	chr8	89302111	89305932									
cl42736_1b	61.06		GRMZM2G022632	Chr8	87184036	87234334					Zm00001d009919	Chr8	89463524	89490687	Zm00001eb346680	chr8	89486522	89510285									
prozip2	61.06		GRMZM2G140153	Chr8	86856374	86858576									Zm00001eb346600	chr8	89136858	89137966									
Zm00001d009918	61.06		GRMZM2G068294	Chr8	87051650	87053400					Zm00001d009918	Chr8	89376858	89377982	Zm00001eb346660	chr8	89373119	89374858									
pco076489	61.07		GRMZM2G025882	Chr8	87946242	87947663					Zm00001d009929	Chr8	90224127	90225398	Zm00001eb346800	chr8	90217391	90218735									
si687063a01	61.07		GRMZM2G145914	Chr8	87547433	87554978					Zm00001d009927	Chr8	89836959	89844830	Zm00001eb346760	chr8	89833501	89841531									
GRMZM2G063975	61.08		GRMZM2G063975	Chr8	88186392	88187498					Zm00001d009932	Chr8	90455463	90456568	Zm00001eb346830	chr8	90448789	90449884									
chn21	61.10		GRMZM2G062974	Chr8	88320183	88321587					Zm00001d009936	Chr8	90588929	90590148	Zm00001eb346860	chr8	90582152	90583599									
gpm842	61.15		GRMZM2G154881	Chr8	88396526	88401136					Zm00001d009938	Chr8	90687124	90692850	Zm00001eb346870	chr8	90681716	90686205									
wrky34	61.20		GRMZM2G057116	Chr8	88471371	88472763					Zm00001d009939	Chr8	90768544	90769854	Zm00001eb346880	chr8	90761884	90763219									
GRMZM2G104133	61.24		GRMZM2G104133	Chr8	88765964	88770015					Zm00001d009941	Chr8	91082108	91093443	Zm00001eb346900	chr8	91063033	91074355									
A0A1D6FN98	61.28		GRMZM2G148870	Chr8	89474394	89478497					Zm00001d009948	Chr8	91813684	91819885	Zm00001eb346940	chr8	91794623	91801084									
hsp70-16	61.30		GRMZM2G063676	Chr8	89562420	89570381					Zm00001d009950	Chr8	91946184	91954177	Zm00001eb346960	chr8	91927435	91935245									
lrx4	61.30		GRMZM2G151738	Chr8	89697764	89700024					Zm00001d009952	Chr8	92079626	92080870	Zm00001eb346980	chr8	92060621	92063486									
pco134378	61.31		GRMZM2G002130	Chr8	89870869	89874340					Zm00001d009954	Chr8	92226611	92230073	Zm00001eb347000	chr8	92207771	92211355									
sfat3	61.31		GRMZM2G060210	Chr8	90087546	90089916					Zm00001d009960	Chr8	92432744	92434990	Zm00001eb347020	chr8	92413915	92416262									
cl25252_1	61.32		GRMZM2G056068	Chr8	90247046	90249997																					
rgp2	61.32		GRMZM2G093186	Chr8	90299372	90301852					Zm00001d009964	Chr8	92639578	92640662	Zm00001eb347050	chr8	92617678	92623373									
sqd1	61.33		GRMZM2G053322	Chr8	90474300	90477778					Zm00001d009967	Chr8	92806471	92809519	Zm00001eb347070	chr8	92787734	92790825									
Zm00001d009968	61.34		GRMZM2G053430	Chr8	90478612	90482718					Zm00001d009968	Chr8	92810217	92814940													
umc2366	61.35		GRMZM2G176056	Chr8	90532571	90533800					Zm00001d009969	Chr8	92864170	92865394	Zm00001eb347080	chr8	92845417	92846659									
srs10	61.37		GRMZM5G893547	Chr8	90687326	90687882					Zm00001d009971	Chr8	93018884	93020443	Zm00001eb347090	chr8	93000028	93001851									
Zm00001d009975	61.38		GRMZM2G133095	Chr8	90822905	90823553					Zm00001d009975	Chr8	93158186	93158821	Zm00001eb347100	chr8	93139163	93140155									
pco067418a	61.40		GRMZM2G047097	Chr8	90895070	90901531					Zm00001d009978	Chr8	93224718	93232598	Zm00001eb347110	chr8	93205974	93213901									
anx11	61.40		GRMZM2G034229	Chr8	90931645	90933400					Zm00001d009979	Chr8	93239142	93240713	Zm00001eb347120	chr8	93220065	93222125									
si707005c08b	61.41		GRMZM2G474755	Chr8	91126489	91127653					Zm00001d009985	Chr8	93476338	93476907	Zm00001eb347180	chr8	93452070	93453114									
sod10	61.41		GRMZM2G124455	Chr8	91341442	91354880					Zm00001d009990	Chr8	93603801	93617450	Zm00001eb347200	chr8	93579702	93593469									
Zm00001eb347160	61.41		GRMZM2G404396	Chr8	90986589	90989354					Zm00001d009982	Chr8	93307104	93337554	Zm00001eb347160	chr8	93314205	93314567									
GRMZM2G315125	61.41		GRMZM2G315125	Chr8	91285874	91289597					Zm00001d009987	Chr8	93548283	93551747	Zm00001eb347190	chr8	93524122	93527753									
ofp33	61.42		GRMZM2G067376	Chr8	91371796	91372796					Zm00001d009993	Chr8	93658817	93659596	Zm00001eb347230	chr8	93634750	93635858									
pmei16	61.43		GRMZM2G309944	Chr8	91502740	91503300					Zm00001d009994	Chr8	93778552	93782184	Zm00001eb347240	chr8	93754614	93758192									
bnlg1863	61.50		GRMZM2G022768	Chr8	91588208	91592778					Zm00001d009997	Chr8	93874492	93879064	Zm00001eb347260	chr8	93850286	93855092									
T8-9d(8)	62.00																										
bhlh44	62.00		GRMZM2G175480	Chr8	91709652	91711010					Zm00001d009999	Chr8	93996343	93997092	Zm00001eb347270	chr8	93971937	93973295									
pco077319	62.30		GRMZM2G042592	Chr8	91997033	92009821					Zm00001d010000	Chr8	94267880	94280726	Zm00001eb347280	chr8	94243890	94256706									
Zm00001d010004	62.92		GRMZM5G898496	Chr8	92394963	92395769					Zm00001d010004	Chr8	94660952	94661221	Zm00001eb347300	chr8	94636723	94637361									
Zm00001d010007	62.94		GRMZM2G078723	Chr8	92542246	92543218					Zm00001d010007	Chr8	94844625	94845188	Zm00001eb347310	chr8	94795968	94796810									
Zm00001d010008	62.96		GRMZM2G124179	Chr8	92642392	92643861					Zm00001d010008	Chr8	94945161	94946129	Zm00001eb347320	chr8	94896296	94897827									
rpl17a	63.00		GRMZM2G119169	Chr8	92685793	92690815					Zm00001d010009	Chr8	94987331	94992881	Zm00001eb347340	chr8	94938772	94942160									
cep8	63.10		GRMZM2G061450	Chr8	92706585	92707224					Zm00001d010010	Chr8	95007254	95007893	Zm00001eb347350	chr8	94958724	94959331									
cl7136_2d	63.16		GRMZM5G813584	Chr8	92939289	92941920					Zm00001d010016	Chr8	95242385	95245137	Zm00001eb347380	chr8	95193841	95196593									
Zm00001d010017	63.18		GRMZM2G008430	Chr8	92992169	92993678					Zm00001d010017	Chr8	95277830	95279023	Zm00001eb347390	chr8	95229633	95230324									
cl804_1	63.50		GRMZM2G579719	Chr8	93194050	93196004					Zm00001d010021	Chr8	95481233	95494643	Zm00001eb347420	chr8	95432795	95446162									
AY110032	63.70		GRMZM2G102745	Chr8	93304359	93311331					Zm00001d010023	Chr8	95603408	95610248	Zm00001eb347430	chr8	95554793	95561763									
Zm00001d010026	63.73		GRMZM2G517332	Chr8	93431917	93444335					Zm00001d010026	Chr8	95731144	95746178	Zm00001eb347450	chr8	95682364	95697772									
Zm00001d010030	63.75		GRMZM2G149975	Chr8	93836401	93837999					Zm00001d010030	Chr8	96117840	96119368													
tbl46	63.78		GRMZM5G898867	Chr8	94085477	94089722					Zm00001d010033	Chr8	96359755	96364011	Zm00001eb347490	chr8	96311300	96315567									
ppr436	63.78		AC187551.3_FG002	Chr8	93949093	93951006					Zm00001d010032	Chr8	96228844	96230757	Zm00001eb347480	chr8	96178393	96182350									
pco117356b	63.78		GRMZM2G023755	Chr8	93946443	93948966					Zm00001d010031	Chr8	96226104	96230791	Zm00001eb347470	chr8	96177610	96180293									
cl14476_1b	63.79		GRMZM2G083344	Chr8	94352445	94383332					Zm00001d010044	Chr8	96676310	96679113	Zm00001eb347570	chr8	96600070	96630728									
ysl23	63.79		GRMZM2G347413	Chr8	94102238	94122262					Zm00001d010034	Chr8	96384794	96405126	Zm00001eb347500	chr8	96336344	96356687									
ysl19	63.79		GRMZM2G353107	Chr8	94164143	94179878					Zm00001d010036	Chr8	96447207	96462938	Zm00001eb347510	chr8	96398464	96414599									
Zm00001d010039	63.79		GRMZM2G147221	Chr8	94261625	94264231					Zm00001d010039	Chr8	96545534	96548068	Zm00001eb347530	chr8	96496955	96499551									
caspl39	63.79		GRMZM2G038780	Chr8	94207955	94208957					Zm00001d010038	Chr8	96491004	96492002	Zm00001eb347520	chr8	96442518	96443592									
mlkt2	63.80		GRMZM2G006661	Chr8	94523793	94528395					Zm00001d010047	Chr8	96814230	96821045	Zm00001eb347590	chr8	96767973	96772764									
ereb22	63.82		GRMZM2G006745	Chr8	94530861	94534207					Zm00001d010048	Chr8	96823511	96826858	Zm00001eb347600	chr8	96775161	96778641									
Zm00001d010049	63.83		GRMZM2G086637	Chr8	94636778	94640687					Zm00001d010049	Chr8	96929763	96933742	Zm00001eb347610	chr8	96881438	96885429									
Zm00001eb347630	63.84		GRMZM2G397261	Chr8	95083802	95084507					Zm00001d010052	Chr8	97369263	97369553	Zm00001eb347630	chr8	97307235	97307525									
caspl40	63.85		GRMZM2G054227	Chr8	95085438	95092103					Zm00001d010053	Chr8	97370524	97377339	Zm00001eb347640	chr8	97308505	97315140									
aldr10	63.87		GRMZM2G087206	Chr8	95142374	95150209					Zm00001d010054	Chr8	97426597	97434373	Zm00001eb347660	chr8	97364609	97372364									
pco085861e	63.89		GRMZM2G086943	Chr8	95156749	95161913					Zm00001d010055	Chr8	97441713	97445990	Zm00001eb347670	chr8	97379673	97384051									
pro1	63.90		GRMZM2G375504	Chr8	95226658	95237335					Zm00001d010056	Chr8	97510673	97521556	Zm00001eb347680	chr8	97448814	97459603									
hb123	63.92		GRMZM2G074645	Chr8	95285620	95290526					Zm00001d010060	Chr8	97570198	97574373	Zm00001eb347710	chr8	97507863	97512899									
ropgef15	63.94		GRMZM2G144504	Chr8	95587160	95590606					Zm00001d010062	Chr8	97855255	97858701	Zm00001eb347730	chr8	97793292	97796708									
prx88	63.94		AC208341.4_FG007	Chr8	95765108	95766199					Zm00001d010064	Chr8	98038266	98039602	Zm00001eb347740	chr8	97976371	97977523									
LOC103637121	63.95		AC208341.4_FG008	Chr8	95776631	95778894					Zm00001d010065	Chr8	98050491	98052177													
umc1427	63.96		GRMZM5G821139	Chr8	95779963	95782270					Zm00001d010066	Chr8	98053188	98055472	Zm00001eb347770	chr8	97991141	97993548									
