Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence	source_file	map_id	linkage_group	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML103-REFERENCE-NAM-1.0_gene_model	Zm-CML103-REFERENCE-NAM-1.0_chr	Zm-CML103-REFERENCE-NAM-1.0_start	Zm-CML103-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-CML322-REFERENCE-NAM-1.0_gene_model	Zm-CML322-REFERENCE-NAM-1.0_chr	Zm-CML322-REFERENCE-NAM-1.0_start	Zm-CML322-REFERENCE-NAM-1.0_end	Zm-CML52-REFERENCE-NAM-1.0_gene_model	Zm-CML52-REFERENCE-NAM-1.0_chr	Zm-CML52-REFERENCE-NAM-1.0_start	Zm-CML52-REFERENCE-NAM-1.0_end	Zm-Il14H-REFERENCE-NAM-1.0_gene_model	Zm-Il14H-REFERENCE-NAM-1.0_chr	Zm-Il14H-REFERENCE-NAM-1.0_start	Zm-Il14H-REFERENCE-NAM-1.0_end	Zm-M162W-REFERENCE-NAM-1.0_gene_model	Zm-M162W-REFERENCE-NAM-1.0_chr	Zm-M162W-REFERENCE-NAM-1.0_start	Zm-M162W-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-Mo18W-REFERENCE-NAM-1.0_gene_model	Zm-Mo18W-REFERENCE-NAM-1.0_chr	Zm-Mo18W-REFERENCE-NAM-1.0_start	Zm-Mo18W-REFERENCE-NAM-1.0_end	Zm-Ms71-REFERENCE-NAM-1.0_gene_model	Zm-Ms71-REFERENCE-NAM-1.0_chr	Zm-Ms71-REFERENCE-NAM-1.0_start	Zm-Ms71-REFERENCE-NAM-1.0_end	Zm-NC350-REFERENCE-NAM-1.0_gene_model	Zm-NC350-REFERENCE-NAM-1.0_chr	Zm-NC350-REFERENCE-NAM-1.0_start	Zm-NC350-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-P39-REFERENCE-NAM-1.0_gene_model	Zm-P39-REFERENCE-NAM-1.0_chr	Zm-P39-REFERENCE-NAM-1.0_start	Zm-P39-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Zm-NC358-REFERENCE-NAM-1.0_gene_model	Zm-NC358-REFERENCE-NAM-1.0_chr	Zm-NC358-REFERENCE-NAM-1.0_start	Zm-NC358-REFERENCE-NAM-1.0_end
pebp25	68.00		GRMZM2G021560	Chr2	35895307	35898831					Zm00001d003226	Chr2	36779809	36782444	Zm00001eb078980	chr2	36799200	36801487																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
ppr1101	68.01		GRMZM2G021710	Chr2	35901584	35905994					Zm00001d003227	Chr2	36786174	36790595	Zm00001eb078990	chr2	36805269	36809791																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC107403167	68.01		GRMZM2G023204	Chr2	35953363	35955272					Zm00001d003228	Chr2	36827859	36829876	Zm00001eb079000	chr2	36846986	36848996																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
pub73	68.02		GRMZM2G389789	Chr2	35983940	35989148					Zm00001d003229	Chr2	36851196	36864553	Zm00001eb079010	chr2	36878099	36883736																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC103646296	68.03		GRMZM2G021619	Chr2	36708164	36710640					Zm00001d003245	Chr2	37571373	37573295	Zm00001eb079130	chr2	37590377	37593204																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001d003242	68.03		GRMZM2G099183	Chr2	36578206	36582750					Zm00001d003242	Chr2	37432377	37436933	Zm00001eb079110	chr2	37452016	37456625																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
GRMZM2G030598	68.04		GRMZM2G030598	Chr2	36762368	36783211					Zm00001d003246	Chr2	37617116	37637797	Zm00001eb079150	chr2	37637166	37657516																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
mas1	68.05		GRMZM2G102183	Chr2	36945679	36948155					Zm00001d003247	Chr2	37815902	37818424	Zm00001eb079170	chr2	37826807	37829331																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001eb079180	68.06		GRMZM2G102238	Chr2	36948410	36959030					Zm00001d003248	Chr2	37818750	37828725	Zm00001eb079180	chr2	37829738	37839826																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
GRMZM2G112072	68.07		GRMZM2G112072	Chr2	36987356	36989956					Zm00001d003249	Chr2	37857061	37859709	Zm00001eb079190	chr2	37868022	37869937																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
cl8738_1a	68.10		GRMZM2G130109	Chr2	37074613	37078111					Zm00001d003250	Chr2	37946068	37950408	Zm00001eb079200	chr2	37957050	37960534																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
GRMZM2G130224	68.12		GRMZM2G130224	Chr2	37079526	37082125					Zm00001d003251	Chr2	37951061	37953591	Zm00001eb079210	chr2	37961935	37964724																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
gpdh1	68.20		GRMZM2G130230	Chr2	37085168	37093582					Zm00001d003252	Chr2	37956894	37965162	Zm00001eb079220	chr2	37967776	37976021																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC109944156	68.22		GRMZM2G093832	Chr2	37202048	37207879					Zm00001d003255	Chr2	38076810	38079659																						maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
TIDP3431	68.23		GRMZM2G093557	Chr2	37220319	37223559					Zm00001d003257	Chr2	38091293	38098388	Zm00001eb079270	chr2	38102351	38105335																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
hag103a	68.25		GRMZM2G100872	Chr2	37226550	37231577					Zm00001d003258	Chr2	38097924	38102928	Zm00001eb079280	chr2	38108833	38113942																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001d003259	68.25		GRMZM2G372930	Chr2	37246834	37247510					Zm00001d003259	Chr2	38105379	38121803	Zm00001eb079290	chr2	38116290	38130025																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
IDP4413	68.26		GRMZM2G063163	Chr2	37396372	37407432					Zm00001d003261	Chr2	38257954	38268879	Zm00001eb079300	chr2	38268924	38280593																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
IDP2407	68.27		GRMZM2G022255	Chr2	37540203	37540992					Zm00001d003269	Chr2	38421379	38422077	Zm00001eb079370	chr2	38432390	38432802																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
msr1	68.27		GRMZM2G022413	Chr2	37556113	37558654					Zm00001d003271	Chr2	38437219	38439671	Zm00001eb079380	chr2	38447976	38450675																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
aga5	68.28		GRMZM2G489466	Chr2	37694130	37694576					Zm00001d003277	Chr2	38572522	38576707	Zm00001eb079430	chr2	38583656	38599214																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
aga6	68.28		GRMZM2G311756	Chr2	37696272	37700594					Zm00001d003279	Chr2	38586400	38587859	Zm00001eb079430	chr2	38583656	38599214																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
rafs3	68.28		GRMZM2G311684	Chr2	37705999	37711931					Zm00001d003280	Chr2	38636040	38640054	Zm00001eb079460	chr2	38649231	38650925																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
pimt2	68.28		GRMZM2G100315	Chr2	37678223	37681311					Zm00001d003275	Chr2	38561318	38564297	Zm00001eb079410	chr2	38568943	38574938																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC103646302	68.28		GRMZM2G100344	Chr2	37680674	37682420					Zm00001d003276	Chr2	38563122	38565277	Zm00001eb079420	chr2	38574226	38576413																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001d003281	68.28		GRMZM2G165633	Chr2	37746183	37749448					Zm00001d003281	Chr2	38668117	38670450	Zm00001eb079470	chr2	38678494	38681805																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
pco143308a	68.29		GRMZM2G163471	Chr2	37953940	37958488					Zm00001d003288	Chr2	38812902	38817270	Zm00001eb079540	chr2	38823738	38828174																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
mybr93	68.29		GRMZM2G135410	Chr2	37825696	37830335					Zm00001d003284	Chr2	38748934	38756211	Zm00001eb079510	chr2	38762484	38767197																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
nrt4	68.29		GRMZM2G163494	Chr2	37958393	37960212					Zm00001d003287	Chr2	38811050	38812608	Zm00001eb079530	chr2	38821902	38823460																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
cyp68	68.29		GRMZM2G135387	Chr2	37819848	37821883					Zm00001d003283	Chr2	38745725	38747760	Zm00001eb079490	chr2	38756551	38758611																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
tgz21	68.30		GRMZM2G045005	Chr2	38044187	38048031					Zm00001d003291	Chr2	38955003	38958609	Zm00001eb079590	chr2	38965835	38969719																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
cl56912_1b	68.31		GRMZM2G062488	Chr2	38072840	38076151					Zm00001d003292	Chr2	38985990	38989290	Zm00001eb079610	chr2	38996676	39000144																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
nactf111	68.32		GRMZM2G450445	Chr2	38182053	38187930					Zm00001d003293	Chr2	39094599	39100476	Zm00001eb079630	chr2	39109123	39111336																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
nbr1b	68.40		GRMZM2G139846	Chr2	38472943	38483627					Zm00001d003300	Chr2	39371689	39384197	Zm00001eb079700	chr2	39382488	39394996																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
farl16	68.41										Zm00001d003302	Chr2	39394754	39401528																						maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
IDP8378	68.41		GRMZM2G139811	Chr2	38488818	38493201					Zm00001d003301	Chr2	39389095	39393280	Zm00001eb079720	chr2	39399800	39404156																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
si660065b07	68.42		GRMZM2G148211	Chr2	38727592	38731631					Zm00001d003308	Chr2	39659891	39663833	Zm00001eb079750	chr2	39670685	39674751																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
pco118120	68.42		GRMZM2G147884	Chr2	38761024	38770972					Zm00001d003309	Chr2	39693111	39700373	Zm00001eb079760	chr2	39703951	39712304																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
IDP7738	68.42		GRMZM2G447785	Chr2	38711302	38712712					Zm00001d003306	Chr2	39644137	39644676	Zm00001eb079740	chr2	39654691	39655765																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC103646319	68.42		AC208221.3_FG002	Chr2	38530564	38533170					Zm00001d003304	Chr2	39497247	39499853	Zm00001eb079730	chr2	39508057	39508611																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
pdcb8	68.43		GRMZM2G447691	Chr2	38767573	38770541					Zm00001d003310	Chr2	39700454	39702802	Zm00001eb079780	chr2	39712416	39713806																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
dao1	68.48		GRMZM2G121700	Chr2	38821155	38822873					Zm00001d003311	Chr2	39752127	39753847	Zm00001eb079790	chr2	39762949	39764551																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
ppr1103	68.50		GRMZM2G060906	Chr2	38920953	38922815					Zm00001d003313	Chr2	39856245	39858061	Zm00001eb079800	chr2	39866129	39868956																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
glu10	68.54		GRMZM2G362368	Chr2	38951317	38952122					Zm00001d003314	Chr2	39886673	39887209	Zm00001eb079820	chr2	39897422	39898188																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001d003315	68.55		GRMZM2G060891	Chr2	38952357	38955554					Zm00001d003315	Chr2	39889306	39890655	Zm00001eb079830	chr2	39899241	39901486																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC103648573	68.56		GRMZM2G362362	Chr2	38958024	38968119					Zm00001d003316	Chr2	39893309	39904028	Zm00001eb079850	chr2	39904048	39915031																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001eb079860	68.57		GRMZM2G129493	Chr2	38970355	38971365					Zm00001d003317	Chr2	39906034	39907044	Zm00001eb079860	chr2	39916618	39918106																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001d003319	68.58		GRMZM2G165844	Chr2	39173781	39181985					Zm00001d003319	Chr2	40110400	40119860	Zm00001eb079870	chr2	40120412	40131111																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
fcp1	68.60		GRMZM2G165836	Chr2	39188755	39190131					Zm00001d003320	Chr2	40126366	40127328	Zm00001eb079890	chr2	40136770	40137925																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
mctp3	68.62		GRMZM5G807350	Chr2	39191331	39194291					Zm00001d003321	Chr2	40129192	40131783	Zm00001eb079900	chr2	40139899	40142799																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
mmp228a	68.65		GRMZM2G165755	Chr2	39196816	39204173					Zm00001d003322	Chr2	40134430	40141796	Zm00001eb079910	chr2	40145375	40152714																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
umc1541	68.73		GRMZM2G124079	Chr2	39322132	39324061					Zm00001d003328	Chr2	40259439	40260926	Zm00001eb079930	chr2	40270283	40272278																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC103646328	68.73		GRMZM2G124096	Chr2	39325526	39335581					Zm00001d003329	Chr2	40262906	40272959	Zm00001eb079940	chr2	40273701	40285111																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
wrky72	68.74		GRMZM5G816457	Chr2	39388778	39394181					Zm00001d003331	Chr2	40361661	40367040	Zm00001eb079950	chr2	40372800	40378260																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
mlkp1	68.75		GRMZM2G151418	Chr2	39615055	39618199					Zm00001d003334	Chr2	40564802	40567943	Zm00001eb079980	chr2	40575843	40579362																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
aaap9	68.75		GRMZM2G155491	Chr2	39956080	39958918					Zm00001d003343	Chr2	40922658	40925501	Zm00001eb080050	chr2	40933974	40936891																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
cchh152	68.75		AC185655.3_FG004	Chr2	39920166	39921584					Zm00001d003341	Chr2	40886744	40888162	Zm00001eb080020	chr2	40898076	40899494																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
Zm00001eb080010	68.75		GRMZM2G340763	Chr2	39910670	39911638									Zm00001eb080010	chr2	40882867	40883245																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
ras1	68.78		GRMZM2G330430	Chr2	40054092	40056877					Zm00001d003347	Chr2	41022707	41025532	Zm00001eb080090	chr2	41034143	41037470																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
drg10	68.79		GRMZM2G107199	Chr2	40058015	40063341					Zm00001d003349	Chr2	41028415	41031913	Zm00001eb080110	chr2	41038771	41043337																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
LOC103646333	68.80		GRMZM2G370507	Chr2	40268059	40268624					Zm00001d003353	Chr2	41270304	41270696	Zm00001eb080130	chr2	41281619	41282184																		maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2																																																																																
